visitor_zip,visitorzip_lat,visitorzip_lon,qpartysize25,qpartysize50,qpartysize75,qleadt25,qleadt50,qleadt75,qdur25,qdur50,qdur75,qdist25,qdist50,qdist75,res_count,sum_dur,sum_persnight
11716,40.770228,-73.124984,2,3,4,1,7,43,1,3,4,563.48,1144.2,2734.84,10,35,117
11717,40.781819,-73.25236,2,3,7,1.75,8,52.7,1,1,7,295.67,544.08,3406.01,9,18,48
11718,40.7167,-73.262052,2,2,3.75,2,31,102,2,2,3,570.36,3327.71,3405.7,20,56,165
11719,40.78125,-72.907486,1,2,2,0,2,31,1,2,3,549.93,549.93,3399.86,15,30,56
11720,40.871082,-73.083766,1,2,4,1,16,57.2,1,2,3,553.04,2794.39,3419.53,77,180,443
11721,40.894403,-73.371354,2,3,6,8.25,37,145.5,1,2,4.2,485.91,646.93,3090.08,37,119,486
11722,40.780669,-73.198528,2,2,4,2.75,14,72.5,1,3,3,410.63,566.99,3959.29,15,34,100
11724,40.861176,-73.453387,1,2,4,1,4,62.8,1,2,2.7,576.1,3388.51,3864.72,47,58,166
11725,40.839532,-73.280564,2,2,4,10.75,37,79.2,1,2,3,1515.02,3403.21,3945.33,49,112,347
11726,40.682652,-73.39424,1,2,2,0,0,7.5,1,1,1.8,586.36,1993.13,3382.97,7,14,20
11727,40.877764,-73.00421,2,2,3,1,18,44.5,1,1,2,1080.87,3001.12,3426.17,67,128,346
11729,40.76252,-73.322365,2,2,4,4.5,22,38,1.5,2,2,549.73,2718.55,3400.26,25,46,186
11730,40.723497,-73.169838,2,2,2,2,19.5,78,1,2,4,1873.04,3408.07,3443.52,30,82,202
11731,40.856834,-73.315422,2,2,4,2.5,20,56.5,1,1.5,2,568.03,2121.61,3400.15,112,213,613
11732,40.842706,-73.54349,2,3,4,0,1,23.5,1,1,2,505.32,1702.22,3381.06,19,30,90
11733,40.930424,-73.11205,2,2,4,2.5,20,50.8,1,2,2.5,539.17,2732.96,3416.71,131,274,862
11735,40.73245,-73.433781,2,2,4,17,57,130.2,1,2,3,573.94,1864.64,3391.1,73,199,570
11738,40.836816,-73.040485,1.5,2,5,0,8,34,1,1.5,2.5,496.15,1288.95,2177.19,9,18,50
11739,40.7198,-73.1545,2,2,3,3.5,64.5,155,1,1,1,1059.52,2339.81,3409.39,4,4,10
11740,40.868432,-73.361821,2,3,4,0.75,5,30.8,1,1,3,561.79,1715.95,3219.21,19,35,113
11741,40.798329,-73.067897,2,2,4,2,42,70,1,2,3,525.13,558.58,3364.13,45,115,364
11742,40.810705,-73.045926,2,2,2,0.25,12,28,1,1.5,4,550.42,555.6,3423.17,15,31,68
11743,40.874572,-73.414456,2,2,4,2,22,94.5,1,2,3,572.69,1879.71,3391.69,248,595,1937
11746,40.814981,-73.362894,2,2,4,4,18,41.8,1,2,3,563.26,2714.17,3396.46,131,272,756
11747,40.785118,-73.404965,2,2,3,3.75,41,114,1,2,2,1123.64,2871.65,3423.02,43,74,232
11749,40.806466,-73.174304,4,4,4,3,3,3,1,1,1,1092.43,1092.43,1092.43,1,1,4
11751,40.731183,-73.213684,2,3,4,5.5,51,144.2,1,3,4,366.63,1054.12,3289.57,33,101,346
11752,40.759565,-73.17845,2,2,3.5,1.75,10,88,1,3,3.7,472.23,1504.41,3419.89,17,37,104
11753,40.79322,-73.543404,1.5,2,3,2.5,6,32,1,1,2.5,1046.57,2764.8,3381.42,21,34,67
11754,40.889334,-73.248558,2,3,5,22,65,147,1,3,5,561.48,1741.93,3400.15,68,234,808
11755,40.858922,-73.12013,2,2,2,3,19,64.2,1,1,5.5,332.97,682.63,3408.49,17,64,143
11756,40.723513,-73.517345,2,2,3,1.25,9,49.5,1,2,3,590.57,1481.89,3085.35,83,211,536
11757,40.688784,-73.374758,2,2,2,4,16,41,1,2,3,530.01,1230.07,3396.41,54,137,358
11758,40.683118,-73.455121,2,2,3,4,30,113.5,1,2,3,589.96,1858.91,3389.68,119,298,877
11762,40.679079,-73.447926,2,3,5,6.5,49.5,107.5,1,2,3,556.73,687.35,3384.99,48,120,515
11763,40.831632,-72.978593,2,2,3,14,37,147,2,4,7.2,539.07,549.99,3417.93,26,120,312
11764,40.935352,-72.980496,2,2,3,3,32.5,68,1,2,3.5,538.69,1592.27,3372.36,54,157,352
11765,40.883427,-73.558385,1,2,4,173,181,187,7,7,7,5828.93,5828.93,5828.93,10,42,98
11766,40.933738,-73.010251,2,2,4,6,39.5,159,1,2,2.2,532.83,893.62,2769.6,22,45,149
11767,40.844173,-73.14432,2,3.5,5,6.75,25,114.8,1,2,5,558.76,2731.85,3436.76,39,100,373
11768,40.913952,-73.332852,2,2,4,1,23,87,1,2,4,564.69,1268.72,3398.27,103,255,950
11769,40.738598,-73.128636,2,2,2,0,12.5,63,2,3,4.2,344.54,1500.42,2038.09,22,71,147
11770,40.645722,-73.154261,2,2,2.25,37,155,178,2,3,4,281.09,281.09,281.09,21,59,155
11771,40.875368,-73.52824,1,2,4,1,13,56.7,1,2,3,697.78,3382.11,3873.98,31,58,171
11772,40.737061,-72.900173,2,2,4,1,28,61,1,2,3,354.98,968.94,3436.03,104,251,865
11775,40.8257,-73.5024,1,1,1,0,0,0,1,1,1,3414.35,3414.35,3414.35,1,1,1
11776,40.91304,-73.0428,2,2,4,3,17,41,1,2,2,547.3,3016.56,3451.79,82,161,516
11777,40.951312,-73.064734,2,2,2,3,23.5,58.5,1,3,4,545.61,615.9,3420.54,72,211,531
11778,40.939563,-72.934214,2,2,3.25,5,25,71,1,2,4,538.78,951.23,3431.59,42,110,294
11779,40.815685,-73.118682,2,2,2,6.25,29,110.5,1,2,4,504.64,1097.04,3417.01,111,328,738
11780,40.893181,-73.181556,2,2,2.25,5,26.5,93.5,1,2,4,750.86,1729.57,3181.63,80,239,588
11782,40.711974,-73.066076,1,2,2,2.75,22,51.5,1,2,3,553.79,1402.26,3422.25,57,121,258
11783,40.673556,-73.494024,2,2,4,1.25,13,146.8,1,1,3,593.05,1982.5,3386.47,43,79,248
11784,40.869052,-73.035956,2,2,4,6,21,67,1,2,5,412.08,574.42,3423.57,63,185,528
11786,40.938655,-72.887558,2,4,6,10.5,71,132,1,2,3,540.95,3126.68,3435.89,36,89,367
11787,40.861506,-73.209306,1,2,5,3,36,141.5,1,2,3,550.38,2882.74,3423.76,76,163,563
11788,40.819432,-73.210127,2,2,2.25,0,30,62,1,2,7,564.62,2237.22,3398.55,26,79,199
11789,40.956156,-72.973309,2,4,5,21.75,62,116.8,1.7,3,3.2,401.7,539.78,2743.97,37,103,379
11790,40.90604,-73.125124,2,2,4,8,27.5,60.5,1,1.5,3,1077.06,3382.83,3798.05,128,258,736
11791,40.828833,-73.504171,2,3,4,2,23,40.5,1,1,2.5,570.81,1051.41,3384.47,57,100,314
11792,40.940634,-72.836472,2,4,4.25,5,27,132,1,3,6,532.96,532.96,2755.74,46,184,649
11793,40.67766,-73.512061,2,2,3,2,21,89.5,1,2,3,593.81,2704.34,3415.37,67,130,371
11794,40.911806,-73.122977,1.75,2,3.25,0.75,16,56.5,1,1,1.2,507.09,3415.93,4036.08,5,6,15
11795,40.712881,-73.296008,2,2.5,4,4,12,42.5,1,2,3,572.68,2739.52,3940.82,80,193,562
11796,40.73212,-73.102776,4,4,5.75,11,112,130.5,1,2,2,1039.74,3408.3,3416.33,15,26,109
11797,40.81805,-73.470583,2,5,7.5,4.5,10.5,59,1,1,2.7,580.45,2705.16,3897.83,20,32,145
11801,40.765392,-73.523691,2,2,4,0.5,13,39.5,1,2,3.2,576.85,848.16,2982.54,63,163,484
11803,40.782376,-73.47405,1.25,2,3,4,16,58,1,1,3,580.68,3244.96,3417.26,49,97,227
11804,40.758891,-73.454141,1,2,2,0,11,45.2,1,1.5,2,1135.25,3378.49,3548.11,13,23,49
11901,40.924315,-72.642608,2,2,3.75,3.5,31.5,117,2,3,4,517.64,1701.21,3485.14,36,129,562
11930,40.992179,-72.097292,1,2,3.5,15.75,28,53.2,1,1,3,2859.69,3501.46,3666.75,9,16,56
11931,40.9401,-72.6379,2,2,2,5.5,38,81.5,2.5,4,6,187.43,852.26,1466.74,12,49,99
11932,40.934571,-72.308939,1.5,4,6,0.75,1,82.8,1,1.5,2.5,392.96,4025.63,4045.65,5,7,29
11933,40.920518,-72.748315,1,2,3.5,1,20,66,2,4,6,615.38,1133.33,1571.06,28,133,421
11934,40.801649,-72.790786,2,2,3.75,6.25,18,114.2,1,2,3.7,445.08,579.4,3057.21,15,39,106
11935,41.000261,-72.483128,1,1.5,3.5,0.5,3.5,20.5,1,2,2.5,126.61,507.82,618.3,20,40,104
11937,41.022956,-72.151138,2,2,4,0,4,40.8,1,2,3,929.25,3496.69,3524.97,73,159,490
11939,41.127965,-72.333841,2,2,5,6.25,25,121,1.2,2,2.8,1151.14,3350.26,3447.98,3,6,20
11940,40.808136,-72.755395,1.75,2,2,7,16,70.5,2.8,3,4.2,368.47,539.04,572.83,17,61,118
11941,40.825475,-72.719235,2,2,4,29,68,91.5,1.5,2.5,3,462.33,2007.63,3727.38,4,9,30
11942,40.854848,-72.580723,2,2,3.75,1,26,47.5,1,1,4,401.37,1777.61,3795.29,11,23,65
11944,41.102763,-72.374109,2,2,3,0,2,52.8,1,2,2,1802.86,3167.01,3477.37,27,58,151
11946,40.88177,-72.525529,1,2,3,2,21,90.5,1,2,3,520.01,1782.57,3986.78,51,135,447
11947,40.948835,-72.576599,2,3,3,3.5,33,59.5,1,2,4,1321.81,1530.83,1530.83,4,10,28
11948,40.967507,-72.559142,1,2,2,0,0,2.5,1,1,1,1232.34,1789.28,1789.28,16,20,31
11949,40.865988,-72.781384,2,3,4,6,35,133,1,2,3,1064.86,2160.44,3474.27,46,111,334
11950,40.808294,-72.855128,2,2.5,4,10.25,59,103.5,3,3,4,433.69,544.73,987.99,19,53,163
11951,40.765669,-72.837944,2,2,2,2.25,27,78,2,3,5,385.31,1115.38,2173.58,27,96,268
11952,40.998753,-72.544604,2,2,2,0,6,56,1,2,3,1073.36,3197.33,3463.86,50,133,275
11953,40.879155,-72.951416,2,2,4,5,37,53,1,2,3,544.6,1088.16,3430.6,36,91,271
11954,41.041325,-71.95601,2,2,3,0,3,7.5,1,1,2,3321.29,3541.03,4068.75,36,48,132
11955,40.804375,-72.823556,2.25,3,3,0.5,8.5,20.5,1.2,2,2,1397.11,2782.58,3114.71,4,5,14
11956,40.980132,-72.468378,2,2,2,47,47,47,5,5,5,508.65,508.65,508.65,1,5,10
11957,41.150302,-72.240576,2,2,3.5,7,7,7.8,2,2,2.8,336.2,424.83,2207.11,3,7,18
11958,41.045273,-72.469254,1,2,5,0,2,30,1,1.5,3,1930.92,3469.83,4024.32,6,12,91
11960,40.807917,-72.705062,6,6,6,84,106,136,3,3,5,102.53,102.53,102.53,55,190,1029
11961,40.889599,-72.8897,2,2,3,5.5,14,65,1,2,3,465.73,1466.7,3694.93,28,57,169
11962,40.938012,-72.270946,1,1,2.5,0,0,27.8,1,1,2.5,3329.18,4107.11,4107.11,3,5,11
11963,40.970859,-72.314354,1,2,3,1,5,22.2,1,1,2,523.29,1892.25,3483.41,31,51,103
11964,41.051203,-72.313151,2,2.5,4,2,56,81,1,2,3,1736.1,3511.08,4037.1,19,47,141
11965,41.074168,-72.330571,2,3,4,0,0,2,1,1,1.5,1987.19,3481.24,3481.24,4,5,13
11967,40.794219,-72.880184,2,2,4,3,27,83,1,3,3.5,536.38,1170.8,3437.25,46,127,391
11968,40.907731,-72.41412,2,2,4,1.75,6,27.8,1,1,2,986.2,3162.43,4007.32,25,42,127
11969,40.8843,-72.3903,2,2,3.5,31,84,154.5,2.2,3,5.3,3694.94,4032.5,4361.53,4,11,26
11970,40.940331,-72.572629,4,4,4,12,12,12,3,3,3,517.81,517.81,517.81,1,3,12
11971,41.061947,-72.424684,2,2,3,4,24.5,36.5,1,2,3,488.51,1547.87,3473.44,24,45,127
11972,40.818115,-72.701414,1,2,2,24.25,45,119.5,2,4,6.2,369.28,373.9,411.48,5,23,42
11973,40.8696,-72.8875,2,2,2,2,49.5,81,1,1.5,2.5,1988.84,3436.05,3972.59,8,16,36
11975,40.939727,-72.248021,2,2,2.5,15.5,41.5,100.5,1.5,2,4,1539.83,3034.52,3845.27,4,11,23
11976,40.931359,-72.340775,1,2,2,0,2,43,1,2,3.2,1047.07,3470.7,3642.05,13,39,91
11977,40.813515,-72.677574,2.25,3,3.75,6,12,16.5,1,1,1.8,547.77,588.5,2737.74,3,4,13
11978,40.820942,-72.615386,2.5,4,5,3,6.5,24.5,1,2,2.5,389.91,2288.08,3488.75,8,22,102
11980,40.83016,-72.919702,2,2,2,23.5,110.5,177.5,2.5,4,5.5,542.29,546.68,1990.16,4,16,32
12007,42.481455,-73.938881,2,2,7.25,0,0,11.7,2.8,3,3.2,1784.94,1814.87,2602.8,9,26,102
12008,42.858553,-73.902092,1,2,4,0,6.5,44,1,2,3,477.64,1760.31,2670.44,6,13,45
12009,42.690352,-74.03405,2,3,4,1,38.5,125.5,1,2,4,512.64,869.36,3327.59,68,224,924
12010,42.940526,-74.169392,2,2,4,2,23,67,1,2,3,504.47,1865.76,3322.39,90,232,717
12015,42.282086,-73.832002,2,2,3,2,6,26.5,1,1.5,2,480.54,480.54,1729.87,16,32,83
12017,42.316786,-73.455276,2,2,2,0,0,0,2,2,2,834.05,834.05,834.05,1,2,4
12018,42.632751,-73.524793,2,2,3.5,1,14.5,54,1.5,2,5,458.78,524.8,3360.59,98,352,980
12019,42.93515,-73.907162,2,2,4,5,27,103,1,2,4,505.63,1164.29,3343.79,118,321,1144
12020,43.004414,-73.867954,2,2,4,3,23,95.5,1,2,4,478.93,1159.5,3335.21,271,772,2733
12022,42.666982,-73.335412,1,2,4,9.5,44,104.8,1,1.5,5,714.26,1167.98,3357.85,7,16,44
12023,42.607348,-74.178286,2,2,4,13.5,122.5,149.5,2,3,3,260.25,810.44,2664.25,16,37,99
12024,42.479749,-73.54171,1,1,1,0,0,0,1,1,1,211.2,211.2,211.2,1,1,1
12025,43.097076,-74.138936,2,2,2.5,0,6,42,1,3,5,1441.18,1681.4,3257.56,65,236,699
12027,42.925051,-73.909742,2,3,4,7.25,52,145.5,1,3,4,485.15,1455.78,3688.31,31,80,238
12028,42.949211,-73.450302,2.25,4,5,0,8,73.3,1,2,2.8,252.71,449.16,3799.46,11,24,102
12029,42.408068,-73.429288,2,2,2,0,35,52.2,1,2,4,278.91,1153.62,3163.15,19,46,99
12031,42.762346,-74.473309,2.75,5,5,0.25,1,37.8,1,1,6.3,869.78,1875.24,2941.89,3,10,26
12032,43.264025,-74.576512,2,2,3,0,4.5,24,2,4,6,855.9,1081.05,1824.91,26,105,243
12033,42.53459,-73.701087,2,2,3,7.75,40,133.5,1,2,4,486.45,571.53,3074.86,81,230,514
12037,42.336273,-73.552743,2,2,4,5.5,34,106.8,1,2,3,517.43,1140.7,3047.04,35,76,213
12040,42.6328,-73.3562,1,1,2.25,1,2,4,1,4,7.2,230.5,230.5,954.07,13,58,115
12041,42.556616,-73.986481,2.5,4,4,9,21,28.5,1.2,2,2,496.79,496.79,504.17,3,5,16
12042,42.379016,-73.868012,1.5,2,2.5,-0.5,11.5,98,1.5,2,3,392.79,659.87,2080.33,4,9,21
12043,42.70187,-74.52773,1,2,5,0,17.5,29,1,2,3,541.21,918.4,2591.23,46,102,330
12045,42.47918,-73.79695,2,2,2,0,56,94,2,4,6,837.25,2896.33,3289.1,6,24,52
12046,42.490238,-73.926491,1,1,1,0,0,0,2,2,2,505.29,505.29,505.29,1,2,2
12047,42.786912,-73.723729,2,2,4,4.5,23.5,79,1,2,3,476.64,499.63,3358.79,56,145,451
12051,42.348461,-73.846051,1.25,2,2.75,0,3,21,1,2,4,462.19,1628.39,3345.65,19,50,131
12052,42.765326,-73.486685,2,2,2,12.5,23.5,68,1.5,4,5.5,459.75,539.82,1057.8,24,92,224
12053,42.758016,-74.184234,2,2,4,0,0.5,68,1,3,5.5,1447.3,1560.98,3321.1,66,285,769
12054,42.609206,-73.876448,2,2,3,5,23,98.5,1,2,4,495.99,2678.92,3773.71,241,634,1691
12055,42.4353,-74.1881,4,4,4,10,10,10,1,1,1,490.84,490.84,490.84,1,1,4
12056,42.769652,-74.081652,1,2,3.5,0,6,74.3,1,2,4.5,666.82,3097.31,3859.61,19,53,151
12057,42.97649,-73.352712,2,3.5,5,8.5,23.5,80.5,1,1.5,3,435.85,2759.37,3229.03,12,29,78
12058,42.340885,-73.92385,1.25,2,5,0.5,2,51.5,1.5,3,4.5,895.24,2762.54,3396.11,3,9,29
12059,42.61835,-74.073585,2,2,2,1.5,5.5,20.5,2,3,4,680,1801.38,1926.29,12,37,72
12060,42.417708,-73.48915,1,1,1.75,0,2,6.8,1,5,7.5,1676.86,1676.86,3366.96,11,48,62
12061,42.603724,-73.642202,2,3,4,14,52,134,1,2,4,519.08,2683.74,3365.61,82,209,611
12062,42.528672,-73.504613,2,2,3.5,2.75,56,163.5,1.8,4,4,469.75,750.23,2795.6,17,54,163
12063,42.553277,-73.635752,2,2,3,7,11.5,109,1,2,2,1140.92,2253.56,4070.81,6,16,36
12064,42.606368,-74.65814,2,2,2,10,17,24,1,1.5,2,5008.17,5008.17,5008.17,2,3,6
12065,42.849782,-73.799975,2,2,4,2,20,87.3,1,2,4,479.78,1325.4,3148.19,319,895,2740
12066,42.781262,-74.31679,2,2,4.75,13.5,50.5,120.5,3,3,4.5,521.92,1549.65,1630.82,16,73,191
12067,42.554235,-73.911458,2,2,3,0,31.5,103.5,1,2,3,279.77,1447.7,3151.2,36,81,229
12068,42.94617,-74.39344,2,2,6,4.5,34,68.2,1.8,3,3,513.3,1582.15,2720.22,5,12,48
12070,42.988794,-74.249601,1.25,2,3.75,0,0,31.3,1,1,3,769.97,1999.79,2892.89,11,23,59
12071,42.542772,-74.428839,1,1,1,0,0,0,8.5,14,14,2265.36,2265.36,2276.13,4,45,45
12072,42.869011,-74.367094,2,2,6.5,4.75,7,15.2,2,2,5.8,731.59,1318.12,2556.69,3,11,34
12073,42.6627,-74.2334,2,2,2,0,4.5,87.5,1,1,3,816.17,1124.27,2226.88,4,8,16
12074,43.045692,-74.043436,2,2,4,0,12,54,1,2,4,490.94,2088.28,3332.74,26,66,167
12075,42.307242,-73.61553,2,2,3,2.25,21,38.8,2,3,3,483.19,1124.95,3367.1,11,27,78
12076,42.416492,-74.38959,1,1,1.75,0,0,97.5,1,1,10.8,1862.62,2605.75,2970.56,3,16,30
12077,42.592428,-73.785603,2,2,5,5,45.5,141,1,2,3,1143.22,2559.9,3374.7,34,84,250
12078,43.130268,-74.352938,2,2,6,0,15,41,1,2,5,512.08,1624.54,3177.85,40,139,392
12083,42.43093,-74.038255,2,2,2,0,1.5,61,1,6,7,506.49,1839.4,3117.26,30,135,274
12084,42.699833,-73.905116,2,2,4,0,64.5,110,1,2,3,494.09,2642.4,3343.97,54,162,394
12085,42.7041,-73.9709,3,4,5,4,7.5,11,2,2,2,286.73,1812.66,3338.58,2,4,16
12086,42.991066,-74.112418,1,1.5,2.5,0,0,64.5,1,1,1.5,568.73,2119.34,3763.3,4,5,10
12087,42.426925,-73.879644,1.5,2,3,11.5,52,88.5,1.5,2.5,3,537.7,1118.44,1771.42,8,19,45
12089,42.8627,-73.3286,2,4,6,55,103.5,152,4,5.5,7,553.9,1319.83,2085.77,2,11,50
12090,42.881564,-73.366451,1.25,2,3,0,5,54.7,2,2.5,3,445.63,1206.9,3030.61,31,91,206
12092,42.703678,-74.378272,2,2,2.25,3,15,40.2,1,2,4,526.76,928.58,3442.52,9,26,60
12093,42.498374,-74.61701,2,2,2,15,105,122.8,1,3,3.8,1591.75,1760.58,1859.99,7,18,35
12094,42.879591,-73.486626,1,4,4,0,45,91,1,1,2,1349.49,1940.78,3327.76,15,20,56
12095,43.046198,-74.381018,2,3,4,5,50.5,125,1,2,3,555.44,2107.98,3851.42,46,117,480
12106,42.386114,-73.704804,1,2,2,0.25,29,56.8,1.2,2,4.5,1805.13,2069.98,3289.88,7,20,47
12108,43.563611,-74.41575,2,2,3.5,8.5,24.5,48.5,1,1,2,1192.92,2551.7,3297.53,8,12,29
12110,42.75534,-73.780868,2,2,4,5,28,83.5,1,2,4,482.31,818.71,3354.12,88,219,799
12115,42.465403,-73.599091,2.5,4,5.5,61,82,99.5,2,2,2.5,3626.5,3961.7,4043.7,4,9,34
12116,42.538214,-74.917588,2,2,4.5,36.5,51,82.2,2.5,3,4,495.25,1181.57,2656.17,13,46,124
12117,43.15235,-74.240802,1.75,3,4,0.75,13,74.2,1,2,4,552.19,568.71,1740.63,13,40,120
12118,42.916092,-73.73302,2,2,4,2,15.5,43,1,2,4,1169.48,1647.5,3335.99,62,198,753
12120,42.46221,-74.140864,3,4,5,8,8,8,2,2,2,3900.78,3900.78,3900.78,2,4,16
12121,42.851921,-73.600916,2,2,4,0,0,102.5,1,1,5.3,546.58,611.05,2645.99,24,60,167
12122,42.555788,-74.303888,2,2,2.25,2.5,19.5,51,2,3,4,747.14,2506.35,3816.39,24,65,161
12123,42.527117,-73.595191,1.25,2,2.75,0,4,59.5,1.2,3,4,1203.74,1649.34,3282.13,55,171,365
12124,42.4463,-73.7886,1,2,2,0,0,14.5,1,2,2.7,1318.71,2028.9,2654.63,15,44,88
12125,42.469745,-73.410478,2,2,4,0,21.5,45,1,2,4,453.72,1223.12,1685.5,30,91,309
12128,42.7466,-73.7594,2,2,10,0.25,10,23.2,3,3,5.8,891.08,1201.08,1201.08,7,34,201
12130,42.448472,-73.659446,4,4,4.25,29.5,154,160.8,1.8,3,5,498.47,502.08,502.08,9,31,133
12132,42.4718,-73.6325,1.75,4,5.5,-0.75,0,9,2,2,2.8,1774.87,1810.12,1810.12,3,7,23
12134,43.260492,-74.224841,1,2,2.5,0,0,74,1,2,3.2,580.78,994.79,2611.53,26,58,185
12136,42.428002,-73.556714,2,3,4.5,0,16,41.5,1.5,3,4.5,486.66,824.44,2259.77,4,12,47
12137,42.855321,-74.125199,2,4,5,0,9,124.2,1,3,4,489.02,504.35,2068.05,9,27,102
12138,42.731024,-73.375619,2,2,4,4.25,25,53,1,3,5,66.63,1319.02,3192,29,94,306
12139,43.608397,-74.576996,2,2,3,0,1,25.5,1,2,3,2507.17,2845.62,3184.27,7,14,40
12140,42.687926,-73.570923,2,2,4,22.25,41,112.5,1.8,3,3,529.65,618.68,3391.7,9,22,63
12143,42.487005,-73.848548,2,2,4,1,25,111,1,4,6,499.67,502.29,1243.57,42,179,533
12144,42.626327,-73.707155,2,2,4,2.5,24,73.3,1,2,4,482.56,520.13,2394.36,75,236,685
12147,42.506006,-74.155586,2,2,2,2,93,148,3,5.5,7,540.28,810.31,2623.94,22,131,294
12148,42.84157,-73.835658,2,2,4,1,11,87.8,1,2,3,611.96,2374.78,3448.11,57,113,300
12149,42.621706,-74.564548,2,2.5,4,11.75,20,123,2,3,4.5,530,1417.65,2854.57,13,41,130
12150,42.871918,-74.049552,4.25,5,5,41.25,51,97.5,2.2,3,4.5,540.6,540.6,540.6,3,10,47
12151,42.921583,-73.784381,1.25,3,3,1,8,58.8,1.2,4,4.8,475.7,475.7,607.38,7,25,92
12153,42.646448,-73.473248,1,1,2,0,1,16,1,1,2,527.46,527.46,1090.68,23,39,78
12154,42.939888,-73.607982,2,2,2,3.5,6,29.5,1,2,3.8,350.3,468.15,1329.93,7,19,44
12155,42.597181,-74.829074,1,1,1,8.5,37,55.8,2.5,4,4,470.17,568.47,2352.91,3,10,10
12156,42.474049,-73.728273,3,3.5,6,23,45.5,75,3,4,4.5,491.42,664.72,2091.16,4,15,59
12157,42.664127,-74.296112,2,4,6,20,65.5,161,2,2.5,3,514.41,952.23,3300.3,18,51,225
12158,42.529852,-73.839826,2,2,3,11.25,30,101,1,2,5.5,772.16,1873.86,3255.82,51,170,403
12159,42.644616,-73.876318,2,3,4,5.5,32.5,75,1,2,3,506.59,1395.86,3346.37,84,205,656
12160,42.761843,-74.36625,1,2.5,4,12,55,98,1,2,3,241.07,382.69,524.3,2,4,13
12164,43.556624,-74.364765,2,2,3,0,37,71.2,2,3,4,1013.41,1257.83,1908.12,45,161,398
12165,42.304114,-73.507864,1.75,2,3,2.25,11,46.8,1.8,2,3,1043.54,2679.29,3272.63,5,11,26
12166,42.834138,-74.457669,2,2,2,2,9,32,1.5,2.5,5.5,1183.68,2062.51,2062.51,8,30,64
12167,42.413832,-74.600582,1,2,2.5,2.5,12.5,38.5,1,2,3.5,554.27,1099.65,2467.96,8,18,43
12168,42.558762,-73.379371,1,2,2.5,1,10,51.5,1,2.5,4.5,251.67,526.88,1862.7,16,47,107
12169,42.577582,-73.430679,1,2,2,0,1.5,36,1,1.5,2,494.57,2506.42,3383,6,10,15
12170,43.001842,-73.658922,2,2,4,1,15.5,59,1,2,4,462.99,896.35,2944.61,54,147,438
12173,42.378438,-73.758502,2,3,4,28.75,44,65.2,1.8,3,3,116.76,498.44,2138.29,13,34,109
12174,42.3525,-73.7298,2,2,3.5,0,0,14.3,1,1,1,2336.04,3358.78,3358.78,3,3,8
12175,42.54718,-74.565667,1.25,2,3.5,0,0,0,1,1,1,993.38,3289.83,3289.83,3,3,7
12176,42.39249,-73.959004,2,2,2,57,57,57,7,7,7,744.56,744.56,744.56,1,7,14
12177,42.9569,-74.2946,3,3,3,0,0,0.8,1,1,1,1143.05,2932.45,2932.45,3,1,3
12180,42.74558,-73.59177,2,2,4,6,24.5,75,1,2,3,468.51,1166.28,3369.61,226,573,1732
12181,42.7284,-73.6922,1.25,2,2,1.25,5,7.2,1.2,2,2,2776.59,3355.04,3359.81,3,5,9
12182,42.79255,-73.620106,2,2,2.25,3,31.5,74,1,2,3,1680.69,3367.26,3387.07,38,88,215
12183,42.746411,-73.691792,2,2,2,12.5,26,33,1,2,3.5,1723.51,3371.45,3381.47,4,9,18
12184,42.409414,-73.656142,2,3,6,5,34,162,1.2,2,4,497.98,2897.45,3381.07,55,160,597
12185,42.903807,-73.525768,2,3,3,2.5,27,28,1,1,1,1525.56,2956.76,3602.83,11,15,43
12186,42.632982,-73.975943,2,2,3,6.25,38,122.2,2,3,5,502.37,515.77,2966.71,107,388,972
12187,42.617396,-74.431868,1,1,3,0,0.5,5.5,1,1.5,3,537.44,1563.18,3079.07,8,17,36
12188,42.823058,-73.699134,2,2,3,6.75,24,66.5,1,2,3,473.25,1317.24,3380.44,41,116,325
12189,42.7323,-73.718567,1,2,2,0,13,26,1,1,2.3,531.3,1417.06,3359.24,54,105,246
12190,43.507103,-74.318172,2,2,6,4.75,32,233,1.2,3,4.8,890.03,890.03,3131.59,7,21,96
12192,42.406786,-73.818937,1.75,2,2.25,0.75,5,10.2,1,1,2,388.78,494.23,1816.91,5,7,15
12193,42.519342,-74.040524,1,2,2,0,43,169.5,2,5,13,1290.14,1808.4,1885.47,55,385,773
12196,42.631234,-73.622124,2,2,2.75,5.5,33,69.2,2,2,3.8,476,1185.53,3262.83,27,86,210
12197,42.599574,-74.729474,1.75,2,3.25,0,45,157.8,1,4,5,560.79,1596.51,1725.91,13,48,143
12198,42.682604,-73.635274,2,2,6,6,36,134,2,3,4,474.61,3006.94,3812.85,53,141,495
12201,42.74521,-73.810345,2,2,6,-0.25,20,63.5,1,2,4.8,2837.12,3841.32,3914.8,5,15,47
12202,42.630258,-73.762464,1.75,2,4,3.5,24,54,1,2,3,486.51,519.43,2947.55,33,70,200
12203,42.684718,-73.831653,2,2,3,4,24,65,1,2,4,489.23,1617.24,3350,228,632,1452
12204,42.6827,-73.730092,2,2,3.25,9.25,21,67.8,1,2,4,481.7,525.73,3358.33,21,61,150
12205,42.716766,-73.817216,2,2,4,5.75,24,64,1,2,3,484.29,527.71,3352.69,97,239,688
