visitor_zip,visitorzip_lat,visitorzip_lon,qpartysize25,qpartysize50,qpartysize75,qleadt25,qleadt50,qleadt75,qdur25,qdur50,qdur75,qdist25,qdist50,qdist75,res_count,sum_dur,sum_persnight
1468,42.543162,-72.066854,2,3,4,13.75,105,175.2,2,3,4,91.83,91.83,172.51,193,670,2464
1469,42.659557,-71.702288,2,3,4,6.5,49,130.5,2,3,4,106.35,245.55,1264.01,148,497,1721
1470,42.6112,-71.5752,3,3,3,182,182,182,4,4,4,118.03,118.03,118.03,1,4,12
1472,42.6006,-71.6302,1,2.5,3,0,4,6,1,1,1,3519.07,3530.69,3530.69,6,8,22
1473,42.559479,-71.908706,2,3,4,16.75,48,131,2,3,3,99.61,99.61,357.13,189,597,2149
1474,42.66967,-71.743376,2,3,6,18,41,86.2,2,3,3,331.13,339.04,3286.24,31,83,382
1475,42.660866,-72.048898,3,4,6,48,174.5,182,2,3,4,83.52,83.52,197.49,272,831,3779
1501,42.195675,-71.84607,2,3,5,10,43,128,2,2,3,133.39,230.92,861.45,226,541,1975
1503,42.384234,-71.629366,2,2,4,4,13.5,39,1,2,4,350.25,1678.86,3211.82,62,201,520
1504,42.039526,-71.530657,2,4,6.25,13,38,71,2,2,4,32.35,214.3,2326.86,71,148,527
1505,42.35397,-71.717353,2,3,5,10.5,25,119.5,1.2,2,3,212.49,358.01,1191.43,55,157,676
1506,42.194498,-72.103822,2,2,3,2,32.5,72,2,2.5,4,213.11,394.02,421.55,42,131,294
1507,42.131775,-71.973205,2,3,6.75,0.5,18.5,68,2,3,5,133.55,379.17,1662.21,216,845,2329
1508,42.1476,-71.9982,2,2,2,68,68,68,2,2,2,130.99,130.99,130.99,1,2,4
1509,42.1733,-71.9794,2,2,2,-1,59,119,1,2,3,710.29,1995.9,3281.51,2,4,8
1510,42.4132,-71.69127,2,2,4,7,38.5,97.5,2,2,4,216.67,352.25,3526.41,148,432,1461
1515,42.207255,-72.048914,2,2,2,5,36,102,2,4,14,389.57,426.15,530.73,22,143,308
1516,42.054573,-71.754706,2,3,5,10,43,153.5,2,3,5,78.31,381.91,614.37,105,406,2244
1518,42.106473,-72.114044,2.5,5,50,2,30,103.5,1,2,3,17.11,25.22,2180,39,47,154
1519,42.202961,-71.68107,2,2,5,11.75,40,108,1,2,3,239.57,678.59,3528.2,93,200,634
1520,42.333798,-71.853266,2,4,5,6.75,36,103.2,2,3,4,227.95,368.2,1594.26,229,741,2672
1521,42.064504,-72.168424,2,4,6,5.25,44,78.2,2,3,3,330.54,608.57,1194.65,25,67,266
1522,42.376355,-71.872314,2,2,4,2,37,126.8,2,3,5,188.09,366.57,514.78,79,276,875
1523,42.47212,-71.667642,2,4,5,4.5,20.5,119,1,3,3.2,120.91,142.36,1363.32,104,305,1264
1524,42.240144,-71.918765,2,2,4,4.25,20,103.8,2,2,4,56.09,125.88,525.35,55,149,474
1525,42.0973,-71.6455,100,100,100,29,29,29,NaN,NaN,NaN,3.85,3.85,3.85,1,0,0
1526,42.0945,-71.7482,2,2,2,0.25,7,16,2,3,3,251.36,533.77,798.25,7,18,37
1527,42.1908,-71.779474,2,4,6,9.5,43.5,96.5,1.5,2,3,214.78,373.48,1279.55,96,220,852
1529,42.039469,-71.577323,4.25,8,30,14.25,42,82.2,2,3,7,8.33,246.79,255.74,27,82,564
1531,42.320452,-72.129492,2,3,3.5,0.5,4.5,11,1.5,4.5,6.5,625.79,864.3,3364.76,8,34,112
1532,42.330073,-71.635176,2,3,5,11,28.5,81,2,2,3,343.63,354.42,3275.94,208,506,1780
1534,42.136202,-71.642674,2,4,20,15.25,32,74.7,2,3,7,24.03,246.44,1128.42,79,246,931
1535,42.268925,-72.08293,2,3,6,19.5,47,85,2,3,4,384.94,387.61,2260.98,37,154,548
1536,42.224812,-71.68933,2,2,4,15,36,119,1,2,3,354.54,456.91,3515.97,78,178,585
1537,42.162944,-71.891157,2,2,3,0,9,118,1,3,4,134.24,168.53,1672.44,44,109,272
1538,42.0878,-71.6417,2,2,3,10,17.5,23.5,3.2,4,5,26.63,26.63,26.63,8,31,70
1540,42.121482,-71.854026,2,4,25,9,45,123,1,2,3,4.46,206.95,531.34,142,287,1061
1541,42.456909,-71.890806,2,4,4,7.25,26,66.8,1,2,4,300.95,561.2,3283.5,71,220,767
1542,42.201258,-71.910758,2,2.5,4,3,33,84,1,2,3,129.81,2853.51,3509.26,36,57,159
1543,42.383117,-71.961566,2,4,5,11,50,177,2,3,4,111.04,211.58,372.01,126,416,1678
1545,42.28678,-71.713616,2,4,6,15,37.5,91,2,2,3,184.63,362.47,875.33,326,806,3347
1550,42.067572,-72.044007,2,7,45,22,61,157,2,3,7,12.6,247.28,399.03,142,406,1933
1560,42.174762,-71.679842,2,3.5,4,19,51,141,3,3,5,143.66,166.2,231.89,54,175,587
1561,42.4444,-71.6876,2,4,4,3,9,111,1,2,3,121.67,121.67,281.55,44,143,528
1562,42.247962,-71.990742,2,2,4,9,43,101,2,2,4,121.83,383,1693.02,86,209,549
1564,42.439322,-71.776608,2,2,4,9,40,173,2,3,4,116.67,203.26,2567.67,142,405,1275
1566,42.101636,-72.079806,2,4,8,15.75,58,141.3,2,2,3,132.26,398.9,2505.98,125,310,1161
1568,42.176133,-71.604529,2,3,4,13,32,78,2,3,4,241.63,363.65,1125.32,120,344,1197
1569,42.062542,-71.64365,3,5,6,21.5,51,126.5,2,3,4,24.93,155.26,374.55,232,596,2718
1570,42.058201,-71.848067,2,4,29,2,29.5,87,2,2,3,13.29,13.29,145.93,148,286,906
1571,42.059683,-71.936768,2,3,6,5,21,68.5,2,2,4,13.1,141.99,392.83,125,284,900
1581,42.266153,-71.60922,2,3,5,9,37,93,1.3,2,3,346.52,357.35,1286.42,346,1009,3723
1583,42.359146,-71.782384,2,4,6,9,53.5,177,1,2,4,185.03,361.86,3148.61,78,215,1049
1585,42.227596,-72.164598,2,2,3,7,33,166,2,3,8.5,116.62,116.62,428.76,101,504,1187
1588,42.125659,-71.664119,2,3,25,6,21,40.5,2,2,3,5.25,205,371.06,80,141,482
1590,42.135437,-71.755846,2,4,4,8,35,90.5,1,2,3,247.97,376.01,2825.14,91,243,820
1601,42.2627,-71.8028,1,1,1,0,0,0,1,1,1,3540.03,3540.03,3540.03,1,1,1
1602,42.274402,-71.847756,2,3,5,8,31,65,1,2,3,234.29,371.93,1567.3,180,452,1530
1603,42.244677,-71.844808,2,3,8.5,17,38.5,91,2,3,3,129.09,368.42,373.81,90,193,614
1604,42.249198,-71.764908,2,4,6,11.25,33,68.8,1,2,3,132.81,368.39,1256.89,203,380,1407
1605,42.288915,-71.79578,2,2,4,7,20,48.5,1,2,3,220.04,356.8,553.67,169,374,1223
1606,42.313314,-71.796346,2,2,4,6,22.5,59,2,2,3,217.35,365.92,365.92,138,330,983
1607,42.225438,-71.78724,2,3,6.5,6.5,29,52,2,2,3,32.52,226.98,371.5,33,66,257
1608,42.258592,-71.803034,2,2,54.5,1.5,32,101,1,1,2,17.82,359.38,515.17,15,18,38
1609,42.28755,-71.83067,2,2,4,4,15,36.8,1,2,3,359.15,369.91,3512.61,175,391,1194
1610,42.242612,-71.810432,2,3,6,11,27,53,1,2,3,237.11,371.76,1253.31,118,242,979
1611,42.235219,-71.876892,3.25,4,47,2,18,153.8,2,2,3,42.01,128.34,558.4,43,78,290
1612,42.315184,-71.934535,2,4,6,4.75,23,61.2,1,2,2,118.38,374.76,3506.8,49,94,401
1613,42.2627,-71.8028,2,8,100,3.25,160,182.8,1,2,4,18.23,195.87,1945.12,15,21,113
1614,42.2627,-71.8028,2,2,2,0,0,0,3,3,3,1255.02,1255.02,1255.02,1,3,6
1655,42.2627,-71.8028,60,80,100,45,45,45,NaN,NaN,NaN,18.23,18.23,18.23,2,0,0
1701,42.323168,-71.435188,2,3,4,6.75,27,61,1,2,3,331.51,342.36,3536.4,265,687,2385
1702,42.278748,-71.443616,2,3,5,13,36.5,97,2,2,3,228.92,346.15,2848.8,216,612,2311
1703,42.3026,-71.4236,4,4,4,152.25,168,168,6,6,6,226.16,226.16,226.16,3,18,72
1704,42.3026,-71.4236,2,2,2,53,53,53,3,3,3,332.3,332.3,332.3,1,3,6
1718,42.519469,-71.428982,2,3,4,9,16,46.5,1,1,2.2,279.33,328,2836.93,9,15,48
1719,42.491359,-71.517726,2,3,4.25,8,21.5,54,1,2,3,206,335.66,3540.35,122,300,1136
1720,42.484174,-71.439501,2,4,5,10,34,87.8,1,2,3,331.12,331.12,3532.31,475,1258,4887
1721,42.25939,-71.468254,2,3,5,7,24,77,2,3,3,222.31,349.1,1829.59,194,590,2230
1730,42.49988,-71.275308,2,3,4,8,23,60,1,2,3,308.77,319.59,3316.69,223,602,2024
1731,42.463052,-71.285098,2,4,5,12,23,71,2,3,3,261.64,322.85,322.85,40,110,473
1740,42.438164,-71.60489,2,2,4,7,32,79.2,1,2,3,212.8,572.02,3521.86,81,184,598
1741,42.53213,-71.352461,2,3,4,7,37,76,1,2,3,322.21,1290.81,3542.16,124,290,916
1742,42.460612,-71.364231,2,3,5,4,21.5,70,1,2,3,327.99,1297.31,3574.18,424,935,3122
1745,42.291501,-71.500158,1.5,3.5,5,26.5,69,107,2,2,2.5,167.96,270.06,2300.13,4,9,31
1746,42.197434,-71.441187,2,2,4,12.5,57,129,2,3,4,237.91,352.08,3133.6,176,555,1902
1747,42.127,-71.535778,2.75,4,6,23,72,152,2,3,3,155.46,179.98,546.87,74,203,836
1748,42.226648,-71.531466,2,4,5,14.75,47,109,2,2,4,344.55,355.41,3489.2,297,786,3232
1749,42.389119,-71.538802,2,3,5,12.5,36.5,89,2,2,3,207.66,344.12,1527.38,200,631,2668
1752,42.345921,-71.550943,2,3,4,9,26,77,2,2,3,212.47,347.96,2564.42,342,843,3140
1754,42.428493,-71.45771,2,3,4,16,38,88.5,2,2,4,175.92,336.19,1498.39,187,587,2162
1756,42.103812,-71.544618,2,2,5.5,10,82,175,2,3,4,210.78,365.43,2005.23,108,406,1244
1757,42.153808,-71.52576,2,3,6,11,33,101,1,2,4,206.86,360.5,1268.3,168,492,2298
1760,42.28715,-71.352332,2,3,5,10,33,78,1,2,3,329.06,339.94,2900.84,408,1075,3835
1770,42.231344,-71.374631,2,3,5,2,28,108.8,1,2,3,345.5,2022.55,3553.34,59,124,429
1772,42.296533,-71.535209,2,4,6,7,24,73,1,2,3,227.67,350.52,3349.03,146,373,2334
1773,42.427159,-71.312442,2,3.5,5,15,45,117,2,2,3,211.85,327.15,3578.74,169,528,1666
1775,42.429867,-71.503594,2,3,4,8.25,29,97,1,2,4,212.66,765.3,3541.77,131,379,2158
1776,42.388828,-71.42304,2,4,4,8,43.5,88,1,2,3,336.83,336.83,3548.58,316,711,2577
1778,42.36119,-71.362933,2,3,4,7.75,25,68,1,2,3,335.1,1291.66,3553.66,237,529,1901
1801,42.489526,-71.158884,2,3,4,10,32,63.8,1,2,3,204.85,313.07,2061,295,748,2701
1803,42.505988,-71.204536,2,4,5,12,30,107,2,2,3,185.5,314.71,2865.29,215,551,2572
1810,42.649578,-71.166028,2,4,5,11,31,89,2,2,3,187.06,302.11,3317.23,561,1511,6017
1812,42.6585,-71.1377,6,6,6,37,37,37,1,1,1,180.42,180.42,180.42,1,1,6
1821,42.549069,-71.25588,2,2,4,6,31,88.2,2,2,3,191.18,314.87,1921.93,185,434,1500
1822,42.5586,-71.2695,4,4,4,237,237,237,3,3,3,617.72,617.72,617.72,1,3,12
1824,42.587771,-71.35176,2,3,5,8,31,90.5,1,2,3,186.17,318.32,2627.57,353,966,3536
1826,42.69256,-71.309028,2,3,5,5,29,74,2,2,3,174.65,308.47,1378.6,197,558,2529
1827,42.673198,-71.502242,2,4,5,10.5,106,127,2,2,6.5,311.9,322.54,1300.29,64,213,970
1830,42.79519,-71.05563,2,3,5,14,35,91,2,3,3,135.85,172.2,285.04,154,435,1899
1832,42.791176,-71.129295,2,4,5,7,15,40,2,2,3,134.93,164.25,290.13,139,330,1526
1833,42.723822,-70.97822,2,4,4,9,32,92.5,2,3,4.5,179.82,284.95,401.6,120,423,1491
1834,42.75092,-71.009929,2,3,5,10,26,57,1,2,3,176.56,285.09,1301.17,94,231,896
1835,42.753546,-71.086654,2,2,4,10,25,52.8,2,2,3,139.97,175.79,289.86,99,258,2742
1840,42.70594,-71.159753,2,2,3.5,2.25,7,30.2,1.2,2,2,145.07,1273.86,2528.36,7,12,30
1841,42.708653,-71.163282,3.5,5,7.5,13.5,23,40.5,2,2,3,139.16,141.9,297.88,24,62,343
1842,42.7069,-71.166,6,6,6,78,78,78,5,5,5,298.17,298.17,298.17,1,5,30
1843,42.691573,-71.161102,2,4,8,10,30.5,73,1.5,2.5,3,145.85,183.71,298.9,42,98,1098
1844,42.731861,-71.18578,2,4,6,16.25,43,112,2,3,3,171.51,177.89,297.78,267,829,3379
1845,42.673022,-71.088049,2,4,5,11.25,34,85.8,2,2,3,184.71,295.49,1982.75,355,861,3669
1850,42.655639,-71.303458,2,4,6,8,19.5,52,1,2,3,187.14,299.85,310.58,58,139,740
1851,42.624348,-71.339113,2,5,6,9,18,55.8,2,2,3,149.94,190.74,618.7,131,347,1890
1852,42.628515,-71.296476,2,2,4,5,18.5,50,2,2,3,152.83,311.96,1300.5,190,538,1742
1853,42.6435,-71.3101,1,1,2,3,21,21,2,2,3,135.4,218.25,491.36,6,14,21
1854,42.649275,-71.346363,2,4,6,12,30.5,49,1,2,3,179.44,313.81,1272.13,138,305,1591
1860,42.83658,-71.01155,2,4,6,16.75,53,161.8,2,3,4,132.07,167.08,279.39,129,405,2052
1862,42.568284,-71.29229,2,4,6,16,46.5,103,2,3,3,159.51,310.45,727.44,86,235,1155
1863,42.631398,-71.388618,2,3,5,28.75,50,121.5,2,3,4,189.52,317.77,602.69,121,407,1559
1864,42.58049,-71.087025,3,4,5,21,60,128,2,2,3,192.32,302,3557.45,220,522,2381
1865,42.5381,-71.2689,2,2,2,51,90,166.5,2,3,5.2,83.98,151.16,1193.55,7,26,52
1866,42.5304,-71.2278,1,1,1,-1,-1,-1,1,1,1,3563.99,3563.99,3563.99,1,1,1
1867,42.533282,-71.103608,2,3,5,11.5,39,98,2,2,4,200.15,306.45,1676.84,236,730,3314
1876,42.611064,-71.231595,2,3,5,8.25,28,76,1,2,3,184.37,308.98,1920.63,199,501,1796
1879,42.658821,-71.432972,2,4,5,14,49,117.2,2,3,4,177.77,318.87,648.69,105,347,1361
1880,42.501286,-71.066727,2,3,4.75,10,36,79,1,2,3,203.86,306.54,2111.42,231,677,3074
1886,42.588996,-71.441744,2,3,5,8,37,106,1,2,3,303.19,324.09,3210.84,423,1242,4599
1887,42.565327,-71.174652,2,4,6,12,34,68,1,2,3,190.2,297.76,1305.09,161,501,2602
1889,42.5763,-71.0788,4.75,6,6,27,36,36,2,2,2,155.74,155.74,155.74,5,10,50
1890,42.449942,-71.14999,2,4,5,9,30,70.5,1,2,3,304.58,622.82,3570.75,301,721,2989
1901,42.460542,-70.94614,2.5,3,3.5,12.5,16,58,2,2.5,3,191.07,296.89,1048.53,8,19,58
1902,42.473415,-70.942636,2,3,6,5.5,20,34.5,1.8,2,3,171.59,290.25,301.15,92,201,858
1903,42.4638,-70.9479,6,6,6,0,0,0,1,1,1,1462.76,1462.76,1462.76,1,1,6
1904,42.489185,-70.968944,2,3,6,8,33.5,170,1,2,3.5,205.83,301.52,1646.29,96,329,1455
1905,42.475945,-70.980115,2,5,8,10.25,41,125.5,2,3,5,199.07,207.2,292.3,59,221,1195
1906,42.467474,-71.012852,2.75,4,6,10.5,34.5,120.5,2,3,4,171.96,205.4,305.81,92,294,1296
1907,42.47517,-70.904971,2,3.5,4,11,36,95,2,2,3,207.95,298.78,3590.76,142,414,1474
1908,42.435967,-70.920912,2,3,4,9,64,144,1,2,3,212.12,453.81,2889.15,38,86,282
1910,42.4667,-70.9503,1,1,1,28,28,28,1,1,1,3250.47,3250.47,3250.47,1,1,1
1913,42.853164,-70.951838,2,3,5,13,36,90.5,2,3,4,162.35,274.38,1399.21,353,1161,4154
1915,42.567821,-70.85808,2,3,5,10,33,82,2,2,3,194.95,288.9,2892.45,526,1335,5397
1921,42.679297,-71.029386,2,2,5,1,26.5,93,1,2,4.3,184.35,291.33,2093.38,110,379,1336
1922,42.758286,-70.917065,2,3,5,19,49.5,116.5,2,3,5,176.63,278.65,278.65,56,261,842
1923,42.576767,-70.951352,2,2,4,10.75,32,85,2,2,3,191.05,293.89,2906.89,241,660,2247
1929,42.632303,-70.77843,2,2,4,9,31.5,72,2,2,3,192.26,279.24,3943.57,82,215,657
1930,42.630956,-70.683382,2,2,4,7.25,31,96.5,1,2,3,193.98,273.66,3353.54,295,732,2330
1931,42.6159,-70.6627,2,5,8,36,78,120,2,2.5,3,273.61,2122.08,3970.55,4,10,44
1936,42.6208,-70.8578,2,2.5,3,40,56.5,73,1,4,7,284.91,1939.42,3593.94,2,8,23
1937,42.5834,-70.9859,14,16,18,58,62,64,1,1,1,152.47,152.47,152.47,4,4,64
1938,42.682948,-70.847264,2,4,5,12,34,94.8,2,2,3,185.75,279.67,2958.4,239,616,2659
1940,42.538193,-71.030538,2,4,6,14.25,37,73,2,2,3,199.97,301.59,531.66,39,90,438
1944,42.57953,-70.765114,2,2.5,4,7.75,29,75.2,2,2,3,198.23,282.46,2956.01,77,202,840
1945,42.500168,-70.864898,2,3,5,9,31.5,84,1,2,3,283.57,294.48,3593.93,268,600,2194
1949,42.602573,-71.013696,2,4,5.5,19,43,114.8,2,2,4,192.95,193.62,1988.61,109,321,2281
1950,42.81423,-70.874524,2,3,4,10,27,71.3,2,2,3,261.26,272.04,2888.26,369,941,3313
1951,42.755307,-70.849598,2,2,4,13,40,122.5,2,3,3.2,177.79,348.45,2076.25,95,316,979
1952,42.850347,-70.863299,2,2,4,0,26,55.2,2,3,5,166.65,268.83,1407.1,97,408,1128
1960,42.532576,-70.97366,2,2,5,12.5,47.5,148,2,3,3,182.08,200.99,298.54,292,906,3304
1965,42.559,-70.8253,2,4,5,3,35.5,56,1.2,2,3,287.61,1873.94,3617.38,18,34,122
1966,42.66054,-70.616169,2,3,6,8,43.5,84,2,2,3,181.07,256.5,1361.4,140,380,1601
1969,42.717874,-70.895394,2,4,4,15,57,121.5,2,3,4,181.32,280.14,280.14,100,392,1355
1970,42.514708,-70.907522,2,2,4,7,29.5,69,2,2,3,203.56,295.9,2007.7,496,1365,4282
1982,42.626832,-70.860216,2,4,5,13,51.5,126,2,2,3,191.75,284.61,1185.18,242,643,2345
1983,42.635633,-70.944318,2,2,4,8,29,69,1,2,4,189.87,289.13,3447.45,71,187,588
1984,42.601974,-70.872882,2,4,5.75,9.5,51.5,101.5,1,2,4,276.35,287.23,3581.16,72,205,725
1985,42.791528,-70.968849,2,4,4,8,26.5,86,1,2,3,279.66,279.66,2046.68,100,250,917
2019,42.076452,-71.472236,2,3,5,6,30,102.5,2,3,4,242.38,363.2,1267.76,216,679,2424
2020,42.0863,-70.6417,2,3,4,3,69.5,142,1,1,1.5,643.81,3849.14,4205.72,6,7,21
2021,42.18271,-71.122104,2,3,4.75,11,28,75.8,1,2,3,239.51,334.4,3319.72,109,252,1808
2025,42.232751,-70.815908,2,2,4,0,6,42,1,2,3,1278.14,2847.52,3599.4,122,290,814
2026,42.244598,-71.181152,2,4,6,14,45.5,94,2,2,3,195.43,332.95,1078.19,160,446,1714
2027,42.2472,-71.1664,1,1,1,0,0,0,1,1.5,2,1434.71,2045.92,2657.13,2,3,3
2030,42.241727,-71.287522,2,3,5,12.75,60,145.2,2,2,3,339.47,339.47,3263.33,125,346,1290
2032,42.154132,-71.215034,2,5,5,73,176.5,181,2,3,4,172.23,172.23,342.03,114,378,1599
2035,42.060874,-71.235452,2,2,4,6,25,65,1,2,3,255.35,350.65,3076.64,139,332,1186
2038,42.087009,-71.407757,2,3,5,7,28,102.5,1,2,3,250.65,358.57,3378.45,259,634,2499
2041,42.0775,-70.65,2,2.5,3,19,92.5,166,5,6,7,317.61,317.61,317.61,2,12,31
2043,42.215769,-70.879249,2,2,4,8.5,35.5,94,1,2,3,307.08,318.01,3380.71,272,683,2275
2045,42.284262,-70.888204,2,3,6,4,25,104,1,2,3,312.91,1749.45,3273.73,183,474,1785
2047,42.1361,-70.6908,1,2,2,0,6,30,2,3,4,1978.63,4017.79,4139.03,14,46,93
2048,42.016984,-71.221894,2,3,5,9,24.5,59,1,2,3,257.28,353.44,3567.14,182,412,1627
2050,42.111083,-70.713148,2,2,5,3,19,66,1,2,3,250.23,317.93,3377.65,166,441,1684
2051,42.1459,-70.7405,2,2,3,3,50,98,1,1.5,2,3128.82,3510.59,4090.37,6,12,32
2052,42.182364,-71.310053,2,3,5,7,24,77,1,2,3,239.02,562.94,3575.57,146,363,1526
2053,42.152946,-71.427022,2,3,5,11.5,36.5,91,2,3,3,343.72,354.62,3277.12,168,484,1956
2054,42.16616,-71.361252,2,3,4,19,64,112,2,3,4,204.37,240.98,1376.81,70,246,803
2056,42.116503,-71.331134,2,2,4,8,22,91,2,2,3,238.34,246.39,1472.76,103,212,619
2059,42.1434,-70.7705,6,6,8,14,14.5,15,2,2,2,242.38,242.38,242.63,6,13,86
2060,42.2187,-70.7861,2,4,6,3,13.5,24,1,3,5,312.66,2304.67,4296.67,2,6,32
2061,42.151425,-70.821397,2,4,5,10.75,30,101.2,2,3,4,293.09,320.22,2901.45,129,409,1593
2062,42.181894,-71.19668,2,2,4,8,49,155.5,2,2,4,195.48,338.77,1963.72,241,775,2459
2065,42.0918,-70.7061, NaN, NaN, NaN,0,0,0,NaN,NaN,NaN,4069.89,4069.89,4069.89,1,0,0
2066,42.207539,-70.775681,2,2,4,1.25,23,60,1,2,4,304.83,313.03,1804.02,179,524,1960
2067,42.111125,-71.185819,2,4,5,9,31,75.8,1,2,3,332.85,343.78,3569.57,207,443,1787
2071,42.101912,-71.272054,1,1,3.25,0,0,53.3,1,1,1,4094.82,4101.88,4101.88,3,3,6
2072,42.11855,-71.103346,2,3,5,12,23,93,2,3,4,231.03,338.49,1296.56,122,383,1543
2081,42.150832,-71.258996,2,3,5,11.5,49.5,144,2,2,4,205.81,344.85,1938.47,184,548,1806
2090,42.221173,-71.199439,2,4,6,18,74,96,1,2,3,227.77,335.85,3562.11,108,233,1099
2093,42.055321,-71.371588,2,4,5.5,15.75,55,124,2,2,4,245.14,358.94,3554.54,97,298,1485
2108,42.357322,-71.0645,2,2,4,6,18,36.2,1,2,3,214.41,317.32,3278.64,73,149,498
2109,42.363244,-71.053774,2,2,3,4,15,35.2,1,1,2,316.22,316.22,3579.09,47,73,184
2110,42.358162,-71.054065,2,5,8,17,28.5,63,1,2,2,177.82,316.63,3579.09,42,78,397
2111,42.350274,-71.058768,2,2,4,2.75,16,58.8,1,2,2,317.52,626.39,3600.29,53,99,333
2112,42.3586,-71.0605,1,2,2,12,21.5,42,1,1,1,316.98,743.8,2370.83,12,14,22
2113,42.365161,-71.055472,2,2,3,5,19,45,1,2,2,305.27,591.85,3584.98,116,198,538
2114,42.36225,-71.067337,2,2,4,5,19,54.5,1,2,2,317.1,1300.6,3599.47,287,507,1474
2115,42.342124,-71.096672,2,2,4,5,19.5,55,1,2,2,320.39,587.75,3575.67,302,584,1835
2116,42.350571,-71.076869,2,2,4,5,25,53.5,1,2,3,318.57,1328.98,3949.21,340,631,1901
2117,42.3586,-71.0605,2,2.5,5,2,12,42.5,1,1,2,1181.84,3600.07,4129.7,15,21,79
2118,42.337039,-71.072034,2,2,3,5,18,45,1,2,2,319.33,1277.84,3599.34,390,688,1957
2119,42.323038,-71.084684,2,2,4,6,20,62.5,1,2,3,310.25,321.16,3576.76,113,254,768
2120,42.332608,-71.09653,2,3,6,4,20,48.5,1,2,2,310.21,321.12,3575.73,200,364,1855
2121,42.307319,-71.085935,3,3.5,4,39,66.5,122,2,2,3,311.55,1306.5,3948.98,6,15,53
2122,42.296954,-71.054622,2,2,4,7,23,62.5,1,2,3,321.44,321.44,3542.4,71,158,534
2123,42.3586,-71.0605,2,2,4,1,24.5,36,1,1,2,316.98,4114.32,4114.32,6,10,23
2124,42.28491,-71.069753,2,3,5,7,24,69.7,1.5,2,3,312.35,323.27,3569.57,101,234,940
2125,42.315824,-71.055735,2,2,4,8.75,19,40,1,2,3,309.11,320.03,3579.18,193,381,1287
2126,42.275794,-71.090714,2,2.5,6,0,7.5,27,1,1,2,314.29,325.21,325.21,14,23,99
2127,42.336076,-71.035834,2,2,4,8,30,65.8,2,2,3,214.58,317.28,2652.93,403,917,3485
2128,42.373323,-71.015505,2,3,6,9.75,24,48.2,1,2,3,302.27,313.18,3570.66,153,308,1209
2129,42.38168,-71.064086,2,2,4,8,24,57,1,2,3,304.51,315.41,3566.62,237,487,1499
2130,42.310509,-71.117394,2,2,4,7.5,22.5,52,1,2,3,313.16,324.07,3574.13,1308,2816,8809
2131,42.283528,-71.121772,2,2,4,7,25.5,57,1,2,3,315.51,326.42,3380.05,262,595,1796
2132,42.279314,-71.165852,2,3,4,5,31,85.7,1,2,3,318.44,329.35,3272.23,193,474,1559
2134,42.357649,-71.128887,2,2,4,5,17,48,1,2,2,321.12,321.12,3572.94,496,913,2886
2135,42.348778,-71.155071,2,2,4,7,19,50,1,2,2,312.47,323.36,3559.32,954,1912,6315
2136,42.252918,-71.129278,2,2,4,2,22.5,62,1.5,2.5,3,225.09,329.25,3188.64,54,130,478
2138,42.380054,-71.132952,2,2,4,7,21,54,1,2,2,319.66,2945.71,3593.91,1338,2498,9158
2139,42.364397,-71.101196,2,2,4,7,22,54,1,2,2,318.95,2113.46,3947.06,1853,3613,12387
2140,42.393254,-71.13454,2,2,4,10,30,73,1,2,3,307.86,318.75,3572.3,609,1259,4282
2141,42.370159,-71.080748,2,2,4,7,23,57,1,2,3,317.29,591.01,3598.29,388,732,2659
2142,42.36249,-71.080492,2,3.5,5,4,12,36.8,1,2,2,317.86,3576.9,4086.58,127,229,905
2143,42.382964,-71.095574,2,2,4,6,20,54,1,2,3,317.19,591.39,3575.55,1174,2294,7479
2144,42.402311,-71.12037,2,2,4,8,25.5,57,1,2,3,306.32,317.21,3573.42,1284,2692,10118
2145,42.391354,-71.092668,2,2,4,7,22,57.5,1,2,3,305.48,316.38,3202.19,369,808,2595
2148,42.43279,-71.054417,2,2,5,9,22,48,1,2,3,300.04,310.93,3377.56,405,919,3108
2149,42.405952,-71.051671,2,4,6,10.75,23,45.5,2,2,3,178.07,301.91,312.81,89,221,989
2150,42.39959,-71.03156,2,2,4,7.25,22,41.8,2,2,3,238.01,312.1,1209.01,55,123,441
2151,42.419035,-70.996328,2,3,6,9,20,49.5,1,2,3,213.38,308.52,2506.43,112,246,954
2152,42.367752,-70.97545,2,2,4,10,30,72,2,2,3,195.98,311.27,3433.45,101,244,881
2153,42.403614,-71.120162,1,2,3,-1,8,17,1,2,3,317.1,2207.62,4098.14,2,4,10
2155,42.424993,-71.111104,2,2,4,8,24,60,1,2,3,304.06,314.94,3373.77,720,1637,5861
2163,42.368405,-71.127172,2,2,3,3,15,38,1,1,2,2029.76,3573.03,4105.35,95,138,376
2169,42.242921,-71.009972,2,2,4,4,17.5,77.5,1,2,3,315.9,323.16,2884.65,364,932,2931
2170,42.267422,-71.016594,2,3,4,12,32,88.2,2,2,3,321.58,321.58,790.7,133,341,1259
2171,42.296117,-70.999722,2,2,4,7,19,61.5,1,2,3,307.4,318.32,3594.79,128,248,865
2176,42.457592,-71.054207,2,3,4,11,34,110,2,3,3,203.58,309.05,1691.81,314,908,3924
2180,42.473096,-71.09709,2,3,6,18.5,42.5,125,2,3,3,161.41,253.57,310.49,192,527,2342
2184,42.203355,-71.004824,2,2,4,7,31,89.5,1,2,4,237.22,326.05,2885.66,211,673,2194
