,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B14005_001E,B14005_002E,B14005_003E,B14005_004E,B14005_005E,B14005_006E,B14005_007E,B14005_008E,B14005_009E,B14005_010E,B14005_011E,B14005_012E,B14005_013E,B14005_014E,B14005_015E,B14005_016E,B14005_017E,B14005_018E,B14005_019E,B14005_020E,B14005_021E,B14005_022E,B14005_023E,B14005_024E,B14005_025E,B14005_026E,B14005_027E,B14005_028E,B14005_029E,zip code tabulation area
1454,199,4,40,37,67,51,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,13,0,0,0,0,0,0,0,0,0,05067
1455,2201,166,555,587,462,431,191,97,97,38,5,54,0,0,0,0,0,0,0,0,0,94,94,37,9,48,0,0,0,0,0,0,0,0,0,05068
1456,393,29,171,123,47,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,05069
1457,350,7,62,70,104,107,29,18,18,5,0,13,0,0,0,0,0,0,0,0,0,11,11,7,0,4,0,0,0,0,0,0,0,0,0,05070
1458,219,0,119,70,22,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,32,0,0,0,0,0,0,0,0,0,05071
1459,423,18,93,92,127,93,28,10,10,3,3,4,0,0,0,0,0,0,0,0,0,18,18,0,0,18,0,0,0,0,0,0,0,0,0,05072
1460,803,21,143,133,215,291,97,43,34,11,0,23,9,9,9,0,0,0,0,0,0,54,54,25,0,29,0,0,0,0,0,0,0,0,0,05075
1461,274,40,127,72,26,9,25,5,5,5,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,05076
1462,837,37,297,231,132,140,51,35,31,11,0,20,4,0,0,0,0,4,0,0,4,16,11,3,0,8,5,5,0,0,5,0,0,0,0,05077
1463,486,53,128,132,106,67,62,2,2,0,0,2,0,0,0,0,0,0,0,0,0,60,43,3,0,40,17,17,8,3,6,0,0,0,0,05079
1464,376,56,139,92,68,21,15,9,4,0,0,4,5,0,0,0,0,5,5,0,0,6,2,0,0,2,4,0,0,0,0,4,4,0,0,05081
1465,89,21,47,1,11,9,16,16,9,9,0,0,7,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05083
1466,40,0,3,7,27,3,4,4,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05084
1467,582,59,290,152,45,36,38,19,14,6,0,8,5,5,0,5,0,0,0,0,0,19,19,10,0,9,0,0,0,0,0,0,0,0,0,05086
1468,3555,359,1386,947,533,330,323,178,162,76,49,37,16,4,0,3,1,12,0,0,12,145,120,26,10,84,25,0,0,0,0,25,0,0,25,05089
1469,2721,77,564,600,755,725,94,24,24,0,0,24,0,0,0,0,0,0,0,0,0,70,54,17,0,37,16,16,16,0,0,0,0,0,0,05091
1470,3271,433,1308,907,364,259,268,147,134,26,8,100,13,13,7,0,6,0,0,0,0,121,88,0,61,27,33,33,8,13,12,0,0,0,0,05101
1471,83,19,32,29,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05141
1472,613,37,207,180,88,101,20,18,10,4,0,6,8,8,8,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,05142
1473,3179,361,1204,876,382,356,211,91,67,50,0,17,24,24,10,0,14,0,0,0,0,120,92,48,4,40,28,18,0,9,9,10,0,0,10,05143
1474,483,41,131,140,94,77,23,16,9,4,0,5,7,0,0,0,0,7,0,0,7,7,3,3,0,0,4,4,0,4,0,0,0,0,0,05146
1475,866,53,265,221,206,121,55,23,4,4,0,0,19,19,19,0,0,0,0,0,0,32,15,0,0,15,17,17,9,0,8,0,0,0,0,05148
1476,1602,130,472,418,343,239,112,73,56,22,0,34,17,14,14,0,0,3,0,3,0,39,39,2,4,33,0,0,0,0,0,0,0,0,0,05149
1477,765,121,371,144,69,60,27,27,0,0,0,0,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05150
1478,815,51,369,228,137,30,42,26,23,6,5,12,3,0,0,0,0,3,0,0,3,16,16,16,0,0,0,0,0,0,0,0,0,0,0,05151
1479,338,9,102,70,114,43,28,23,17,7,0,10,6,6,6,0,0,0,0,0,0,5,5,3,1,1,0,0,0,0,0,0,0,0,0,05152
1480,626,74,256,150,100,46,23,11,11,4,0,7,0,0,0,0,0,0,0,0,0,12,7,0,0,7,5,5,0,0,5,0,0,0,0,05153
1481,479,78,151,76,105,69,39,30,22,1,0,21,8,8,8,0,0,0,0,0,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,05154
1482,455,78,97,74,111,95,31,12,12,0,0,12,0,0,0,0,0,0,0,0,0,19,19,14,0,5,0,0,0,0,0,0,0,0,0,05155
1483,6965,583,2870,2153,928,431,354,194,151,58,29,64,43,35,35,0,0,8,0,0,8,160,141,33,0,108,19,0,0,0,0,19,0,19,0,05156
1484,834,66,347,186,94,141,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,2,4,16,1,1,1,0,0,0,0,0,0,05158
1485,465,27,112,91,144,91,19,16,13,2,5,6,3,3,3,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,05161
1486,9932,1222,3331,2873,1565,941,808,410,279,89,59,131,131,75,63,12,0,56,0,15,41,398,350,74,26,250,48,41,40,1,0,7,0,0,7,05201
1487,2761,179,754,727,614,487,177,106,95,24,0,71,11,11,7,0,4,0,0,0,0,71,54,31,7,16,17,17,17,0,0,0,0,0,0,05250
1488,1087,21,186,338,377,165,62,29,25,16,0,9,4,4,0,4,0,0,0,0,0,33,30,14,0,16,3,3,3,0,0,0,0,0,0,05251
1489,244,12,100,89,21,22,5,3,0,0,0,0,3,3,3,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,05252
1490,456,40,98,139,97,82,39,37,26,9,0,17,11,11,11,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,05253
1491,204,0,19,36,106,43,33,25,25,0,0,25,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,05254
1492,2881,183,830,654,854,360,235,126,126,40,9,77,0,0,0,0,0,0,0,0,0,109,78,4,28,46,31,31,22,0,9,0,0,0,0,05255
1493,1442,182,392,396,273,199,423,164,156,18,5,133,8,2,2,0,0,6,0,3,3,259,259,115,3,141,0,0,0,0,0,0,0,0,0,05257
1494,296,43,128,83,24,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,05260
1495,2009,274,791,527,254,163,62,38,38,21,16,1,0,0,0,0,0,0,0,0,0,24,14,0,0,14,10,10,10,0,0,0,0,0,0,05261
1496,2063,128,651,493,482,309,138,58,58,27,4,27,0,0,0,0,0,0,0,0,0,80,69,9,0,60,11,3,3,0,0,8,8,0,0,05262
1497,12102,1293,3559,2949,2245,2056,811,400,350,117,26,207,50,34,31,0,3,16,15,1,0,411,362,105,9,248,49,49,36,0,13,0,0,0,0,05301
1498,535,20,110,120,176,109,37,15,15,10,0,5,0,0,0,0,0,0,0,0,0,22,20,11,0,9,2,2,2,0,0,0,0,0,0,05340
1499,381,8,127,119,75,52,7,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05341
1500,353,14,158,118,18,45,36,26,26,4,0,22,0,0,0,0,0,0,0,0,0,10,6,0,0,6,4,4,0,4,0,0,0,0,0,05342
1501,584,13,267,154,99,51,50,28,19,6,8,5,9,9,6,3,0,0,0,0,0,22,19,8,0,11,3,3,0,3,0,0,0,0,0,05343
1502,1686,100,383,477,477,249,86,34,18,2,0,16,16,16,5,0,11,0,0,0,0,52,38,20,3,15,14,14,14,0,0,0,0,0,0,05345
1503,3347,247,788,808,837,667,390,191,190,37,5,148,1,0,0,0,0,1,1,0,0,199,189,45,12,132,10,10,10,0,0,0,0,0,0,05346
1504,568,109,186,112,98,63,23,17,13,0,0,13,4,4,4,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,05350
1505,650,84,236,151,113,66,30,28,26,8,0,18,2,2,2,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,05352
1506,756,48,255,200,160,93,45,24,21,0,0,21,3,0,0,0,0,3,0,0,3,21,18,14,0,4,3,3,0,0,3,0,0,0,0,05353
1507,1496,161,549,444,251,91,127,96,86,33,4,49,10,6,6,0,0,4,0,0,4,31,31,15,6,10,0,0,0,0,0,0,0,0,0,05354
1508,484,98,165,139,51,31,9,9,5,5,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05355
1509,671,27,155,197,214,78,33,26,26,3,0,23,0,0,0,0,0,0,0,0,0,7,7,4,0,3,0,0,0,0,0,0,0,0,0,05356
1510,135,8,55,28,14,30,19,10,10,0,0,10,0,0,0,0,0,0,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,05358
1511,446,29,132,96,95,94,15,6,4,3,0,1,2,2,2,0,0,0,0,0,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,05359
1512,170,10,66,39,35,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,0,3,0,0,0,0,0,0,0,0,0,05360
1513,618,34,255,186,78,65,46,36,30,12,0,18,6,6,6,0,0,0,0,0,0,10,7,2,0,5,3,3,3,0,0,0,0,0,0,05361
1514,94,3,23,39,17,12,17,8,0,0,0,0,8,8,0,8,0,0,0,0,0,9,9,0,0,9,0,0,0,0,0,0,0,0,0,05362
1515,2006,59,529,753,437,228,131,91,78,21,1,56,13,0,0,0,0,13,0,0,13,40,40,17,0,23,0,0,0,0,0,0,0,0,0,05363
1516,15974,1917,2552,3176,5157,3172,1999,946,843,306,88,449,103,91,79,0,12,12,11,1,0,1053,976,386,84,506,77,74,72,0,2,3,3,0,0,05401
1517,13008,570,2319,3070,4189,2860,523,375,302,175,0,127,73,63,14,0,49,10,0,0,10,148,121,42,13,66,27,27,27,0,0,0,0,0,0,05403
1518,4643,601,1294,1054,1208,486,373,181,160,90,9,61,21,14,6,8,0,7,7,0,0,192,169,35,25,109,23,23,23,0,0,0,0,0,0,05404
1519,20,0,0,12,8,0,3046,1176,1176,194,81,901,0,0,0,0,0,0,0,0,0,1870,1870,568,115,1187,0,0,0,0,0,0,0,0,0,05405
1520,7601,633,2019,2104,1751,1094,445,249,240,68,0,172,9,9,9,0,0,0,0,0,0,196,172,63,45,64,24,0,0,0,0,24,0,0,24,05408
1521,28,0,0,3,0,25,745,319,315,80,31,204,4,0,0,0,0,4,4,0,0,426,426,207,12,207,0,0,0,0,0,0,0,0,0,05439
1522,1332,206,579,287,206,54,72,21,15,0,5,10,6,6,6,0,0,0,0,0,0,51,51,16,3,32,0,0,0,0,0,0,0,0,0,05440
1523,708,33,283,253,90,49,55,11,11,11,0,0,0,0,0,0,0,0,0,0,0,44,41,3,0,38,3,3,3,0,0,0,0,0,0,05441
1524,197,23,76,57,24,17,21,12,6,0,0,6,6,6,4,0,2,0,0,0,0,9,7,4,0,3,2,2,0,0,2,0,0,0,0,05442
1525,4615,501,1523,1049,896,646,332,188,132,34,16,82,56,51,14,29,8,5,0,0,5,144,132,58,0,74,12,12,12,0,0,0,0,0,0,05443
1526,1130,50,372,296,290,122,55,17,17,6,0,11,0,0,0,0,0,0,0,0,0,38,30,26,3,1,8,8,0,0,8,0,0,0,0,05444
1527,2680,29,486,404,987,774,179,95,84,22,7,55,11,11,11,0,0,0,0,0,0,84,84,24,0,60,0,0,0,0,0,0,0,0,0,05445
1528,10646,494,2796,3260,2843,1253,811,430,399,87,19,293,31,31,31,0,0,0,0,0,0,381,363,168,21,174,18,18,18,0,0,0,0,0,0,05446
1529,74,11,20,20,13,10,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05447
1530,823,70,359,188,143,63,89,53,31,2,7,22,22,22,12,10,0,0,0,0,0,36,27,0,6,21,9,3,3,0,0,6,0,0,6,05448
1531,3406,508,1462,816,383,237,203,138,114,60,10,44,24,24,24,0,0,0,0,0,0,65,52,16,8,28,13,13,13,0,0,0,0,0,0,05450
1532,13418,442,2526,3940,4047,2463,1158,569,472,207,58,207,97,77,70,7,0,20,0,0,20,589,550,179,30,341,39,10,10,0,0,29,8,0,21,05452
1533,3204,202,1136,842,623,401,225,94,94,39,0,55,0,0,0,0,0,0,0,0,0,131,115,45,0,70,16,16,16,0,0,0,0,0,0,05454
1534,742,62,297,201,119,63,69,41,23,17,4,2,18,18,9,0,9,0,0,0,0,28,22,8,3,11,6,6,0,0,6,0,0,0,0,05455
1535,916,64,376,223,173,80,91,26,16,0,7,9,10,10,10,0,0,0,0,0,0,65,42,26,0,16,23,23,12,0,11,0,0,0,0,05456
1536,985,82,435,282,117,69,48,31,27,13,4,10,4,4,4,0,0,0,0,0,0,17,15,9,0,6,2,2,0,2,0,0,0,0,0,05457
1537,1719,120,492,594,300,213,84,48,48,11,0,37,0,0,0,0,0,0,0,0,0,36,36,14,3,19,0,0,0,0,0,0,0,0,0,05458
1538,1508,194,767,381,88,78,197,86,76,13,0,63,10,10,10,0,0,0,0,0,0,111,75,61,0,14,36,12,0,0,12,24,12,0,12,05459
1539,3222,199,809,879,854,481,319,220,159,95,0,64,61,60,60,0,0,1,0,1,0,99,82,34,48,0,17,0,0,0,0,17,17,0,0,05461
1540,1409,75,411,295,383,245,113,51,43,18,0,25,8,4,0,4,0,4,0,0,4,62,53,12,12,29,9,9,0,9,0,0,0,0,0,05462
1541,345,31,90,143,59,22,45,37,37,0,14,23,0,0,0,0,0,0,0,0,0,8,8,6,0,2,0,0,0,0,0,0,0,0,0,05463
1542,1948,74,456,570,576,272,66,35,27,0,3,24,8,8,6,0,2,0,0,0,0,31,21,12,0,9,10,10,0,0,10,0,0,0,0,05464
1543,3592,122,622,826,1187,835,331,185,159,83,4,72,26,19,10,0,9,7,3,0,4,146,133,33,14,86,13,13,9,4,0,0,0,0,0,05465
1544,8900,558,3327,2720,1736,559,690,341,327,135,40,152,14,14,14,0,0,0,0,0,0,349,349,164,0,185,0,0,0,0,0,0,0,0,0,05468
1545,575,58,145,217,77,78,19,6,6,0,3,3,0,0,0,0,0,0,0,0,0,13,13,4,0,9,0,0,0,0,0,0,0,0,0,05471
1546,1187,105,420,308,221,133,56,33,21,6,9,6,12,12,12,0,0,0,0,0,0,23,20,8,0,12,3,3,3,0,0,0,0,0,0,05472
1547,1115,73,314,242,293,193,37,35,27,4,7,16,8,8,2,6,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,05473
1548,657,25,175,216,159,82,42,35,32,24,0,8,3,3,3,0,0,0,0,0,0,7,7,5,0,2,0,0,0,0,0,0,0,0,0,05474
1549,2299,438,1058,519,189,95,208,87,53,17,14,22,34,32,12,20,0,2,2,0,0,121,97,31,5,61,24,19,19,0,0,5,1,0,4,05476
1550,3183,162,798,695,964,564,179,67,42,14,0,28,25,25,25,0,0,0,0,0,0,112,103,39,36,28,9,9,9,0,0,0,0,0,0,05477
1551,9806,906,3111,2929,1919,941,505,267,217,133,0,84,50,50,20,17,13,0,0,0,0,238,153,88,9,56,85,85,75,0,10,0,0,0,0,05478
1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05481
1553,5138,202,637,976,1923,1400,546,336,323,149,0,174,13,13,13,0,0,0,0,0,0,210,127,74,0,53,83,73,30,37,6,10,10,0,0,05482
1554,966,109,522,195,108,32,73,31,17,2,0,15,14,14,14,0,0,0,0,0,0,42,42,10,0,32,0,0,0,0,0,0,0,0,0,05483
1555,16,0,8,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05485
1556,1119,55,300,292,254,218,91,48,27,3,4,20,21,21,15,0,6,0,0,0,0,43,36,14,2,20,7,7,7,0,0,0,0,0,0,05486
1557,1033,76,311,216,290,140,47,15,13,6,0,7,2,2,0,2,0,0,0,0,0,32,20,5,5,10,12,8,0,4,4,4,0,4,0,05487
1558,5362,817,2085,1465,577,418,515,353,228,97,44,87,125,104,22,82,0,21,21,0,0,162,81,48,17,16,81,75,56,0,19,6,0,0,6,05488
1559,2266,28,368,592,860,418,120,49,49,27,0,22,0,0,0,0,0,0,0,0,0,71,66,30,0,36,5,5,5,0,0,0,0,0,0,05489
1560,4110,383,1340,1080,829,478,334,196,185,26,24,135,11,7,4,1,2,4,0,1,3,138,113,47,3,63,25,6,3,0,3,19,17,0,2,05491
1561,504,46,190,125,112,31,17,14,10,7,0,3,4,4,4,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,05492
1562,1204,48,255,341,310,250,70,38,38,16,0,22,0,0,0,0,0,0,0,0,0,32,29,10,7,12,3,3,3,0,0,0,0,0,0,05494
1563,6684,273,1280,1575,2116,1440,446,195,195,55,0,140,0,0,0,0,0,0,0,0,0,251,241,136,0,105,10,10,0,9,1,0,0,0,0,05495
1564,8675,491,1902,2085,2051,2146,479,190,173,37,5,131,17,6,3,0,3,11,5,6,0,289,254,149,4,101,35,35,19,6,10,0,0,0,0,05602
1565,184,20,51,23,47,43,4,4,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05640
1566,12433,1211,5096,3456,1900,770,814,446,408,157,63,188,38,33,9,0,24,5,0,0,5,368,277,170,10,97,91,35,14,0,21,56,0,0,56,05641
1567,800,99,286,197,125,93,37,17,12,0,0,12,5,3,0,3,0,2,2,0,0,20,16,0,0,16,4,4,4,0,0,0,0,0,0,05647
1568,289,3,30,45,97,114,6,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05648
1569,645,58,393,159,35,0,73,63,56,0,0,56,7,7,4,3,0,0,0,0,0,10,7,4,0,3,3,3,0,3,0,0,0,0,0,05649
1570,775,90,182,186,163,154,49,29,26,8,8,10,3,3,3,0,0,0,0,0,0,20,20,2,9,9,0,0,0,0,0,0,0,0,0,05650
1571,1112,43,284,345,256,184,79,47,28,4,0,24,19,19,19,0,0,0,0,0,0,32,32,0,0,32,0,0,0,0,0,0,0,0,0,05651
1572,585,99,295,100,61,30,72,48,10,0,0,10,38,34,34,0,0,4,0,0,4,24,4,2,2,0,20,9,0,0,9,11,0,0,11,05652
1573,298,15,120,89,19,55,15,10,7,3,0,4,3,3,0,0,3,0,0,0,0,5,0,0,0,0,5,5,3,0,2,0,0,0,0,05653
1574,481,84,205,151,12,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,9,0,8,0,0,0,0,0,0,0,0,0,05654
1575,2093,224,891,420,389,169,194,63,49,25,13,11,14,12,0,12,0,2,2,0,0,131,110,36,4,70,21,21,21,0,0,0,0,0,0,05655
1576,1968,246,720,572,343,87,442,186,182,101,3,78,4,4,0,0,4,0,0,0,0,256,243,155,9,79,13,13,13,0,0,0,0,0,0,05656
1577,43,14,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05657
1578,1052,92,370,268,222,100,40,18,18,7,0,11,0,0,0,0,0,0,0,0,0,22,9,7,0,2,13,13,4,0,9,0,0,0,0,05658
1579,1221,33,255,248,383,302,89,45,22,3,0,19,23,20,20,0,0,3,0,3,0,44,44,11,3,30,0,0,0,0,0,0,0,0,0,05660
1580,4227,221,1319,1189,913,585,330,214,193,94,12,87,21,21,14,7,0,0,0,0,0,116,79,37,0,42,37,17,17,0,0,20,20,0,0,05661
1581,3747,140,1154,1057,685,711,1095,793,756,87,34,635,37,37,37,0,0,0,0,0,0,302,302,173,32,97,0,0,0,0,0,0,0,0,0,05663
1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05664
1583,1565,54,476,390,353,292,159,90,86,12,0,74,4,4,4,0,0,0,0,0,0,69,53,19,21,13,16,16,16,0,0,0,0,0,0,05667
1584,504,86,167,111,79,61,9,6,2,0,0,2,4,4,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,0,0,0,05669
1585,3031,86,314,692,1211,728,181,67,67,7,0,60,0,0,0,0,0,0,0,0,0,114,114,27,0,87,0,0,0,0,0,0,0,0,0,05672
1586,1771,35,315,360,672,389,61,33,31,21,0,10,2,2,2,0,0,0,0,0,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,05673
1587,1127,15,202,281,396,233,48,28,25,6,0,19,3,0,0,0,0,3,0,0,3,20,16,10,6,0,4,4,4,0,0,0,0,0,0,05674
1588,794,104,353,168,100,69,43,21,21,7,3,11,0,0,0,0,0,0,0,0,0,22,22,8,0,14,0,0,0,0,0,0,0,0,0,05675
1589,3753,234,900,967,847,805,255,142,114,41,7,66,28,28,22,0,6,0,0,0,0,113,102,43,0,59,11,11,0,0,11,0,0,0,0,05676
1590,1614,16,401,341,684,172,74,61,61,0,0,61,0,0,0,0,0,0,0,0,0,13,13,0,0,13,0,0,0,0,0,0,0,0,0,05677
1591,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05678
1592,2315,247,1090,613,212,153,122,21,21,12,0,9,0,0,0,0,0,0,0,0,0,101,101,29,25,47,0,0,0,0,0,0,0,0,0,05679
1593,1498,190,574,387,246,101,76,37,29,17,0,12,8,8,4,4,0,0,0,0,0,39,39,21,0,18,0,0,0,0,0,0,0,0,0,05680
1594,226,15,72,48,78,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05681
1595,856,59,157,254,211,175,73,37,33,11,4,18,4,4,2,0,2,0,0,0,0,36,22,4,0,18,14,14,11,3,0,0,0,0,0,05682
1596,14743,1582,5295,3802,2594,1470,967,410,336,110,43,183,74,74,11,10,53,0,0,0,0,557,349,143,41,165,208,208,57,61,90,0,0,0,0,05701
1597,248,5,54,78,58,53,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05730
1598,545,51,155,212,96,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05732
1599,4388,625,1611,956,762,434,245,115,104,11,0,93,11,11,11,0,0,0,0,0,0,130,115,52,3,60,15,5,5,0,0,10,0,0,10,05733
1600,941,82,409,219,143,88,51,31,30,18,0,12,1,1,0,0,1,0,0,0,0,20,20,7,5,8,0,0,0,0,0,0,0,0,0,05734
1601,2341,129,805,672,398,337,631,394,372,90,15,267,22,22,22,0,0,0,0,0,0,237,237,84,25,128,0,0,0,0,0,0,0,0,0,05735
1602,624,66,217,210,88,43,38,6,6,0,0,6,0,0,0,0,0,0,0,0,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,05736
1603,589,28,117,149,186,109,18,7,7,7,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,11,0,0,0,0,0,0,0,0,0,05737
1604,877,39,248,259,210,121,60,38,31,14,7,10,7,7,7,0,0,0,0,0,0,22,18,18,0,0,4,4,4,0,0,0,0,0,0,05738
1605,1039,144,377,255,148,115,77,44,40,17,0,23,4,0,0,0,0,4,4,0,0,33,18,4,0,14,15,10,3,7,0,5,0,0,5,05739
1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05740
1607,445,46,149,155,78,17,16,4,4,0,0,4,0,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,05742
1608,3038,387,1132,824,428,267,237,162,158,31,26,101,4,4,0,4,0,0,0,0,0,75,72,8,5,59,3,3,0,0,3,0,0,0,0,05743
1609,448,15,228,164,41,0,32,4,4,4,0,0,0,0,0,0,0,0,0,0,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,05744
1610,233,23,69,69,53,19,23,11,11,9,0,2,0,0,0,0,0,0,0,0,0,12,12,7,3,2,0,0,0,0,0,0,0,0,0,05747
1611,270,27,125,56,36,26,5,3,1,1,0,0,2,2,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,05748
1612,629,20,117,148,225,119,42,18,12,7,0,5,6,6,6,0,0,0,0,0,0,24,16,3,0,13,8,8,8,0,0,0,0,0,0,05751
1613,5992,490,1418,1203,1218,1663,1367,745,704,218,8,478,41,41,29,0,12,0,0,0,0,622,617,204,13,400,5,0,0,0,0,5,0,5,0,05753
1614,632,45,198,201,113,75,22,14,11,6,0,5,3,3,3,0,0,0,0,0,0,8,5,0,0,5,3,3,3,0,0,0,0,0,0,05757
1615,649,83,233,144,133,56,29,10,3,0,3,0,7,7,7,0,0,0,0,0,0,19,19,5,3,11,0,0,0,0,0,0,0,0,0,05758
1616,1456,177,569,365,284,61,35,35,35,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05759
1617,742,55,300,164,147,76,73,23,23,11,0,12,0,0,0,0,0,0,0,0,0,50,50,19,13,18,0,0,0,0,0,0,0,0,0,05760
1618,725,86,181,183,162,113,54,21,21,10,0,11,0,0,0,0,0,0,0,0,0,33,24,0,0,24,9,5,5,0,0,4,0,0,4,05761
1619,451,30,81,170,100,70,34,16,16,10,0,6,0,0,0,0,0,0,0,0,0,18,18,0,0,18,0,0,0,0,0,0,0,0,0,05762
1620,1954,172,470,674,459,179,61,54,36,0,0,36,18,0,0,0,0,18,18,0,0,7,7,0,0,7,0,0,0,0,0,0,0,0,0,05763
1621,2019,197,765,492,222,343,394,148,137,19,11,107,11,11,0,11,0,0,0,0,0,246,228,88,12,128,18,4,4,0,0,14,14,0,0,05764
1622,1279,137,409,466,142,125,101,48,38,4,5,29,10,5,5,0,0,5,5,0,0,53,53,4,4,45,0,0,0,0,0,0,0,0,0,05765
1623,435,18,94,95,150,78,29,10,10,3,7,0,0,0,0,0,0,0,0,0,0,19,19,11,0,8,0,0,0,0,0,0,0,0,0,05766
1624,765,65,217,223,154,106,40,20,19,0,0,19,1,1,0,0,1,0,0,0,0,20,15,15,0,0,5,5,0,4,1,0,0,0,0,05767
1625,862,130,381,168,111,72,36,7,4,0,2,2,3,0,0,0,0,3,3,0,0,29,25,17,4,4,4,4,4,0,0,0,0,0,0,05769
1626,861,100,338,190,162,71,77,46,35,4,0,31,11,0,0,0,0,11,0,11,0,31,28,10,4,14,3,3,3,0,0,0,0,0,0,05770
1627,465,23,159,129,109,45,35,27,27,11,0,16,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,05772
1628,1622,138,565,481,306,132,88,42,40,18,7,15,2,2,2,0,0,0,0,0,0,46,46,14,0,32,0,0,0,0,0,0,0,0,0,05773
1629,911,121,367,208,114,101,40,18,13,0,0,13,5,5,5,0,0,0,0,0,0,22,22,0,3,19,0,0,0,0,0,0,0,0,0,05774
1630,404,76,139,85,55,49,29,9,9,0,0,9,0,0,0,0,0,0,0,0,0,20,13,0,0,13,7,3,0,0,3,4,0,0,4,05775
1631,520,61,160,144,117,38,23,19,16,7,0,9,3,3,3,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,05776
