,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B14005_001E,B14005_002E,B14005_003E,B14005_004E,B14005_005E,B14005_006E,B14005_007E,B14005_008E,B14005_009E,B14005_010E,B14005_011E,B14005_012E,B14005_013E,B14005_014E,B14005_015E,B14005_016E,B14005_017E,B14005_018E,B14005_019E,B14005_020E,B14005_021E,B14005_022E,B14005_023E,B14005_024E,B14005_025E,B14005_026E,B14005_027E,B14005_028E,B14005_029E,zip code tabulation area
12267,14255,1398,3969,5157,2823,908,563,398,282,28,16,238,116,96,76,0,20,20,0,0,20,165,88,28,0,60,77,15,12,3,0,62,49,13,0,37912
12268,14277,2431,4864,4300,1813,869,1288,679,585,141,31,413,94,94,37,57,0,0,0,0,0,609,506,105,59,342,103,92,35,42,15,11,0,11,0,37914
12269,3407,643,1340,981,250,193,291,214,178,40,0,138,36,36,0,36,0,0,0,0,0,77,12,0,0,12,65,22,0,0,22,43,0,22,21,37915
12270,1564,141,317,243,448,415,4153,1688,1688,314,6,1368,0,0,0,0,0,0,0,0,0,2465,2456,561,32,1863,9,9,0,0,9,0,0,0,0,37916
12271,18290,2912,5224,6170,2586,1398,818,349,272,25,0,247,77,48,0,0,48,29,6,5,18,469,364,37,60,267,105,97,42,0,55,8,0,0,8,37917
12272,30021,3602,9337,9417,5020,2645,2265,1364,967,180,58,729,397,352,145,129,78,45,0,6,39,901,741,271,42,428,160,154,87,43,24,6,0,0,6,37918
12273,19850,1941,3415,4154,5309,5031,1363,607,449,116,9,324,158,147,147,0,0,11,7,0,4,756,570,250,18,302,186,99,99,0,0,87,52,18,17,37919
12274,25897,2999,7482,7968,4917,2531,1543,779,640,150,53,437,139,121,67,32,22,18,0,11,7,764,577,185,20,372,187,163,64,71,28,24,0,0,24,37920
12275,19108,2077,5875,6329,3453,1374,1437,678,649,152,78,419,29,26,26,0,0,3,0,0,3,759,601,259,42,300,158,90,9,27,54,68,0,25,43,37921
12276,21896,541,3029,5358,7676,5292,1978,1186,1186,259,60,867,0,0,0,0,0,0,0,0,0,792,792,282,0,510,0,0,0,0,0,0,0,0,0,37922
12277,18802,980,3677,5864,5455,2826,1292,836,512,170,159,183,324,165,37,0,128,159,109,0,50,456,298,130,14,154,158,56,41,0,15,102,64,0,38,37923
12278,8141,935,2857,2475,1473,401,451,268,203,25,13,165,65,17,0,0,17,48,12,30,6,183,114,0,0,114,69,35,8,0,27,34,0,0,34,37924
12279,17444,1448,4245,5159,4167,2425,1105,650,573,152,0,421,77,48,20,13,15,29,0,13,16,455,394,188,21,185,61,61,39,0,22,0,0,0,0,37931
12280,9754,652,1971,2745,2724,1662,741,401,320,152,22,146,81,9,0,9,0,72,0,0,72,340,340,136,50,154,0,0,0,0,0,0,0,0,0,37932
12281,16608,472,2384,4264,5471,4017,1759,981,856,271,55,530,125,90,55,35,0,35,0,0,35,778,670,174,43,453,108,71,65,6,0,37,0,0,37,37934
12282,11943,1011,4054,3651,2160,1067,936,446,426,182,19,225,20,20,6,0,14,0,0,0,0,490,481,161,14,306,9,9,9,0,0,0,0,0,0,37938
12283,3064,761,1286,747,197,73,259,134,79,15,3,61,55,55,40,0,15,0,0,0,0,125,84,35,19,30,41,41,41,0,0,0,0,0,0,38001
12284,24628,1400,5631,8340,6197,3060,2585,1489,1443,467,19,957,46,46,26,14,6,0,0,0,0,1096,992,297,35,660,104,104,49,40,15,0,0,0,0,38002
12285,6661,381,2147,2671,951,511,789,331,187,69,40,78,144,144,43,101,0,0,0,0,0,458,374,24,135,215,84,84,66,18,0,0,0,0,0,38004
12286,3810,917,1422,948,394,129,328,178,145,31,6,108,33,33,6,27,0,0,0,0,0,150,121,58,0,63,29,12,12,0,0,17,10,7,0,38006
12287,36,10,11,15,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,38007
12288,6515,1576,2612,1440,404,483,509,333,285,37,89,159,48,45,11,10,24,3,0,0,3,176,164,22,0,142,12,11,11,0,0,1,0,0,1,38008
12289,5950,681,2327,1954,572,416,584,282,233,22,27,184,49,49,14,17,18,0,0,0,0,302,267,87,13,167,35,16,16,0,0,19,14,0,5,38011
12290,9599,2239,4108,2079,734,439,758,348,310,27,11,272,38,33,33,0,0,5,0,0,5,410,340,48,23,269,70,70,0,34,36,0,0,0,0,38012
12291,1777,417,770,426,100,64,136,100,77,19,6,52,23,3,0,3,0,20,0,0,20,36,30,22,0,8,6,0,0,0,0,6,0,6,0,38015
12292,28576,1341,5024,10393,7637,4181,2125,936,895,210,27,658,41,41,5,0,36,0,0,0,0,1189,1083,346,118,619,106,90,72,0,18,16,0,0,16,38016
12293,31263,1372,5592,8520,10225,5554,3171,1683,1490,487,188,815,193,166,48,94,24,27,27,0,0,1488,1448,419,81,948,40,36,13,20,3,4,0,0,4,38017
12294,23796,1356,4538,7721,6981,3200,1740,958,781,241,63,477,177,111,104,0,7,66,14,0,52,782,690,83,9,598,92,80,21,59,0,12,12,0,0,38018
12295,10421,2318,4062,2849,815,377,1161,717,601,125,0,476,116,87,44,14,29,29,0,0,29,444,339,130,14,195,105,67,67,0,0,38,38,0,0,38019
12296,156,33,37,7,39,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38021
12297,4137,465,1643,1360,518,151,500,178,92,0,0,92,86,0,0,0,0,86,15,19,52,322,322,33,56,233,0,0,0,0,0,0,0,0,0,38023
12298,18694,2915,7406,4492,2284,1597,1694,942,723,65,80,578,219,197,77,68,52,22,0,0,22,752,654,241,37,376,98,89,67,22,0,9,0,0,9,38024
12299,5125,379,1373,1440,1131,802,334,146,131,15,14,102,15,15,15,0,0,0,0,0,0,188,188,110,7,71,0,0,0,0,0,0,0,0,0,38028
12300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38029
12301,555,105,364,32,10,44,22,4,4,4,0,0,0,0,0,0,0,0,0,0,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,38030
12302,2013,475,950,441,89,58,132,54,44,4,0,40,10,8,8,0,0,2,0,0,2,78,68,22,0,46,10,10,0,0,10,0,0,0,0,38034
12303,344,125,152,51,16,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,7,0,8,7,7,0,7,0,0,0,0,0,38036
12304,1277,297,517,361,77,25,130,59,43,0,0,43,16,16,7,0,9,0,0,0,0,71,25,0,0,25,46,46,36,0,10,0,0,0,0,38037
12305,868,155,449,174,62,28,190,112,53,0,9,44,59,55,55,0,0,4,0,0,4,78,40,4,26,10,38,38,8,30,0,0,0,0,0,38039
12306,3507,764,1541,856,219,127,234,164,129,11,0,118,35,14,3,11,0,21,0,21,0,70,62,51,5,6,8,8,0,8,0,0,0,0,0,38040
12307,3732,1361,1531,658,111,71,165,121,53,0,4,49,68,28,0,13,15,40,0,0,40,44,28,0,0,28,16,16,16,0,0,0,0,0,0,38041
12308,685,177,311,138,46,13,56,16,16,0,0,16,0,0,0,0,0,0,0,0,0,40,40,0,0,40,0,0,0,0,0,0,0,0,0,38042
12309,434,80,157,137,29,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,38044
12310,37,7,7,10,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38046
12311,28,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38047
12312,3162,678,1416,766,212,90,230,103,91,5,0,86,12,12,4,3,5,0,0,0,0,127,110,19,0,91,17,17,9,0,8,0,0,0,0,38049
12313,301,80,161,44,9,7,23,6,4,0,0,4,2,0,0,0,0,2,0,0,2,17,2,0,2,0,15,15,0,0,15,0,0,0,0,38050
12314,2776,472,1206,764,177,157,311,122,122,36,0,86,0,0,0,0,0,0,0,0,0,189,146,14,27,105,43,39,9,30,0,4,0,0,4,38052
12315,18625,2243,6917,6316,1996,1153,1452,720,605,70,167,368,115,102,89,0,13,13,0,12,1,732,665,135,93,437,67,67,37,30,0,0,0,0,0,38053
12316,124,0,21,24,29,50,18,15,0,0,0,0,15,15,15,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,38054
12317,2464,400,1045,622,255,142,219,97,35,26,0,9,62,39,28,9,2,23,0,0,23,122,115,15,3,97,7,7,2,5,0,0,0,0,0,38057
12318,5906,736,2067,2211,629,263,373,176,139,39,0,100,37,13,0,13,0,24,0,0,24,197,197,63,35,99,0,0,0,0,0,0,0,0,0,38058
12319,4947,820,2216,1316,400,195,350,184,160,51,0,109,24,10,10,0,0,14,0,14,0,166,147,64,12,71,19,19,19,0,0,0,0,0,0,38059
12320,7122,659,2210,2369,1401,483,412,270,224,70,0,154,46,46,32,14,0,0,0,0,0,142,65,12,0,53,77,77,44,0,33,0,0,0,0,38060
12321,605,75,317,186,14,13,18,18,18,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38061
12322,10958,2538,4835,2167,1014,404,859,413,333,45,18,270,80,53,0,9,44,27,0,0,27,446,388,62,50,276,58,52,4,27,21,6,0,0,6,38063
12323,1995,291,684,566,373,81,92,44,44,0,29,15,0,0,0,0,0,0,0,0,0,48,35,14,12,9,13,1,1,0,0,12,0,0,12,38066
12324,936,163,390,336,30,17,92,48,48,2,26,20,0,0,0,0,0,0,0,0,0,44,44,27,0,17,0,0,0,0,0,0,0,0,0,38067
12325,7237,1491,3000,1725,694,327,507,226,142,16,0,126,84,55,0,15,40,29,14,0,15,281,261,65,8,188,20,20,0,11,9,0,0,0,0,38068
12326,1429,368,622,314,74,51,216,156,91,17,1,73,65,20,20,0,0,45,0,0,45,60,58,34,6,18,2,0,0,0,0,2,0,2,0,38069
12327,75,66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38070
12328,5273,1851,2067,1037,250,68,125,62,49,0,27,22,13,5,0,0,5,8,0,0,8,63,32,3,0,29,31,31,31,0,0,0,0,0,0,38075
12329,748,194,227,123,135,69,63,6,3,0,0,3,3,3,0,3,0,0,0,0,0,57,42,0,0,42,15,0,0,0,0,15,0,0,15,38076
12330,93,14,49,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38077
12331,4098,1164,1832,803,237,62,115,115,69,0,3,66,46,33,0,4,29,13,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38079
12332,1772,609,695,358,51,59,214,94,65,0,0,65,29,18,7,0,11,11,5,4,2,120,86,10,0,76,34,27,2,10,15,7,0,4,3,38080
12333,9643,895,1173,1458,3278,2839,201,195,43,26,0,17,152,23,0,0,23,129,0,0,129,6,6,0,0,6,0,0,0,0,0,0,0,0,0,38103
12334,17023,1492,3480,4506,4483,3062,703,367,294,58,15,221,73,73,11,37,25,0,0,0,0,336,286,79,27,180,50,31,24,0,7,19,0,0,19,38104
12335,4288,1144,1420,987,359,378,466,273,236,63,0,173,37,11,0,11,0,26,0,16,10,193,121,12,0,109,72,62,0,51,11,10,0,0,10,38105
12336,15941,4030,6328,4032,946,605,1548,805,595,78,73,444,210,160,24,16,120,50,1,5,44,743,547,39,93,415,196,139,41,36,62,57,0,0,57,38106
12337,11374,2590,3539,2951,1412,882,916,369,304,39,50,215,65,36,0,36,0,29,0,19,10,547,477,114,85,278,70,55,18,1,36,15,15,0,0,38107
12338,11659,3850,4535,2665,426,183,1375,896,688,44,51,593,208,58,0,44,14,150,45,38,67,479,438,39,62,337,41,41,0,41,0,0,0,0,0,38108
12339,30339,7319,10810,9134,2191,885,3119,1771,1392,252,119,1021,379,269,84,63,122,110,0,55,55,1348,1192,181,150,861,156,76,39,16,21,80,13,35,32,38109
12340,26986,4715,6195,7394,5115,3567,3287,1411,1160,269,134,757,251,182,96,31,55,69,31,0,38,1876,1711,367,273,1071,165,140,52,38,50,25,25,0,0,38111
12341,10485,2086,2964,2356,1646,1433,1450,649,581,139,38,404,68,45,19,15,11,23,15,0,8,801,756,235,111,410,45,45,39,6,0,0,0,0,0,38112
12342,18875,5095,6820,5094,1099,767,1512,834,571,0,69,502,263,137,90,21,26,126,0,102,24,678,486,102,57,327,192,105,23,14,68,87,0,0,87,38114
12343,23397,3929,7994,7964,2424,1086,2452,1355,899,140,38,721,456,334,169,77,88,122,37,16,69,1097,844,137,72,635,253,195,0,108,87,58,0,58,0,38115
12344,24937,3688,8450,8813,2440,1546,2817,1386,1072,65,82,925,314,285,115,61,109,29,0,0,29,1431,1148,107,156,885,283,246,44,38,164,37,0,0,37,38116
12345,19143,1154,3454,5289,5539,3707,669,328,312,42,0,270,16,16,15,1,0,0,0,0,0,341,300,53,24,223,41,41,34,7,0,0,0,0,0,38117
12346,23273,5680,8673,6943,1424,553,3061,1480,1080,141,106,833,400,190,131,14,45,210,38,89,83,1581,1140,110,100,930,441,291,54,24,213,150,8,0,142,38118
12347,15974,766,3334,4548,4798,2528,889,525,345,72,10,263,180,125,94,31,0,55,55,0,0,364,310,74,27,209,54,33,0,33,0,21,0,0,21,38119
12348,10037,232,1068,2326,3330,3081,593,356,307,38,13,256,49,49,49,0,0,0,0,0,0,237,237,35,39,163,0,0,0,0,0,0,0,0,0,38120
12349,16058,4225,5044,3956,1836,997,1337,845,652,19,16,617,193,89,89,0,0,104,50,0,54,492,297,77,69,151,195,28,0,0,28,167,0,0,167,38122
12350,23708,1947,5531,8495,4824,2911,2510,1383,1159,167,109,883,224,144,62,33,49,80,41,8,31,1127,1016,279,53,684,111,111,0,51,60,0,0,0,0,38125
12351,3320,1293,942,901,86,98,670,203,166,24,15,127,37,23,0,6,17,14,0,14,0,467,358,103,34,221,109,109,15,22,72,0,0,0,0,38126
12352,24702,6239,10122,6440,1393,508,3353,1564,1197,52,125,1020,367,275,0,69,206,92,34,33,25,1789,1272,295,119,858,517,441,199,180,62,76,0,32,44,38127
12353,25441,4709,8770,8576,2170,1216,3363,1727,1317,148,67,1102,410,222,125,48,49,188,57,48,83,1636,1337,291,157,889,299,273,224,10,39,26,0,0,26,38128
12354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38131
12355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38132
12356,13300,1280,3730,4424,2787,1079,1233,636,563,76,58,429,73,20,20,0,0,53,0,0,53,597,531,125,11,395,66,59,46,0,13,7,0,0,7,38133
12357,28404,3822,8358,9594,4419,2211,2167,869,653,288,52,313,216,83,59,0,24,133,26,9,98,1298,1170,288,111,771,128,99,37,22,40,29,0,29,0,38134
12358,19375,1515,4575,6476,4562,2247,1479,656,562,117,35,410,94,73,66,7,0,21,21,0,0,823,738,171,73,494,85,76,43,0,33,9,0,0,9,38135
12359,17667,529,2085,4257,6235,4561,1208,601,580,113,33,434,21,21,0,21,0,0,0,0,0,607,590,156,0,434,17,17,17,0,0,0,0,0,0,38138
12360,10628,255,751,2427,4270,2925,1344,676,661,105,54,502,15,15,0,15,0,0,0,0,0,668,635,152,15,468,33,33,33,0,0,0,0,0,0,38139
12361,13524,1162,3823,6043,1552,944,1438,801,721,222,65,434,80,80,41,10,29,0,0,0,0,637,576,120,29,427,61,61,0,0,61,0,0,0,0,38141
12362,23,0,0,8,15,0,442,44,44,12,1,31,0,0,0,0,0,0,0,0,0,398,398,128,74,196,0,0,0,0,0,0,0,0,0,38152
12363,6600,1096,2514,1532,840,618,553,464,442,62,32,348,22,22,11,11,0,0,0,0,0,89,83,4,22,57,6,6,6,0,0,0,0,0,0,38201
12364,1341,335,599,307,45,55,77,32,28,0,18,10,4,4,4,0,0,0,0,0,0,45,31,19,0,12,14,14,14,0,0,0,0,0,0,38220
12365,2482,525,1158,500,225,74,184,79,61,15,2,44,18,18,0,0,18,0,0,0,0,105,102,18,9,75,3,3,0,3,0,0,0,0,0,38221
12366,2125,288,941,568,203,125,71,24,22,1,0,21,2,2,2,0,0,0,0,0,0,47,47,14,0,33,0,0,0,0,0,0,0,0,0,38222
12367,637,125,312,114,74,12,75,48,32,3,0,29,16,0,0,0,0,16,6,0,10,27,16,14,0,2,11,6,0,0,6,5,5,0,0,38224
12368,4420,807,1991,821,567,234,419,214,194,11,51,132,20,20,20,0,0,0,0,0,0,205,205,44,15,146,0,0,0,0,0,0,0,0,0,38225
12369,117,32,74,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38226
12370,2011,490,879,353,172,117,163,114,81,22,7,52,33,33,0,33,0,0,0,0,0,49,47,15,5,27,2,0,0,0,0,2,0,2,0,38229
12371,2456,440,1033,585,256,142,146,51,38,11,2,25,13,13,13,0,0,0,0,0,0,95,83,24,0,59,12,12,0,0,12,0,0,0,0,38230
12372,1231,261,591,229,114,36,254,85,52,0,28,24,33,0,0,0,0,33,33,0,0,169,126,23,0,103,43,29,0,0,29,14,0,14,0,38231
12373,1364,359,526,354,58,67,38,19,11,0,0,11,8,0,0,0,0,8,0,8,0,19,6,0,0,6,13,11,11,0,0,2,0,2,0,38232
12374,1907,371,898,415,169,54,172,107,90,2,0,88,17,17,13,0,4,0,0,0,0,65,51,5,1,45,14,4,4,0,0,10,0,0,10,38233
12375,142,20,43,57,15,7,6,2,2,0,0,2,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,38235
12376,439,91,214,54,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38236
12377,9072,1005,3040,2673,1667,687,1772,793,753,87,120,546,40,20,20,0,0,20,0,7,13,979,910,150,112,648,69,5,5,0,0,64,0,0,64,38237
12378,1661,374,766,346,131,44,157,85,65,4,0,61,20,20,12,0,8,0,0,0,0,72,51,13,0,38,21,21,0,0,21,0,0,0,0,38240
12379,773,208,295,180,81,9,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38241
12380,13867,2492,5963,2972,1250,1190,786,416,210,0,54,156,206,155,14,83,58,51,12,29,10,370,262,77,66,119,108,94,14,43,37,14,0,14,0,38242
12381,2066,426,963,470,105,102,51,39,39,6,12,21,0,0,0,0,0,0,0,0,0,12,10,0,0,10,2,2,2,0,0,0,0,0,0,38251
12382,950,239,322,269,90,30,62,27,18,12,5,1,9,9,2,5,2,0,0,0,0,35,28,13,0,15,7,7,3,0,4,0,0,0,0,38253
12383,46,35,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38254
12384,1721,330,759,395,186,51,89,44,41,2,5,34,3,3,0,3,0,0,0,0,0,45,45,28,0,17,0,0,0,0,0,0,0,0,0,38255
12385,2426,347,961,726,242,150,52,35,35,10,0,25,0,0,0,0,0,0,0,0,0,17,7,0,0,7,10,0,0,0,0,10,10,0,0,38256
12386,3169,511,1272,901,306,179,124,47,36,16,5,15,11,3,3,0,0,8,0,0,8,77,41,19,0,22,36,36,36,0,0,0,0,0,0,38257
12387,965,207,401,229,109,19,64,9,9,0,3,6,0,0,0,0,0,0,0,0,0,55,49,40,0,9,6,6,6,0,0,0,0,0,0,38258
12388,640,124,203,254,43,16,45,30,30,4,9,17,0,0,0,0,0,0,0,0,0,15,5,0,0,5,10,10,0,0,10,0,0,0,0,38259
12389,2432,421,1067,685,123,136,228,116,97,7,8,82,19,12,0,4,8,7,7,0,0,112,88,0,5,83,24,20,0,20,0,4,0,0,4,38260
12390,11428,2278,4481,2739,1109,821,712,299,169,33,30,106,130,86,66,13,7,44,18,0,26,413,345,71,88,186,68,66,0,49,17,2,0,0,2,38261
12391,23095,4697,9041,5841,2310,1206,2394,1335,1071,94,123,854,264,209,63,83,63,55,0,38,17,1059,967,196,93,678,92,74,47,17,10,18,0,18,0,38301
12392,32513,3078,9294,9338,6844,3959,3620,1638,1557,338,67,1152,81,69,39,22,8,12,12,0,0,1982,1850,681,143,1026,132,119,63,28,28,13,0,13,0,38305
12393,4360,1173,1675,991,357,164,216,99,70,8,31,31,29,17,0,14,3,12,12,0,0,117,83,4,0,79,34,13,6,7,0,21,21,0,0,38310
12394,691,64,288,159,65,115,21,14,14,0,0,14,0,0,0,0,0,0,0,0,0,7,7,0,0,7,0,0,0,0,0,0,0,0,0,38311
12395,2246,493,825,690,160,78,148,100,78,18,14,46,22,22,0,22,0,0,0,0,0,48,48,0,0,48,0,0,0,0,0,0,0,0,0,38313
12396,2519,491,1201,541,207,79,205,102,73,9,0,64,29,17,0,2,15,12,0,12,0,103,101,17,7,77,2,2,0,2,0,0,0,0,0,38315
12397,2432,445,1070,582,193,142,192,150,119,4,0,115,31,4,4,0,0,27,27,0,0,42,38,14,0,24,4,4,4,0,0,0,0,0,0,38316
12398,1856,470,754,406,162,64,238,132,107,16,3,88,25,4,4,0,0,21,21,0,0,106,90,31,0,59,16,8,0,8,0,8,0,0,8,38317
12399,307,96,97,85,17,12,21,6,0,0,0,0,6,6,0,0,6,0,0,0,0,15,0,0,0,0,15,15,0,0,15,0,0,0,0,38318
12400,7580,1622,3324,1812,454,368,561,289,240,48,46,146,49,49,35,2,12,0,0,0,0,272,224,85,30,109,48,48,40,0,8,0,0,0,0,38320
12401,1793,305,792,509,154,33,110,49,34,25,0,9,15,15,0,15,0,0,0,0,0,61,54,32,0,22,7,7,7,0,0,0,0,0,0,38321
12402,1938,213,842,566,211,106,53,48,20,9,0,11,28,28,28,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,38326
12403,320,98,128,86,8,0,27,23,3,0,0,3,20,10,7,3,0,10,3,0,7,4,4,0,0,4,0,0,0,0,0,0,0,0,0,38327
12404,494,119,188,137,31,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,19,0,12,0,0,0,0,0,0,0,0,0,38328
12405,2422,489,1107,565,166,95,183,121,116,26,0,90,5,5,0,0,5,0,0,0,0,62,43,0,0,43,19,19,16,0,3,0,0,0,0,38329
12406,3025,539,1223,873,296,94,282,164,98,9,0,89,66,63,0,22,41,3,0,3,0,118,110,39,13,58,8,8,8,0,0,0,0,0,0,38330
12407,1096,256,461,263,49,67,35,11,10,0,0,10,1,0,0,0,0,1,0,1,0,24,24,23,0,1,0,0,0,0,0,0,0,0,0,38332
12408,453,110,258,59,19,7,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38333
12409,1299,315,577,247,78,82,30,10,10,0,1,9,0,0,0,0,0,0,0,0,0,20,17,0,0,17,3,0,0,0,0,3,0,0,3,38334
12410,902,167,431,188,63,53,76,62,48,2,4,42,14,14,10,4,0,0,0,0,0,14,14,3,0,11,0,0,0,0,0,0,0,0,0,38337
12411,390,42,220,90,16,22,19,3,3,0,0,3,0,0,0,0,0,0,0,0,0,16,16,0,0,16,0,0,0,0,0,0,0,0,0,38339
12412,8093,1397,2786,2529,740,641,1336,710,514,83,85,346,196,194,102,92,0,2,0,2,0,626,533,130,12,391,93,93,42,41,10,0,0,0,0,38340
12413,1787,389,666,520,116,96,41,22,17,0,0,17,5,5,5,0,0,0,0,0,0,19,19,0,0,19,0,0,0,0,0,0,0,0,0,38341
12414,924,291,410,136,59,28,122,81,50,0,2,48,31,31,0,0,31,0,0,0,0,41,41,5,0,36,0,0,0,0,0,0,0,0,0,38342
12415,11238,1982,4093,3414,1077,672,428,244,224,14,42,168,20,20,0,20,0,0,0,0,0,184,156,24,20,112,28,28,4,0,24,0,0,0,0,38343
12416,6101,1510,2388,1517,444,242,480,273,241,43,6,192,32,12,7,5,0,20,10,0,10,207,143,96,3,44,64,64,0,17,47,0,0,0,0,38344
12417,1353,235,609,302,207,0,169,52,42,0,0,42,10,10,0,10,0,0,0,0,0,117,99,99,0,0,18,18,18,0,0,0,0,0,0,38345
12418,93,60,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38347
12419,860,108,326,238,96,92,66,31,19,19,0,0,12,12,0,0,12,0,0,0,0,35,10,0,0,10,25,0,0,0,0,25,0,0,25,38348
12420,12181,2072,5018,3389,984,718,936,616,562,108,13,441,54,0,0,0,0,54,0,36,18,320,306,63,11,232,14,14,0,14,0,0,0,0,0,38351
12421,331,54,159,107,11,0,20,20,10,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38352
12422,3484,260,989,1062,819,354,251,102,58,13,0,45,44,44,44,0,0,0,0,0,0,149,138,7,0,131,11,6,6,0,0,5,0,5,0,38355
12423,1600,305,571,442,201,81,91,53,53,2,0,51,0,0,0,0,0,0,0,0,0,38,38,0,0,38,0,0,0,0,0,0,0,0,0,38356
12424,2122,573,913,476,131,29,95,17,17,4,5,8,0,0,0,0,0,0,0,0,0,78,44,8,0,36,34,26,0,26,0,8,0,0,8,38357
12425,7584,1015,2748,2235,1159,427,747,281,205,0,53,152,76,66,44,22,0,10,0,0,10,466,400,20,81,299,66,66,20,0,46,0,0,0,0,38358
12426,277,70,158,37,7,5,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,16,16,14,0,2,0,0,0,0,0,0,0,0,0,38359
12427,637,135,258,173,57,14,38,30,19,0,9,10,11,11,0,0,11,0,0,0,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,38361
12428,750,44,301,297,93,15,23,4,4,4,0,0,0,0,0,0,0,0,0,0,0,19,19,0,19,0,0,0,0,0,0,0,0,0,0,38362
12429,3926,954,1510,946,297,219,255,124,77,10,0,67,47,42,5,18,19,5,5,0,0,131,115,50,30,35,16,0,0,0,0,16,0,16,0,38363
12430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38365
12431,1476,214,755,284,79,144,94,21,21,0,0,21,0,0,0,0,0,0,0,0,0,73,73,19,0,54,0,0,0,0,0,0,0,0,0,38366
12432,1879,289,816,559,169,46,127,43,41,17,0,24,2,2,0,2,0,0,0,0,0,84,69,13,0,56,15,15,15,0,0,0,0,0,0,38367
12433,1123,388,489,174,45,27,16,6,6,0,0,6,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,38368
12434,1206,243,552,273,112,26,89,15,0,0,0,0,15,5,0,5,0,10,10,0,0,74,51,6,5,40,23,5,0,0,5,18,0,0,18,38369
12435,454,169,192,77,14,2,11,5,5,0,0,5,0,0,0,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,38370
12436,915,187,468,194,43,23,88,3,3,0,0,3,0,0,0,0,0,0,0,0,0,85,75,1,0,74,10,10,10,0,0,0,0,0,0,38371
12437,12113,2878,5345,2401,842,647,950,535,465,94,137,234,70,34,22,12,0,36,0,15,21,415,359,193,78,88,56,42,11,31,0,14,0,0,14,38372
12438,1412,248,575,441,86,62,50,17,12,4,0,8,5,3,0,3,0,2,0,0,2,33,27,0,0,27,6,3,0,0,3,3,0,3,0,38374
12439,6589,1528,2783,1497,561,220,561,333,214,58,35,121,119,78,67,11,0,41,0,41,0,228,226,2,104,120,2,2,0,0,2,0,0,0,0,38375
