,Annual Aggregate Family Income,zip code tabulation area
17896,289077700,53718
17897,708660000,53719
17898,134254400,53726
17899,,53792
17900,17891500,53801
17901,382200,53802
17902,26133400,53803
17903,23643400,53804
17904,86443400,53805
17905,32431900,53806
17906,96084000,53807
17907,20298400,53808
17908,67671300,53809
17909,7578900,53810
17910,59360900,53811
17911,104057500,53813
17912,14637600,53816
17913,2094400,53817
17914,177086800,53818
17915,54119300,53820
17916,147247400,53821
17917,8595900,53825
17918,19529100,53826
17919,4160100,53827
17920,279104800,53901
17921,36610700,53910
17922,31456100,53911
17923,381188900,53913
17924,420003300,53916
17925,58618800,53919
17926,6979200,53920
17927,19449700,53922
17928,41243100,53923
17929,21830400,53924
17930,179604000,53925
17931,22774100,53926
17932,2481300,53928
17933,42207500,53929
17934,25355700,53930
17935,4231400,53931
17936,45739500,53932
17937,58779400,53933
17938,75313800,53934
17939,5773400,53935
17940,22988000,53936
17941,20356600,53937
17942,3612200,53939
17943,65338400,53941
17944,23192700,53943
17945,35851400,53944
17946,84806400,53946
17947,1191800,53947
17948,139952900,53948
17949,107554700,53949
17950,106340000,53950
17951,44980400,53951
17952,68836800,53952
17953,4688200,53953
17954,155159500,53954
17955,125739700,53955
17956,66624200,53956
17957,250648700,53959
17958,71464400,53960
17959,15520600,53961
17960,216813700,53963
17961,63019800,53964
17962,193242800,53965
17963,44380500,53968
17964,4148400,53969
17965,164459400,54001
17966,126470700,54002
17967,22083000,54003
17968,42558100,54004
17969,59001100,54005
17970,16090200,54006
17971,27666000,54007
17972,50765000,54009
17973,,54010
17974,144793000,54011
17975,68559300,54013
17976,62648300,54014
17977,78980100,54015
17978,1039938300,54016
17979,362063800,54017
17980,156447200,54020
17981,200848000,54021
17982,454866400,54022
17983,91706200,54023
17984,93371400,54024
17985,144244800,54025
17986,38528100,54026
17987,21825400,54027
17988,43715900,54028
17989,84400200,54082
17990,70920600,54101
17991,11761800,54102
17992,6856300,54103
17993,20013300,54104
17994,98656500,54106
17995,71201400,54107
17996,116900800,54110
17997,47526600,54111
17998,37117200,54112
17999,86918800,54113
18000,110695100,54114
18001,1030160800,54115
18002,8680100,54119
18003,1238700,54120
18004,60000400,54121
18005,4357000,54123
18006,62580000,54124
18007,8547700,54125
18008,80184900,54126
18009,629300,54127
18010,32645600,54128
18011,66702500,54129
18012,558926800,54130
18013,38521200,54135
18014,118580400,54136
18015,21988300,54137
18016,14838500,54138
18017,59099900,54139
18018,175308400,54140
18019,74320600,54141
18020,255801200,54143
18021,21846300,54149
18022,6211300,54150
18023,62652400,54151
18024,126849500,54153
18025,108984700,54154
18026,193749400,54155
18027,23074900,54156
18028,112449600,54157
18029,30145400,54159
18030,4322300,54160
18031,53824800,54161
18032,199680900,54162
18033,164814400,54165
18034,304179000,54166
18035,96782100,54169
18036,77987000,54170
18037,87531700,54171
18038,139245500,54173
18039,53130400,54174
18040,19260900,54175
18041,52253400,54177
18042,68768600,54180
18043,88629600,54201
18044,47175600,54202
18045,40926400,54204
18046,48584200,54205
18047,5119500,54207
18048,134083700,54208
18049,32368800,54209
18050,37774900,54210
18051,4635400,54211
18052,29599600,54212
18053,26672600,54213
18054,5239400,54214
18055,123076200,54216
18056,176844200,54217
18057,746328200,54220
18058,38579100,54227
18059,58292700,54228
18060,102654600,54229
18061,99579900,54230
18062,13272600,54232
18063,36106400,54234
18064,378685600,54235
18065,269729800,54241
18066,49111000,54245
18067,20934100,54246
18068,49525800,54247
18069,439775700,54301
18070,416717400,54302
18071,347884800,54303
18072,451128200,54304
18073,,54307
18074,771939200,54311
18075,1127199500,54313
18076,663285200,54401
18077,498756200,54403
18078,54789900,54405
18079,74584300,54406
18080,36332800,54407
18081,21587400,54408
18082,213135800,54409
18083,44534000,54410
18084,103614200,54411
18085,42689200,54412
18086,1516200,54413
18087,57023300,54414
18088,27412800,54416
18089,689100,54417
18090,25869400,54418
18091,28956300,54420
18092,55148200,54421
18093,16762900,54422
18094,54487200,54423
18095,37667100,54424
18096,33410400,54425
18097,81579000,54426
18098,23132300,54427
18099,19084400,54428
18100,1976500,54430
18101,28718800,54433
18102,41278700,54435
18103,32378300,54436
18104,53021600,54437
18105,63234200,54440
18106,21409500,54441
18107,20500900,54442
18108,55324000,54443
18109,50510100,54446
18110,6712300,54447
18111,111891100,54448
18112,619130700,54449
18113,4637400,54450
18114,228768200,54451
18115,402132200,54452
18116,25568000,54454
18117,424641800,54455
18118,106380800,54456
18119,159152700,54457
18120,2785100,54458
18121,18955600,54459
18122,38931300,54460
18123,4885400,54462
18124,15299200,54463
18125,13861700,54465
18126,59732600,54466
18127,295566300,54467
18128,30379200,54469
18129,32480600,54470
18130,45974500,54471
18131,50652200,54473
18132,74138500,54474
18133,36740800,54475
18134,416560400,54476
18135,75557300,54479
18136,22057900,54480
18137,402899600,54481
18138,224460200,54482
18139,118989400,54484
18140,6013500,54485
18141,39567600,54486
18142,189536300,54487
18143,26216900,54488
18144,31474000,54489
18145,19003100,54490
18146,26217800,54491
18147,12370900,54493
18148,554299600,54494
18149,117747200,54495
18150,37923100,54498
18151,48863900,54499
18152,383782700,54501
18153,18317200,54511
18154,23923600,54512
18155,8080200,54513
18156,37215800,54514
18157,8068100,54515
18158,5075400,54517
18159,22075000,54519
18160,64502500,54520
18161,136172500,54521
18162,14361800,54524
18163,2793400,54525
18164,13236000,54526
18165,13541500,54527
18166,23966800,54529
18167,12093500,54530
18168,36868600,54531
18169,41285500,54534
18170,2753400,54536
18171,11382000,54537
18172,47731300,54538
18173,25672100,54539
18174,20525500,54540
18175,19812000,54541
18176,6044300,54542
18177,25753200,54545
18178,21744500,54546
18179,24192600,54547
18180,103847700,54548
18181,11796900,54550
18182,78987000,54552
18183,22628200,54554
18184,96563000,54555
18185,19074600,54556
18186,24177400,54557
18187,55125200,54558
18188,9657200,54559
18189,14677200,54560
18190,,54561
18191,39014500,54562
18192,10960200,54563
18193,7138100,54564
18194,2955400,54565
18195,22334300,54566
18196,91298800,54568
18197,805589600,54601
18198,228285800,54603
18199,34189800,54610
18200,24886400,54611
18201,90607400,54612
18202,31276500,54613
18203,54136400,54614
18204,155195800,54615
18205,42214000,54616
18206,40524900,54618
18207,54359100,54619
18208,22840600,54621
18209,43653000,54622
18210,50275100,54623
18211,21951400,54624
18212,4397000,54625
18213,22256100,54626
18214,42612000,54627
18215,20901400,54628
18216,51992000,54629
18217,86427600,54630
18218,32108500,54631
18219,25666800,54632
18220,61728000,54634
18221,35181300,54635
18222,330049500,54636
18223,2913800,54637
18224,22083800,54638
18225,41162700,54639
18226,,54641
18227,41276100,54642
18228,,54643
18229,23490500,54644
18230,1098800,54645
18231,61540400,54646
18232,24521900,54648
18233,601529400,54650
18234,17078400,54651
18235,14329900,54652
18236,13854800,54653
18237,3377900,54654
18238,27308500,54655
18239,314435000,54656
18240,9466500,54657
18241,47812800,54658
18242,23818200,54659
18243,298462700,54660
18244,79095300,54661
18245,21887900,54664
18246,174359700,54665
18247,51727500,54666
18248,90952200,54667
18249,182939000,54669
18250,26686900,54670
18251,809542000,54701
18252,717194000,54703
18253,143245300,54720
18254,25847200,54721
18255,67083200,54722
18256,22910300,54723
18257,138929200,54724
18258,53213800,54725
18259,28120500,54726
18260,95291900,54727
18261,107059700,54728
18262,618190000,54729
18263,89131500,54730
18264,12444100,54731
18265,46395000,54732
18266,24055900,54733
18267,13725500,54734
18268,72413000,54736
18269,10624600,54737
18270,85898000,54738
18271,98036400,54739
18272,43351800,54740
18273,19647100,54741
18274,89150800,54742
18275,39943700,54745
18276,12332900,54746
18277,41746900,54747
18278,22149000,54748
18279,21256900,54749
18280,19419300,54750
18281,388076800,54751
18282,23288900,54754
18283,142141800,54755
18284,15064900,54756
18285,61370800,54757
18286,90379200,54758
18287,28463000,54759
18288,2584800,54760
18289,20976700,54761
18290,22468400,54762
18291,26100500,54763
18292,,54765
18293,24386800,54766
18294,64214700,54767
18295,76063200,54768
18296,9747900,54769
18297,41442700,54770
18298,66791600,54771
18299,16979700,54772
18300,60446900,54773
18301,119537400,54801
18302,24804400,54805
18303,186866100,54806
18304,44075600,54810
18305,92394400,54812
18306,10107600,54813
18307,41455300,54814
18308,47104500,54817
18309,41978200,54819
18310,15159800,54820
18311,25953800,54821
18312,86100400,54822
18313,40802500,54824
18314,16995200,54826
18315,3757600,54827
18316,11026700,54828
18317,99828000,54829
18318,62038200,54830
18319,10035100,54832
18320,13768100,54835
18321,23411500,54836
18322,67602500,54837
18323,26852400,54838
18324,4528900,54839
18325,74925600,54840
18326,4004000,54841
18327,1241100,54842
18328,209829100,54843
18329,5867300,54844
18330,2454100,54845
18331,8711200,54846
18332,44796100,54847
18333,97609900,54848
18334,50641200,54849
18335,3045800,54850
18336,89685900,54853
18337,19073700,54854
18338,12801200,54855
18339,28359900,54856
18340,,54857
18341,32107000,54858
18342,32570200,54859
18343,1741400,54861
18344,3138100,54862
18345,29896700,54864
18346,6889600,54865
18347,4134000,54867
18348,312036100,54868
18349,33965800,54870
18350,64570000,54871
18351,37831400,54872
18352,55267300,54873
18353,76683800,54874
18354,17416300,54875
18355,32756900,54876
18356,533419000,54880
18357,28239000,54888
18358,46636300,54889
18359,68686800,54891
18360,63557700,54893
18361,20754300,54895
18362,24346500,54896
18363,435189700,54901
18364,409877700,54902
18365,538577600,54904
18366,50747800,54909
18367,412099100,54911
18368,612017200,54913
18369,591920600,54914
18370,964710000,54915
18371,23697200,54921
18372,29070600,54922
18373,180115500,54923
18374,23999700,54927
18375,10776600,54928
18376,147332400,54929
18377,32973700,54930
18378,5043600,54931
18379,34227800,54932
18380,5745500,54933
18381,2320100,54934
18382,752812100,54935
18383,443439400,54937
18384,87376400,54940
18385,63661700,54941
18386,265963000,54942
18387,27580800,54943
18388,225103700,54944
18389,68274700,54945
18390,,54946
18391,65379600,54947
18392,2727600,54948
18393,63039200,54949
18394,57161200,54950
18395,503456000,54952
18396,1091907400,54956
18397,52960200,54960
18398,283602100,54961
18399,22666300,54962
18400,145870400,54963
18401,27739200,54964
18402,27794500,54965
18403,36394700,54966
18404,6074100,54967
18405,53715600,54968
18406,50603400,54970
18407,204914400,54971
18408,35228000,54974
18409,31875600,54977
18410,32345800,54979
18411,2859000,54980
18412,328233200,54981
18413,121364400,54982
18414,81862500,54983
18415,65580600,54984
18416,,54985
18417,114928100,54986
18418,109682100,55001
18419,68350800,55003
18420,114920100,55005
18421,67106900,55006
18422,41371000,55007
18423,299379300,55008
18424,208510000,55009
18425,283256400,55011
18426,50494200,55012
18427,159893500,55013
18428,715269100,55014
18429,897612300,55016
18430,14567200,55017
18431,26945700,55018
18432,45340600,55019
18433,101751100,55020
18434,534037700,55021
18435,828064400,55024
18436,630259800,55025
18437,12661800,55026
18438,68064800,55027
18439,,55029
18440,20169300,55030
18441,60001000,55031
18442,75244600,55032
18443,764345300,55033
18444,476200,55036
18445,74220900,55037
18446,609516400,55038
18447,256102200,55040
18448,174568600,55041
18449,337293300,55042
18450,103859400,55043
18451,1653950600,55044
18452,209076800,55045
18453,127206000,55046
18454,99769300,55047
18455,53332200,55049
18456,159146100,55051
18457,38137300,55052
18458,26968400,55053
18459,69176900,55054
18460,64029300,55055
18461,280986500,55056
18462,529019100,55057
18463,644365500,55060
18464,161266300,55063
18465,29842700,55065
18466,380405600,55066
18467,760711100,55068
18468,86216300,55069
18469,149525700,55070
18470,112183500,55071
18471,54451100,55072
18472,91556500,55073
18473,44322000,55074
18474,384070600,55075
18475,569255900,55076
18476,362977600,55077
18477,180976200,55079
18478,57705500,55080
18479,1134019800,55082
18480,37034700,55084
18481,11654700,55085
18482,9952100,55087
18483,57553000,55088
18484,59572300,55089
18485,7402400,55090
18486,288750200,55092
18487,70911400,55101
18488,332759100,55102
18489,134029700,55103
18490,747479600,55104
18491,854861700,55105
18492,661564400,55106
18493,216612800,55107
18494,345578200,55108
18495,598037700,55109
18496,1067649900,55110
18497,,55111
18498,1027125800,55112
18499,921118700,55113
18500,29853800,55114
18501,341368300,55115
18502,620744100,55116
18503,667831500,55117
18504,793656300,55118
18505,734753600,55119
18506,180613600,55120
18507,192568300,55121
18508,881810500,55122
18509,1026866800,55123
18510,1502677300,55124
18511,1451951400,55125
18512,915015100,55126
18513,660662800,55127
18514,636862200,55128
18515,772079300,55129
18516,163107800,55130
18517,3249400,55150
18518,,55155
18519,270137400,55301
18520,169071600,55302
18521,1096315200,55303
18522,1413614800,55304
18523,610135900,55305
18524,403466100,55306
18525,63221100,55307
18526,202267800,55308
18527,446557400,55309
18528,28713300,55310
18529,1441011300,55311
18530,36814400,55312
18531,551355600,55313
18532,26038200,55314
18533,168563200,55315
18534,670495900,55316
18535,801987900,55317
18536,763279100,55318
18537,144446300,55319
18538,105403100,55320
18539,115220000,55321
18540,82610300,55322
18541,31269800,55324
18542,90504300,55325
18543,119486800,55327
18544,247280300,55328
18545,38362100,55329
18546,910685600,55330
18547,937536700,55331
18548,32185600,55332
18549,16529500,55333
18550,56988100,55334
18551,32212900,55335
18552,168689700,55336
18553,972049000,55337
18554,20166600,55338
18555,28078700,55339
18556,397754900,55340
18557,82981000,55341
18558,44194800,55342
18559,557010900,55343
18560,389923900,55344
18561,853776100,55345
18562,645213400,55346
18563,1444094800,55347
18564,86460700,55349
18565,390613900,55350
18566,245232900,55352
18567,68663600,55353
18568,59683500,55354
18569,199321100,55355
18570,305838400,55356
18571,114155000,55357
18572,116492100,55358
18573,226856200,55359
18574,72689500,55360
18575,442960100,55362
18576,88349500,55363
18577,516791200,55364
18578,7168200,55366
18579,24977700,55367
18580,50912400,55368
18581,920355900,55369
18582,22253700,55370
18583,310455500,55371
18584,1090084700,55372
18585,157544400,55373
18586,407037800,55374
18587,129697400,55375
18588,494998900,55376
18589,817807700,55378
18590,1089724500,55379
18591,42704800,55381
18592,88608300,55382
18593,34419800,55384
18594,28172300,55385
18595,263070700,55386
18596,367701500,55387
18597,146467800,55388
18598,47222100,55389
18599,60522400,55390
18600,927510000,55391
18601,53032300,55395
18602,36430600,55396
18603,62253900,55397
18604,341745400,55398
18605,194884900,55401
18606,3746400,55402
18607,253490600,55403
18608,223386200,55404
18609,351359200,55405
18610,665068900,55406
18611,511301900,55407
18612,363686100,55408
18613,256818400,55409
18614,741996500,55410
18615,251628100,55411
18616,273670300,55412
18617,192259400,55413
18618,206928400,55414
18619,35118000,55415
18620,977228800,55416
18621,635938000,55417
18622,569381600,55418
18623,978848600,55419
18624,386264600,55420
18625,437817700,55421
18626,686533700,55422
18627,660276500,55423
18628,627436600,55424
18629,146237400,55425
18630,555866300,55426
18631,536060600,55427
18632,472223100,55428
18633,382696700,55429
18634,333005400,55430
18635,453692400,55431
18636,569560200,55432
18637,663090800,55433
18638,597594900,55434
18639,379373200,55435
18640,649855300,55436
18641,506185200,55437
18642,672555500,55438
18643,479499400,55439
18644,559218700,55441
18645,528941700,55442
18646,814783300,55443
18647,322928000,55444
18648,239032100,55445
18649,894175200,55446
18650,765527200,55447
18651,677542000,55448
18652,845636300,55449
18653,,55450
18654,35617300,55454
18655,,55455
18656,1756900,55601
18657,3473400,55602
18658,11698400,55603
18659,96069300,55604
18660,7728000,55605
18661,5530500,55606
18662,1816900,55607
18663,7246200,55609
18664,14250600,55612
18665,7008700,55613
18666,53737700,55614
18667,4319800,55615
18668,154335500,55616
18669,10860000,55702
18670,17775700,55703
18671,21635200,55704
18672,60201500,55705
18673,29783200,55706
18674,71247900,55707
18675,14123700,55708
18676,80393000,55709
18677,39114100,55710
18678,6894000,55711
18679,9197700,55712
18680,15549400,55713
18681,3508100,55716
18682,8371600,55717
18683,68651800,55718
18684,98207300,55719
18685,305904400,55720
18686,86818900,55721
18687,20321600,55722
18688,46974200,55723
18689,17908900,55724
18690,3310100,55725
18691,14978200,55726
18692,106964500,55731
18693,26805800,55732
18694,120594100,55733
18695,112294300,55734
18696,33524000,55735
18697,22421400,55736
18698,11232200,55738
18699,65474000,55741
18700,6530400,55742
18701,402102900,55744
18702,273073500,55746
18703,23686400,55748
18704,10323400,55749
18705,40692600,55750
18706,28330100,55751
18707,6459000,55752
18708,13883200,55753
18709,8421500,55756
18710,14514900,55757
18711,2128800,55758
18712,50573400,55760
18713,13147700,55763
18714,8112000,55764
18715,12335900,55765
18716,553400,55766
18717,61889400,55767
18718,61106400,55768
18719,46900700,55769
18720,28840300,55771
18721,1072600,55772
18722,25591800,55775
18723,90380500,55779
18724,3661700,55780
18725,15599000,55781
18726,8444000,55782
18727,47889200,55783
18728,1705700,55784
18729,4244000,55785
18730,4868800,55786
18731,7368600,55787
18732,42026500,55790
18733,148258000,55792
18734,10278700,55793
18735,24556700,55795
18736,30564700,55797
18737,10057900,55798
18738,33855500,55802
18739,458844100,55803
18740,394874700,55804
18741,74100800,55805
18742,95512800,55806
18743,154307700,55807
18744,105548400,55808
18745,200991200,55810
18746,568105200,55811
18747,170476100,55812
18748,,55814
18749,1265791400,55901
18750,907729600,55902
18751,484103900,55904
18752,,55905
18753,532205000,55906
18754,28157800,55909
18755,32313600,55910
18756,518133700,55912
18757,87163800,55917
18758,21725400,55918
18759,28502900,55919
18760,197008100,55920
18761,89503500,55921
18762,12702800,55922
18763,105106500,55923
18764,32739900,55924
18765,22181800,55925
18766,15819700,55926
18767,87268900,55927
18768,29644700,55929
18769,5357800,55931
18770,59261600,55932
18771,7370900,55933
18772,83250600,55934
18773,19515600,55935
18774,42440800,55936
18775,39258600,55939
18776,60906300,55940
18777,19376500,55941
18778,61797900,55943
18779,168994300,55944
18780,30729000,55945
18781,71510100,55946
18782,184234000,55947
18783,33592900,55949
18784,1917300,55950
18785,32557400,55951
18786,51549000,55952
18787,15759200,55953
18788,27371400,55954
18789,83493100,55955
18790,49791800,55956
18791,14925500,55957
18792,38765800,55959
18793,117580100,55960
18794,6777100,55961
18795,18231800,55962
18796,135919700,55963
18797,93946600,55964
18798,47019600,55965
18799,20806100,55967
18800,1851600,55968
18801,24041100,55969
18802,23842600,55970
18803,67574800,55971
18804,92579200,55972
18805,7189200,55973
18806,39397400,55974
18807,91972100,55975
18808,157773600,55976
18809,4768500,55977
18810,18999000,55979
18811,89003400,55981
18812,10744300,55982
18813,29282100,55983
18814,43358600,55985
18815,572616000,55987
18816,18764600,55990
18817,34258700,55991
18818,115822200,55992
18819,736610600,56001
18820,324627400,56003
18821,383707000,56007
18822,34616800,56009
18823,28656500,56010
18824,194820000,56011
18825,80183800,56013
18826,13410600,56014
18827,20787300,56016
18828,40135000,56017
18829,20173300,56019
18830,2182900,56020
18831,26458900,56021
18832,895800,56022
18833,13819800,56023
18834,64157300,56024
18835,13784900,56025
18836,44518900,56026
18837,17181700,56027
18838,34644200,56028
18839,13229200,56029
18840,259296800,56031
18841,6267900,56032
18842,7377800,56033
18843,14185000,56034
18844,8722500,56035
18845,40576900,56036
18846,33744700,56037
18847,17213700,56039
18848,25550100,56041
18849,16823600,56042
18850,12674200,56043
18851,50771200,56044
18852,17672000,56045
18853,798900,56046
18854,3183300,56047
18855,81544300,56048
18856,31236200,56050
18857,13898800,56051
18858,19740900,56052
18859,20305800,56054
18860,92441700,56055
18861,1167600,56056
18862,81537700,56057
18863,123603100,56058
18864,10907300,56060
18865,66636600,56062
18866,81456800,56063
18867,56623100,56065
18868,25938100,56068
18869,86463800,56069
18870,321020900,56071
18871,41940900,56072
18872,336506600,56073
18873,48051600,56074
18874,2830500,56075
18875,11011900,56078
18876,10766300,56080
18877,114691900,56081
18878,228744500,56082
18879,18313000,56083
18880,105132300,56085
18881,59438500,56087
18882,42694800,56088
18883,2895400,56089
18884,13970900,56090
18885,6053000,56091
18886,265589100,56093
18887,60760000,56096
18888,73264400,56097
18889,38075900,56098
18890,110579400,56101
18891,44480200,56110
18892,15819100,56111
18893,4620400,56113
18894,9596900,56114
18895,23004000,56115
18896,14378800,56116
18897,8467800,56117
18898,10181400,56118
18899,24937300,56119
18900,20542000,56120
18901,11306900,56121
18902,11252700,56122
18903,8177400,56123
18904,985400,56125
18905,11696300,56127
18906,41170000,56128
18907,15403000,56129
18908,46977000,56131
18909,12723700,56132
18910,7207700,56134
18911,19044500,56136
18912,21895300,56137
18913,16665200,56138
18914,8363400,56139
18915,571900,56140
18916,6472600,56141
18917,17537500,56142
18918,97573100,56143
18919,20843600,56144
18920,11810200,56145
18921,924400,56146
18922,2926000,56147
18923,32353200,56149
18924,57109900,56150
18925,19671900,56151
18926,32281700,56152
18927,2731700,56153
18928,10103400,56155
18929,114740700,56156
18930,19596700,56157
18931,9724700,56158
18932,51027900,56159
18933,5965100,56160
18934,6888600,56161
18935,5723000,56162
18936,123321700,56164
18937,7547100,56165
18938,5094100,56166
18939,15423300,56167
18940,20612000,56168
18941,16455100,56169
18942,11718100,56170
18943,36476200,56171
18944,64229300,56172
18945,7828300,56173
18946,5862500,56174
18947,58130400,56175
18948,21120700,56176
18949,765900,56177
18950,34289700,56178
18951,23822300,56180
18952,20385800,56181
18953,22731800,56183
18954,9505600,56185
18955,6755100,56186
18956,225569300,56187
18957,439983100,56201
18958,4856300,56207
18959,37161900,56208
18960,51678300,56209
18961,1510400,56210
18962,10393600,56211
18963,11330100,56212
18964,12940400,56214
18965,93784200,56215
18966,14148100,56216
18967,8640600,56218
18968,9613100,56219
18969,55247900,56220
18970,15400100,56221
18971,33058800,56222
18972,25553600,56223
18973,8558800,56224
18974,14272000,56225
18975,6974100,56226
18976,6847200,56227
18977,19985300,56228
18978,46010400,56229
18979,16824800,56230
18980,11857300,56231
18981,54471700,56232
18982,10476500,56235
18983,11709800,56236
18984,12859200,56237
18985,12954700,56239
18986,19216400,56240
18987,81354600,56241
18988,31387100,56243
18989,29032700,56244
18990,13202700,56245
18991,15246100,56248
18992,7174400,56249
18993,22367500,56251
18994,23903100,56252
18995,22020500,56253
18996,6814500,56255
18997,55717200,56256
18998,10403300,56257
18999,304625900,56258
19000,19007600,56260
19001,13695900,56262
19002,11373900,56263
19003,44198100,56264
19004,161634000,56265
19005,33540300,56266
19006,168152800,56267
19007,13757300,56270
19008,24125800,56271
19009,116439300,56273
19010,3299500,56274
19011,5454600,56276
19012,57205200,56277
19013,56491600,56278
19014,25730500,56279
19015,12396300,56280
19016,16294200,56281
19017,29188800,56282
19018,129495600,56283
19019,46098800,56284
19020,19725800,56285
19021,1203300,56287
19022,133622200,56288
19023,16167400,56289
19024,9240300,56291
19025,10985900,56292
19026,24988800,56293
19027,1665700,56294
19028,6432100,56295
19029,44139700,56296
19030,19865200,56297
19031,591580700,56301
19032,445729300,56303
19033,219768600,56304
19034,110964800,56307
19035,551635600,56308
19036,31444900,56309
19037,133182600,56310
19038,12853200,56311
19039,46389900,56312
19040,550500,56313
19041,29635800,56314
19042,41077700,56315
19043,24821800,56316
19044,28676600,56318
19045,34531100,56319
19046,204791600,56320
19047,,56321
19048,12348800,56323
19049,28840500,56324
19050,2762300,56325
19051,31601400,56326
19052,17816400,56327
19053,1531100,56328
19054,149269300,56329
19055,34929400,56330
19056,47164900,56331
19057,37650900,56332
19058,119149500,56334
19059,3092700,56335
19060,42071500,56336
19061,32045900,56338
19062,17819800,56339
19063,50902500,56340
19064,50302600,56342
19065,18123400,56343
19066,282271000,56345
19067,118319500,56347
19068,16684100,56349
19069,9677400,56350
19070,112128900,56352
19071,164639600,56353
19072,30382900,56354
19073,8077600,56355
19074,5707200,56356
19075,22128000,56357
19076,52932100,56358
19077,57288300,56359
19078,82901600,56360
19079,39826000,56361
19080,120948100,56362
19081,1476600,56363
19082,95768400,56364
19083,150452000,56367
19084,100292000,56368
19085,5633000,56369
19086,1615700,56371
19087,54768500,56373
19088,174657800,56374
19089,21278400,56375
19090,7484600,56376
19091,459978400,56377
19092,154137200,56378
19093,325218300,56379
19094,60324200,56381
19095,30025100,56382
19096,6038700,56384
19097,23135100,56385
19098,11341400,56386
19099,81732700,56387
19100,1776000,56389
19101,565226600,56401
19102,196729900,56425
19103,199973600,56431
19104,32354800,56433
19105,4394500,56434
19106,44558000,56435
19107,792600,56436
19108,18981900,56437
19109,51808700,56438
19110,22191400,56440
19111,55211100,56441
19112,76139800,56442
19113,30544500,56443
19114,69997300,56444
19115,25732000,56446
19116,18122300,56447
19117,7230500,56448
19118,39562000,56449
19119,17685300,56450
19120,43257000,56452
19121,14659100,56453
19122,26973800,56455
19123,530700,56456
19124,6537900,56458
19125,64741700,56461
19126,71031800,56464
19127,46181300,56465
19128,50888800,56466
19129,55290300,56467
19130,142056500,56468
19131,16378300,56469
19132,199874100,56470
19133,157540000,56472
19134,73208000,56473
19135,62589600,56474
19136,29772700,56475
19137,40201000,56477
19138,79926200,56479
19139,39544000,56481
19140,98821700,56482
19141,70551000,56484
19142,343958800,56501
19143,40344500,56510
19144,50892300,56511
19145,84023100,56514
19146,76546600,56515
19147,4626400,56516
19148,6541600,56517
19149,6882300,56518
19150,6719500,56519
19151,73101800,56520
19152,14011500,56521
19153,12705400,56522
19154,10441300,56523
19155,16746200,56524
19156,3910200,56525
19157,11766200,56527
19158,36953500,56528
19159,71360800,56529
19160,40594400,56531
19161,5519900,56533
19162,25780200,56534
19163,28899500,56535
19164,12796000,56536
19165,394891400,56537
19166,54832500,56540
19167,637100,56541
19168,53985200,56542
19169,4847200,56543
19170,105667500,56544
19171,12815500,56545
19172,8298200,56546
19173,63770300,56547
19174,12058200,56548
19175,109058300,56549
19176,6275400,56550
19177,37852000,56551
19178,10214300,56552
19179,5849500,56553
19180,58745200,56554
19181,14331500,56556
19182,38858600,56557
19183,723759300,56560
19184,2040700,56565
19185,6147100,56566
19186,65598300,56567
19187,2908800,56568
19188,18701800,56569
19189,23643700,56570
19190,37871300,56571
19191,111352400,56572
19192,143098100,56573
19193,6367800,56574
19194,10340100,56575
19195,17888700,56576
19196,,56577
19197,16350600,56578
19198,19004200,56579
19199,33984100,56580
19200,4786400,56581
19201,4259700,56583
19202,26536100,56584
19203,20013700,56585
19204,45964000,56586
19205,31978800,56587
19206,11123100,56588
19207,38554000,56589
19208,12318400,56590
19209,1924300,56591
19210,7910800,56592
19211,454900,56593
19212,10355900,56594
19213,588610400,56601
19214,80234200,56621
19215,37917600,56623
19216,3691500,56626
19217,3984100,56627
19218,28719100,56628
19219,5942400,56629
19220,25166300,56630
19221,63082200,56633
19222,32810800,56634
19223,76702300,56636
19224,3123500,56637
19225,6371600,56639
19226,4240900,56641
19227,13802400,56644
19228,5787900,56646
19229,16040600,56647
19230,215812000,56649
19231,12328700,56650
19232,8057400,56651
19233,7213400,56652
19234,25055000,56653
19235,1487000,56654
19236,30625900,56655
19237,4000900,56657
19238,,56658
19239,664400,56659
19240,2641900,56660
19241,16330600,56661
19242,9828100,56662
19243,2117600,56663
19244,4203500,56666
19245,13226800,56667
19246,2218900,56668
19247,5405500,56669
19248,12485200,56670
19249,26652800,56671
19250,36874900,56672
19251,16556300,56673
19252,29645500,56676
19253,21073900,56678
19254,2125000,56680
19255,3654200,56681
19256,13798900,56683
19257,3736500,56684
19258,3120000,56685
19259,18981200,56686
19260,1271900,56687
19261,2659100,56688
19262,225591600,56701
19263,11636500,56710
19264,,56711
19265,21770700,56713
19266,22328400,56714
19267,4462700,56715
19268,164851400,56716
19269,718600,56720
19270,224241600,56721
19271,10814500,56722
19272,24527800,56723
19273,2216600,56724
19274,16824400,56725
19275,31037900,56726
19276,15288600,56727
19277,31415000,56728
19278,2023500,56729
19279,1840000,56731
19280,16343000,56732
19281,9719200,56733
19282,7248300,56734
19283,19323300,56735
19284,23554700,56736
19285,15931900,56737
19286,30227000,56738
19287,,56741
19288,15137200,56742
19289,12640500,56744
19290,13396800,56748
19291,49304900,56750
19292,112759400,56751
19293,9017000,56754
19294,2566600,56755
19295,14629500,56756
19296,21819400,56757
19297,7666700,56758
19298,9262400,56759
19299,6642100,56760
