,total,disabled,zipcode
20640,16940,669,60503
20641,37881,2251,60504
20642,71210,5835,60505
20643,56503,4643,60506
20644,28738,2263,60510
20645,1575,158,60511
20646,1527,28,60512
20647,18893,1992,60513
20648,10402,760,60514
20649,27910,2690,60515
20650,27873,2078,60516
20651,32445,2056,60517
20652,3714,417,60518
20653,0,0,60519
20654,2869,270,60520
20655,17472,1131,60521
20656,9680,1251,60523
20657,30981,2924,60525
20658,13497,1325,60526
20659,27984,2138,60527
20660,605,84,60530
20661,1818,190,60531
20662,26859,2126,60532
20663,10593,1219,60534
20664,109,17,60536
20665,690,31,60537
20666,26078,1742,60538
20667,248,43,60539
20668,42852,3003,60540
20669,3033,192,60541
20670,16799,1629,60542
20671,36990,2638,60543
20672,25063,1856,60544
20673,13141,891,60545
20674,15896,1555,60546
20675,12143,1473,60548
20676,982,105,60549
20677,1455,143,60550
20678,3841,320,60551
20679,4521,439,60552
20680,843,67,60553
20681,11597,745,60554
20682,13543,1203,60555
20683,1871,106,60556
20684,0,0,60557
20685,12986,788,60558
20686,24024,2545,60559
20687,22646,1596,60560
20688,23032,1880,60561
20689,35619,3029,60563
20690,41453,1725,60564
20691,40652,2134,60565
20692,22627,739,60585
20693,46359,3370,60586
20694,9716,242,60601
20695,1463,42,60602
20696,882,24,60603
20697,415,18,60604
20698,24426,1798,60605
20699,2789,30,60606
20700,24892,1404,60607
20701,70928,6592,60608
20702,62680,7046,60609
20703,38606,3294,60610
20704,29722,1929,60611
20705,35116,4623,60612
20706,49332,3158,60613
20707,67838,3305,60614
20708,40724,4909,60615
20709,48745,5065,60616
20710,83382,11528,60617
20711,97088,8562,60618
20712,64879,10491,60619
20713,72686,10835,60620
20714,33136,5577,60621
20715,53901,4048,60622
20716,84975,10269,60623
20717,39120,7116,60624
20718,78261,5858,60625
20719,49738,4485,60626
20720,71387,11620,60628
20721,113821,8689,60629
20722,57755,5888,60630
20723,28424,3054,60631
20724,90678,6401,60632
20725,13134,1953,60633
20726,72446,7066,60634
20727,39908,6178,60636
20728,48033,7151,60637
20729,56031,5559,60638
20730,91683,10203,60639
20731,62847,6844,60640
20732,70519,7312,60641
20733,18277,1371,60642
20734,51534,6654,60643
20735,46854,7887,60644
20736,46412,4509,60645
20737,28130,3301,60646
20738,86874,6287,60647
20739,44873,7480,60649
20740,61142,10692,60651
20741,42393,3947,60652
20742,30460,4860,60653
20743,15885,488,60654
20744,28155,2229,60655
20745,27468,2896,60656
20746,67978,3669,60657
20747,39476,3825,60659
20748,41438,4511,60660
20749,7436,192,60661
20750,22894,3187,60706
20751,42475,4593,60707
20752,12558,1725,60712
20753,29028,4110,60714
20754,22901,2721,60803
20755,83531,6869,60804
20756,19621,2500,60805
20757,28547,3503,60827
20758,35947,6560,60901
20759,382,119,60910
20760,1604,133,60911
20761,735,168,60912
20762,1371,369,60913
20763,28456,3782,60914
20764,10494,1610,60915
20765,607,122,60917
20766,783,97,60918
20767,605,119,60919
20768,120,11,60920
20769,1381,293,60921
20770,2332,409,60922
20771,1691,232,60924
20772,29,3,60926
20773,2305,207,60927
20774,736,92,60928
20775,818,131,60929
20776,685,74,60930
20777,590,93,60931
20778,0,0,60932
20779,248,36,60933
20780,276,33,60934
20781,1397,198,60935
20782,4029,707,60936
20783,2028,267,60938
20784,3524,588,60940
20785,1977,368,60941
20786,6017,878,60942
20787,170,41,60945
20788,384,26,60946
20789,1553,165,60948
20790,656,140,60949
20791,11497,1427,60950
20792,719,60,60951
20793,716,91,60952
20794,2372,399,60953
20795,6045,970,60954
20796,1769,183,60955
20797,5244,632,60957
20798,2107,598,60958
20799,1018,167,60959
20800,1075,139,60960
20801,772,113,60961
20802,595,65,60962
20803,1814,289,60963
20804,5232,766,60964
20805,1531,177,60966
20806,330,42,60968
20807,59,2,60969
20808,6963,974,60970
20809,486,64,60973
20810,330,36,60974
20811,1249,198,61001
20812,1794,366,61006
20813,649,57,61007
20814,34364,2731,61008
20815,8149,592,61010
20816,2139,224,61011
20817,2461,253,61012
20818,488,54,61013
20819,1171,126,61014
20820,670,103,61015
20821,4681,508,61016
20822,1221,149,61018
20823,3354,446,61019
20824,3301,287,61020
20825,21127,2653,61021
20826,2356,294,61024
20827,4818,359,61025
20828,0,0,61027
20829,1988,233,61028
20830,2420,173,61030
20831,1631,113,61031
20832,30956,5186,61032
20833,6656,929,61036
20834,324,12,61037
20835,1083,104,61038
20836,1035,158,61039
20837,1304,158,61041
20838,483,61,61042
20839,86,7,61043
20840,169,8,61044
20841,2823,443,61046
20842,1537,186,61047
20843,4051,462,61048
20844,522,57,61049
20845,288,39,61050
20846,1548,212,61051
20847,1021,83,61052
20848,3057,506,61053
20849,3894,431,61054
20850,129,8,61057
20851,168,10,61059
20852,1510,95,61060
20853,6642,1127,61061
20854,1964,167,61062
20855,4260,465,61063
20856,3606,312,61064
20857,10984,1205,61065
20858,645,91,61067
20859,14890,1484,61068
20860,1269,95,61070
20861,14394,2341,61071
20862,11436,977,61072
20863,19693,1405,61073
20864,4189,743,61074
20865,981,142,61075
20866,79,12,61077
20867,1294,187,61078
20868,117,17,61079
20869,10958,869,61080
20870,21322,3246,61081
20871,2794,149,61084
20872,3333,476,61085
20873,1665,215,61087
20874,6045,521,61088
20875,798,142,61089
20876,93,0,61091
20877,22581,3769,61101
20878,18886,2403,61102
20879,23561,3931,61103
20880,18342,3128,61104
20881,30232,3303,61107
20882,29159,3426,61108
20883,27826,3823,61109
20884,23909,2366,61111
20885,106,98,61112
20886,14113,1686,61114
20887,23178,3048,61115
20888,38455,5501,61201
20889,1336,139,61230
20890,4967,628,61231
20891,1525,186,61232
20892,1396,105,61234
20893,1432,162,61235
20894,70,6,61236
20895,2822,307,61238
20896,1247,190,61239
20897,6052,450,61240
20898,6806,757,61241
20899,1047,135,61242
20900,223,40,61243
20901,23012,3422,61244
20902,2633,250,61250
20903,324,18,61251
20904,5296,683,61252
20905,11173,900,61254
20906,1952,217,61256
20907,1154,190,61257
20908,371,29,61258
20909,1109,69,61259
20910,949,79,61260
20911,925,111,61261
20912,1388,170,61262
20913,698,96,61263
20914,10447,1618,61264
20915,44595,4832,61265
20916,6938,793,61270
20917,1459,211,61272
20918,3344,420,61273
20919,282,30,61274
20920,4404,397,61275
20921,84,24,61276
20922,2989,413,61277
20923,283,20,61278
20924,1074,79,61279
20925,2602,285,61281
20926,7672,1315,61282
20927,1763,146,61283
20928,2338,207,61284
20929,1531,187,61285
20930,10359,1112,61301
20931,3895,537,61310
20932,134,25,61311
20933,548,50,61312
20934,130,20,61313
20935,952,123,61314
20936,301,56,61315
20937,264,22,61316
20938,423,80,61317
20939,655,68,61318
20940,1104,131,61319
20941,714,76,61320
20942,285,13,61321
20943,1744,175,61322
20944,94,6,61323
20945,60,15,61324
20946,1008,76,61325
20947,2295,263,61326
20948,1257,157,61327
20949,13,0,61328
20950,1425,125,61329
20951,1387,190,61330
20952,0,0,61331
20953,83,9,61332
20954,256,26,61333
20955,637,108,61334
20956,453,57,61335
20957,862,73,61336
20958,590,49,61337
20959,298,31,61338
20960,355,40,61340
20961,7554,837,61341
20962,9098,996,61342
20963,322,52,61344
20964,753,74,61345
20965,72,6,61346
20966,4592,486,61348
20967,859,83,61349
20968,23611,3031,61350
20969,1374,123,61353
20970,10649,1470,61354
20971,10650,1524,61356
20972,386,47,61358
20973,290,33,61359
20974,3749,398,61360
20975,1366,217,61361
20976,5519,839,61362
20977,250,26,61363
20978,20202,2719,61364
20979,770,85,61367
20980,1428,187,61368
20981,1448,177,61369
20982,1422,183,61370
20983,121,9,61372
20984,1872,206,61373
20985,121,7,61374
20986,1065,214,61375
20987,2530,156,61376
20988,1664,198,61377
20989,562,28,61378
20990,1302,162,61379
20991,32137,5112,61401
20992,3583,537,61410
20993,311,31,61411
20994,1278,131,61412
20995,868,109,61413
20996,656,62,61414
20997,1533,186,61415
20998,222,45,61416
20999,210,67,61417
21000,638,101,61418
21001,127,22,61419
21002,1074,158,61420
21003,1456,134,61421
21004,3300,511,61422
21005,691,69,61423
21006,94,5,61424
21007,229,2,61425
21008,115,4,61426
21009,2431,359,61427
21010,846,145,61428
21011,807,104,61430
21012,476,57,61431
21013,638,64,61432
21014,0,0,61433
21015,3224,613,61434
21016,146,5,61435
21017,1131,134,61436
21018,900,99,61437
21019,840,108,61438
21020,282,47,61439
21021,744,99,61440
21022,1014,128,61441
21023,659,122,61442
21024,13582,1772,61443
21025,895,118,61447
21026,3757,393,61448
21027,590,93,61449
21028,1716,222,61450
21029,534,21,61451
21030,392,89,61452
21031,606,100,61453
21032,490,99,61454
21033,21763,2199,61455
21034,991,118,61458
21035,428,28,61459
21036,272,37,61460
21037,11657,1357,61462
21038,1239,191,61465
21039,356,47,61466
21040,1085,102,61467
21041,147,10,61468
21042,2380,477,61469
21043,605,105,61470
21044,115,24,61471
21045,711,76,61472
21046,1585,186,61473
21047,148,31,61474
21048,320,18,61475
21049,668,66,61476
21050,671,129,61477
21051,196,0,61478
21052,182,18,61479
21053,1460,201,61480
21054,589,75,61482
21055,1750,309,61483
21056,982,161,61484
21057,533,65,61485
21058,1550,172,61486
21059,1124,105,61488
21060,954,119,61489
21061,1366,95,61490
21062,2247,313,61491
21063,1910,277,61501
21064,684,49,61516
21065,3146,373,61517
21066,172,16,61519
21067,15697,2239,61520
21068,11295,1174,61523
21069,176,18,61524
21070,9136,427,61525
21071,1047,37,61526
21072,2409,240,61528
21073,2934,294,61529
21074,6263,594,61530
21075,3272,396,61531
21076,552,67,61532
21077,2302,270,61533
21078,1753,262,61534
21079,1453,117,61535
21080,2763,296,61536
21081,2790,451,61537
21082,200,30,61539
21083,2735,276,61540
21084,128,20,61541
21085,3658,536,61542
21086,126,20,61543
21087,733,77,61544
21088,860,230,61545
21089,4554,521,61546
21090,4203,265,61547
21091,12145,884,61548
21092,17421,1537,61550
21093,241,46,61552
21094,231,15,61553
21095,42204,5759,61554
21096,3308,329,61559
21097,504,118,61560
21098,2722,199,61561
21099,62,0,61562
21100,450,97,61563
21101,1191,124,61564
21102,1708,228,61565
21103,478,84,61567
21104,4514,211,61568
21105,841,73,61569
21106,1788,143,61570
21107,23930,2310,61571
21108,1253,110,61572
21109,835,310,61602
21110,16330,1871,61603
21111,30140,4031,61604
21112,15794,2488,61605
21113,7981,466,61606
21114,11195,1264,61607
21115,5498,730,61610
21116,24903,2661,61611
21117,27884,3227,61614
21118,23671,2137,61615
21119,5963,777,61616
21120,570,0,61625
21121,35648,5229,61701
21122,35626,2457,61704
21123,13038,929,61705
21124,157,19,61720
21125,613,25,61721
21126,610,52,61722
21127,1656,198,61723
21128,450,58,61724
21129,1514,141,61725
21130,2563,269,61726
21131,9976,1386,61727
21132,1379,172,61728
21133,991,68,61729
21134,378,25,61730
21135,208,0,61731
21136,2012,171,61732
21137,979,58,61733
21138,2744,240,61734
21139,576,91,61735
21140,1676,110,61736
21141,654,42,61737
21142,4357,349,61738
21143,4934,325,61739
21144,1575,257,61740
21145,1608,195,61741
21146,1431,123,61742
21147,219,16,61743
21148,1827,182,61744
21149,4310,295,61745
21150,1438,133,61747
21151,2692,230,61748
21152,636,152,61749
21153,59,8,61750
21154,115,13,61751
21155,4276,392,61752
21156,3110,373,61753
21157,1300,124,61754
21158,4724,274,61755
21159,2261,315,61756
21160,1653,219,61759
21161,2320,276,61760
21162,53419,3845,61761
21163,12106,1651,61764
21164,541,62,61769
21165,1127,120,61770
21166,1120,72,61771
21167,338,50,61772
21168,553,63,61773
21169,989,96,61774
21170,338,29,61775
21171,1716,77,61776
21172,800,78,61777
21173,688,112,61778
21174,31047,1887,61801
21175,18381,2456,61802
21176,178,32,61810
21177,664,53,61811
21178,426,41,61812
21179,1983,224,61813
21180,1268,191,61814
21181,262,23,61815
21182,465,35,61816
21183,2912,312,61817
21184,1544,148,61818
21185,35646,1754,61820
21186,30360,3061,61821
21187,23049,1567,61822
21188,637,53,61830
21189,109,3,61831
21190,36760,5990,61832
21191,2153,468,61833
21192,6669,978,61834
21193,666,66,61839
21194,778,98,61840
21195,1316,156,61841
21196,2792,372,61842
21197,2316,242,61843
21198,954,45,61844
21199,391,48,61845
21200,5057,858,61846
21201,1203,98,61847
21202,237,24,61848
21203,1689,274,61849
21204,582,80,61850
21205,314,41,61851
21206,283,53,61852
21207,13142,1266,61853
21208,1689,205,61854
21209,241,25,61855
21210,7091,743,61856
21211,108,17,61857
21212,2965,372,61858
21213,1263,95,61859
21214,468,28,61862
21215,662,52,61863
21216,1912,128,61864
21217,1441,132,61865
21218,13846,1565,61866
21219,1495,269,61870
21220,257,20,61871
21221,918,177,61872
21222,6244,528,61873
21223,6895,603,61874
21224,713,9,61875
21225,1014,105,61876
21226,2013,130,61877
21227,1356,189,61878
21228,4420,613,61880
21229,662,100,61882
21230,4413,587,61883
21231,1163,138,61884
21232,4279,316,61910
21233,5255,481,61911
21234,1324,143,61912
21235,1479,232,61913
21236,1725,168,61914
21237,604,101,61917
21238,1044,93,61919
21239,25836,2876,61920
21240,2437,266,61924
21241,866,18,61925
21242,1159,133,61928
21243,652,68,61929
21244,462,52,61930
21245,1229,128,61931
21246,467,84,61932
21247,1119,139,61933
21248,137,6,61936
21249,1998,274,61937
21250,21454,3257,61938
21251,264,38,61940
21252,37,22,61941
21253,1234,135,61942
21254,1335,142,61943
21255,12216,2076,61944
21256,195,30,61949
21257,7769,981,61951
21258,6191,639,61953
21259,149,27,61955
21260,2642,332,61956
21261,2119,203,61957
21262,1504,138,62001
21263,31952,4269,62002
21264,572,92,62006
21265,1973,249,62009
21266,11213,1300,62010
21267,271,40,62011
21268,6757,750,62012
21269,525,77,62013
21270,4173,734,62014
21271,370,30,62015
21272,3681,561,62016
21273,771,91,62017
21274,4065,715,62018
21275,401,76,62019
21276,812,122,62021
21277,987,67,62022
21278,88,8,62023
21279,9652,1417,62024
21280,33255,2372,62025
21281,557,72,62027
21282,1316,39,62028
21283,140,12,62030
21284,825,111,62031
21285,633,60,62032
21286,4612,681,62033
21287,13949,1145,62034
21288,15963,2187,62035
21289,660,89,62036
21290,1975,303,62037
21291,43084,6764,62040
21292,2350,285,62044
21293,515,52,62045
21294,743,39,62046
21295,1833,310,62047
21296,1527,248,62048
21297,5559,794,62049
21298,344,76,62050
21299,691,100,62051
21300,12890,1541,62052
21301,515,94,62053
21302,532,64,62054
21303,8624,1512,62056
21304,732,91,62058
21305,777,119,62059
21306,4863,969,62060
21307,2146,143,62061
21308,7844,807,62062
21309,1056,171,62063
21310,64,15,62065
21311,2202,111,62067
21312,3235,434,62069
21313,11,11,62070
21314,1165,110,62074
21315,3402,414,62075
21316,76,11,62076
21317,230,33,62077
21318,126,19,62078
21319,407,49,62079
21320,2830,425,62080
21321,325,49,62081
21322,2763,491,62082
21323,385,8,62083
21324,1601,196,62084
21325,172,65,62085
21326,1563,230,62086
21327,2239,209,62087
21328,7039,1094,62088
21329,369,41,62089
21330,1114,152,62090
21331,260,34,62091
21332,3074,571,62092
21333,398,141,62093
21334,998,186,62094
21335,10922,1436,62095
21336,2495,246,62097
21337,122,10,62098
21338,7065,995,62201
21339,7165,1617,62203
21340,8806,1684,62204
21341,9112,1997,62205
21342,16312,2961,62206
21343,8362,1509,62207
21344,16962,2184,62208
21345,1093,82,62214
21346,1734,166,62215
21347,2592,193,62216
21348,690,170,62217
21349,1674,80,62218
21350,953,105,62219
21351,19609,2325,62220
21352,27183,3458,62221
21353,17429,1975,62223
21354,3925,230,62225
21355,29296,3894,62226
21356,6282,637,62230
21357,7200,1086,62231
21358,6811,1303,62232
21359,6920,1118,62233
21360,32700,4029,62234
21361,12541,1283,62236
21362,2715,343,62237
21363,739,132,62238
21364,4650,674,62239
21365,2209,410,62240
21366,1288,179,62241
21367,1357,207,62242
21368,5871,583,62243
21369,1300,138,62244
21370,1610,122,62245
21371,10112,1357,62246
21372,264,33,62248
21373,15403,1196,62249
21374,552,47,62250
21375,810,243,62253
21376,5286,621,62254
21377,892,181,62255
21378,3017,520,62257
21379,9163,1161,62258
21380,6763,590,62260
21381,154,16,62261
21382,1722,267,62262
21383,5134,707,62263
21384,3363,307,62264
21385,4481,492,62265
21386,342,30,62266
21387,822,63,62268
21388,31187,2901,62269
21389,1956,232,62271
21390,1587,230,62272
21391,393,107,62273
21392,6499,824,62274
21393,3511,500,62275
21394,1183,178,62277
21395,7229,892,62278
21396,62,0,62279
21397,494,90,62280
21398,2215,168,62281
21399,475,56,62282
21400,564,78,62284
21401,4329,582,62285
21402,6084,968,62286
21403,2894,308,62288
21404,327,59,62289
21405,744,183,62292
21406,4872,473,62293
21407,13360,1139,62294
21408,1696,173,62295
21409,203,67,62297
21410,16296,1769,62298
21411,32081,5320,62301
21412,18573,2299,62305
21413,1002,123,62311
21414,2222,307,62312
21415,247,62,62313
21416,498,84,62314
21417,775,67,62316
21418,256,66,62319
21419,2029,203,62320
21420,3902,570,62321
21421,164,12,62323
21422,1180,181,62324
21423,374,67,62325
21424,2267,349,62326
21425,1852,262,62330
21426,131,19,62334
21427,95,19,62336
21428,1348,136,62338
21429,878,135,62339
21430,1562,309,62340
21431,3472,458,62341
21432,533,111,62343
21433,134,28,62344
21434,395,105,62345
21435,183,29,62346
21436,2612,442,62347
21437,187,32,62348
21438,495,73,62349
21439,1810,189,62351
21440,395,45,62352
21441,3711,379,62353
21442,1578,244,62354
21443,868,170,62355
21444,583,119,62356
21445,197,17,62357
21446,752,111,62358
21447,214,0,62359
21448,1943,261,62360
21449,720,142,62361
21450,343,76,62362
21451,5598,752,62363
21452,724,56,62365
21453,1818,263,62366
21454,1122,192,62367
21455,528,126,62370
21456,314,30,62373
21457,327,74,62374
21458,470,45,62375
21459,1102,125,62376
21460,1007,136,62378
21461,2057,283,62379
21462,345,48,62380
21463,18231,2240,62401
21464,942,106,62410
21465,4567,719,62411
21466,301,30,62413
21467,1647,244,62414
21468,2079,267,62417
21469,1884,343,62418
21470,405,50,62419
21471,4473,634,62420
21472,1034,136,62421
21473,1116,155,62422
21474,810,75,62423
21475,2175,209,62424
21476,704,71,62425
21477,1030,125,62426
21478,1627,243,62427
21479,3265,529,62428
21480,1116,128,62431
21481,468,57,62432
21482,1038,252,62433
21483,176,36,62434
21484,688,139,62436
21485,470,54,62438
21486,6132,1106,62439
21487,1211,144,62440
21488,7304,1034,62441
21489,2239,414,62442
21490,1578,194,62443
21491,407,21,62444
21492,945,87,62445
21493,389,49,62446
21494,3065,567,62447
21495,5587,708,62448
21496,2900,442,62449
21497,12039,2054,62450
21498,2429,407,62451
21499,458,95,62452
21500,10507,1723,62454
21501,2313,378,62458
21502,223,46,62459
21503,970,183,62460
21504,827,42,62461
21505,1117,147,62462
21506,1246,171,62463
21507,979,76,62465
21508,1710,318,62466
21509,3919,263,62467
21510,2617,508,62468
21511,337,44,62469
21512,8698,1324,62471
21513,1508,136,62473
21514,896,228,62474
21515,458,139,62475
21516,2074,332,62476
21517,1089,142,62477
21518,308,36,62478
21519,899,67,62479
21520,765,124,62480
21521,284,61,62481
21522,2349,308,62501
21523,1883,199,62510
21524,387,20,62512
21525,1690,141,62513
21526,297,52,62514
21527,962,132,62515
21528,315,38,62517
21529,377,14,62518
21530,41,6,62519
21531,1311,173,62520
21532,35481,4983,62521
21533,16804,2195,62522
21534,527,267,62523
21535,32195,5379,62526
