,total,disabled,zipcode
19320,547,71,57024
19321,2786,397,57025
19322,1401,147,57026
19323,128,12,57027
19324,3095,382,57028
19325,1781,251,57029
19326,3373,236,57030
19327,692,86,57031
19328,6851,328,57032
19329,5203,449,57033
19330,721,57,57034
19331,1176,84,57035
19332,637,76,57036
19333,1017,86,57037
19334,1590,165,57038
19335,3091,243,57039
19336,383,29,57040
19337,48,0,57041
19338,8925,1017,57042
19339,1305,208,57043
19340,1026,198,57045
19341,651,52,57046
19342,308,35,57047
19343,1201,118,57048
19344,5853,587,57049
19345,224,27,57050
19346,254,51,57051
19347,373,83,57052
19348,1949,165,57053
19349,550,110,57054
19350,1029,148,57055
19351,122,11,57057
19352,1987,243,57058
19353,1300,170,57059
19354,127,10,57061
19355,1182,235,57062
19356,977,73,57063
19357,5276,191,57064
19358,418,76,57065
19359,1514,219,57066
19360,427,60,57067
19361,1341,103,57068
19362,11756,1082,57069
19363,1411,199,57070
19364,2911,278,57071
19365,698,64,57072
19366,780,117,57073
19367,791,81,57075
19368,300,48,57076
19369,1252,83,57077
19370,17370,2442,57078
19371,34650,3613,57103
19372,24567,3032,57104
19373,21483,2104,57105
19374,40914,3378,57106
19375,8039,561,57107
19376,17840,1290,57108
19377,13359,1061,57110
19378,0,0,57117
19379,713,23,57197
19380,24702,3412,57201
19381,1788,281,57212
19382,431,41,57213
19383,55,18,57214
19384,1018,130,57216
19385,288,33,57217
19386,327,83,57218
19387,680,76,57219
19388,764,83,57220
19389,793,101,57221
19390,1301,98,57223
19391,202,13,57224
19392,1578,286,57225
19393,2180,301,57226
19394,315,12,57227
19395,1688,203,57231
19396,266,54,57232
19397,126,14,57233
19398,1221,149,57234
19399,1064,97,57235
19400,65,15,57236
19401,475,109,57237
19402,416,76,57238
19403,257,57,57239
19404,1003,96,57241
19405,263,45,57242
19406,696,97,57243
19407,109,7,57245
19408,164,1,57246
19409,229,24,57247
19410,1341,278,57248
19411,900,89,57249
19412,181,54,57251
19413,4468,661,57252
19414,440,64,57255
19415,91,7,57256
19416,928,132,57257
19417,370,98,57258
19418,485,78,57259
19419,1184,159,57260
19420,201,36,57261
19421,5290,654,57262
19422,368,43,57263
19423,262,21,57264
19424,211,71,57265
19425,682,57,57266
19426,496,42,57268
19427,527,43,57269
19428,771,80,57270
19429,311,71,57271
19430,142,4,57272
19431,1192,152,57273
19432,2666,306,57274
19433,1210,155,57276
19434,933,134,57278
19435,1020,148,57279
19436,17868,2474,57301
19437,1528,160,57311
19438,441,31,57312
19439,1143,149,57313
19440,849,88,57314
19441,1141,125,57315
19442,615,87,57317
19443,1172,103,57319
19444,357,55,57321
19445,320,65,57322
19446,201,38,57323
19447,407,60,57324
19448,3350,639,57325
19449,1086,147,57328
19450,453,25,57329
19451,740,143,57330
19452,627,54,57331
19453,770,59,57332
19454,789,113,57334
19455,297,46,57335
19456,85,22,57337
19457,1430,216,57339
19458,333,32,57340
19459,168,28,57341
19460,509,104,57342
19461,136,31,57344
19462,1232,176,57345
19463,18,0,57346
19464,523,69,57348
19465,1588,192,57349
19466,14619,2205,57350
19467,807,76,57353
19468,1030,183,57355
19469,1808,294,57356
19470,50,13,57358
19471,601,47,57359
19472,118,6,57361
19473,2203,311,57362
19474,1122,141,57363
19475,73,13,57364
19476,580,51,57365
19477,2324,302,57366
19478,191,21,57367
19479,1165,126,57368
19480,2293,258,57369
19481,859,145,57370
19482,117,33,57371
19483,492,85,57373
19484,243,33,57374
19485,659,79,57375
19486,873,121,57376
19487,54,12,57379
19488,3491,505,57380
19489,574,74,57381
19490,1451,251,57382
19491,741,85,57383
19492,886,100,57384
19493,1124,200,57385
19494,154,10,57386
19495,29898,2841,57401
19496,121,30,57420
19497,57,6,57421
19498,261,48,57422
19499,324,36,57424
19500,63,8,57426
19501,629,30,57427
19502,732,81,57428
19503,109,9,57429
19504,2240,177,57430
19505,579,108,57432
19506,457,41,57433
19507,549,94,57434
19508,262,66,57435
19509,447,76,57436
19510,1146,214,57437
19511,1293,243,57438
19512,60,60,57439
19513,492,53,57440
19514,755,86,57441
19515,1642,227,57442
19516,2135,179,57445
19517,344,84,57446
19518,370,72,57448
19519,100,17,57449
19520,673,131,57450
19521,2210,183,57451
19522,261,51,57452
19523,590,54,57454
19524,64,7,57455
19525,876,110,57456
19526,74,9,57457
19527,364,43,57460
19528,435,62,57461
19529,412,35,57465
19530,112,9,57466
19531,280,38,57467
19532,202,44,57468
19533,3171,719,57469
19534,208,21,57470
19535,670,76,57471
19536,986,130,57472
19537,295,9,57473
19538,176,38,57474
19539,91,11,57475
19540,436,33,57476
19541,132,20,57477
19542,685,82,57479
19543,621,95,57481
19544,15395,1680,57501
19545,201,30,57520
19546,201,24,57521
19547,480,69,57522
19548,1213,209,57523
19549,891,123,57528
19550,490,104,57529
19551,291,57,57531
19552,2802,256,57532
19553,1761,363,57533
19554,111,14,57534
19555,677,57,57536
19556,146,16,57537
19557,239,38,57538
19558,101,5,57540
19559,65,11,57541
19560,998,209,57543
19561,514,51,57544
19562,231,34,57547
19563,1414,146,57548
19564,1946,292,57551
19565,489,113,57552
19566,338,29,57553
19567,3436,601,57555
19568,615,98,57559
19569,339,51,57560
19570,52,5,57562
19571,219,71,57563
19572,982,111,57564
19573,1462,167,57566
19574,1139,172,57567
19575,641,63,57568
19576,368,68,57569
19577,2205,362,57570
19578,25,0,57571
19579,2104,399,57572
19580,76,5,57574
19581,123,10,57576
19582,966,91,57577
19583,1374,235,57579
19584,4083,572,57580
19585,50,21,57584
19586,296,32,57585
19587,3826,576,57601
19588,473,87,57620
19589,452,44,57621
19590,246,32,57622
19591,1139,119,57623
19592,4330,513,57625
19593,914,128,57626
19594,46,6,57630
19595,320,43,57631
19596,636,116,57632
19597,537,57,57633
19598,76,4,57634
19599,50,15,57636
19600,1890,370,57638
19601,377,36,57639
19602,200,35,57640
19603,322,47,57641
19604,2016,274,57642
19605,187,16,57644
19606,206,43,57645
19607,238,16,57646
19608,267,69,57648
19609,271,19,57649
19610,77,8,57650
19611,151,14,57651
19612,386,37,57652
19613,662,98,57656
19614,202,14,57657
19615,329,49,57658
19616,70,11,57660
19617,118,2,57661
19618,42342,6866,57701
19619,32599,3512,57702
19620,13988,1507,57703
19621,1617,23,57706
19622,1077,186,57714
19623,445,36,57716
19624,7460,1097,57717
19625,6993,808,57718
19626,6954,902,57719
19627,593,66,57720
19628,491,120,57722
19629,219,18,57724
19630,110,15,57725
19631,5388,783,57730
19632,2211,376,57732
19633,1475,288,57735
19634,91,14,57738
19635,25,0,57741
19636,1847,221,57744
19637,2177,369,57745
19638,5215,1129,57747
19639,325,50,57748
19640,556,28,57750
19641,758,102,57751
19642,1792,190,57752
19643,3523,469,57754
19644,101,0,57755
19645,1387,211,57756
19646,215,21,57758
19647,780,128,57759
19648,1585,259,57760
19649,996,109,57761
19650,591,103,57762
19651,331,45,57763
19652,1706,161,57764
19653,222,77,57766
19654,137,26,57767
19655,3477,590,57769
19656,5584,530,57770
19657,1833,341,57772
19658,377,18,57773
19659,352,30,57775
19660,0,0,57776
19661,300,74,57779
19662,120,7,57780
19663,60,14,57782
19664,14184,1906,57783
19665,9156,1592,57785
19666,364,0,57787
19667,627,147,57788
19668,1234,151,57790
19669,177,15,57791
19670,58,0,57792
19671,2120,179,57793
19672,1095,50,57794
19673,559,31,57799
19674,92,11,58001
19675,18,0,58002
19676,256,8,58004
19677,638,75,58005
19678,433,56,58006
19679,58,9,58007
19680,285,38,58008
19681,14,8,58009
19682,354,45,58011
19683,2553,231,58012
19684,113,23,58013
19685,310,11,58015
19686,151,30,58016
19687,376,36,58017
19688,296,40,58018
19689,438,23,58021
19690,1085,148,58027
19691,201,25,58029
19692,575,81,58030
19693,374,42,58031
19694,725,70,58032
19695,478,73,58033
19696,155,10,58035
19697,288,46,58036
19698,326,23,58038
19699,870,72,58040
19700,1628,216,58041
19701,1500,168,58042
19702,160,22,58043
19703,2411,204,58045
19704,590,59,58046
19705,3746,193,58047
19706,602,47,58048
19707,278,46,58049
19708,1313,117,58051
19709,668,69,58052
19710,1340,193,58053
19711,3013,455,58054
19712,189,33,58056
19713,134,13,58057
19714,125,10,58058
19715,1115,133,58059
19716,1315,150,58060
19717,380,31,58061
19718,178,33,58062
19719,336,45,58063
19720,476,37,58064
19721,40,13,58065
19722,235,28,58067
19723,401,70,58068
19724,116,13,58069
19725,426,25,58071
19726,7723,837,58072
19727,8876,822,58075
19728,325,19,58076
19729,674,85,58077
19730,27383,2084,58078
19731,450,91,58079
19732,871,100,58081
19733,31020,3038,58102
19734,47150,4524,58103
19735,29596,1813,58104
19736,1895,53,58105
19737,35362,3479,58201
19738,1845,19,58202
19739,17678,1377,58203
19740,1500,4,58204
19741,0,0,58205
19742,306,46,58210
19743,501,51,58212
19744,266,20,58214
19745,85,10,58216
19746,656,70,58218
19747,29,0,58219
19748,2236,343,58220
19749,384,22,58222
19750,231,19,58223
19751,24,5,58224
19752,985,124,58225
19753,433,45,58227
19754,845,116,58228
19755,205,34,58229
19756,625,64,58230
19757,616,85,58231
19758,213,12,58233
19759,416,29,58235
19760,5382,995,58237
19761,162,43,58238
19762,23,9,58239
19763,1265,123,58240
19764,89,19,58241
19765,691,73,58243
19766,196,11,58244
19767,2542,322,58249
19768,254,35,58250
19769,2281,241,58251
19770,454,84,58254
19771,849,66,58256
19772,1911,256,58257
19773,243,30,58258
19774,384,45,58259
19775,172,26,58260
19776,1119,141,58261
19777,76,14,58262
19778,484,50,58265
19779,268,87,58266
19780,1272,154,58267
19781,125,27,58269
19782,1906,318,58270
19783,720,84,58271
19784,372,54,58272
19785,167,52,58273
19786,1118,143,58274
19787,810,66,58275
19788,520,73,58276
19789,249,32,58277
19790,1825,103,58278
19791,99,20,58281
19792,1439,259,58282
19793,9393,1390,58301
19794,76,6,58311
19795,6701,952,58316
19796,240,29,58317
19797,3554,418,58318
19798,225,33,58321
19799,31,0,58323
19800,1318,127,58324
19801,83,2,58325
19802,403,47,58327
19803,3203,352,58329
19804,340,41,58330
19805,116,1,58331
19806,302,37,58332
19807,1573,93,58335
19808,101,17,58338
19809,32,8,58339
19810,2485,310,58341
19811,63,11,58343
19812,784,82,58344
19813,150,22,58345
19814,635,102,58346
19815,714,96,58348
19816,439,55,58351
19817,480,39,58352
19818,49,10,58353
19819,65,3,58355
19820,1653,199,58356
19821,389,40,58357
19822,309,35,58361
19823,32,0,58362
19824,115,7,58363
19825,291,24,58365
19826,1194,76,58366
19827,1540,241,58367
19828,3663,535,58368
19829,1306,264,58369
19830,1489,131,58370
19831,110,13,58372
19832,624,44,58374
19833,416,36,58377
19834,353,23,58379
19835,351,30,58380
19836,316,29,58381
19837,171,20,58382
19838,578,90,58384
19839,285,22,58385
19840,198,22,58386
19841,16598,2436,58401
19842,97,47,58402
19843,342,16,58405
19844,1118,234,58413
19845,117,13,58415
19846,434,74,58416
19847,356,79,58418
19848,295,14,58420
19849,2825,323,58421
19850,267,76,58422
19851,75,15,58423
19852,211,31,58424
19853,1393,196,58425
19854,201,29,58426
19855,311,33,58428
19856,330,28,58429
19857,112,20,58430
19858,111,17,58431
19859,1046,117,58433
19860,2034,228,58436
19861,618,69,58438
19862,180,23,58439
19863,193,22,58440
19864,252,22,58441
19865,515,105,58442
19866,175,23,58443
19867,238,52,58444
19868,129,12,58445
19869,280,38,58448
19870,187,11,58451
19871,34,8,58452
19872,488,55,58454
19873,356,49,58455
19874,440,79,58456
19875,1244,165,58458
19876,228,28,58460
19877,497,67,58461
19878,596,135,58463
19879,282,26,58464
19880,509,66,58466
19881,737,103,58467
19882,374,35,58472
19883,2572,285,58474
19884,153,26,58475
19885,250,16,58476
19886,193,16,58477
19887,155,38,58478
19888,246,21,58479
19889,264,26,58480
19890,266,4,58481
19891,933,111,58482
19892,199,39,58483
19893,48,13,58484
19894,134,20,58486
19895,473,78,58487
19896,283,50,58488
19897,284,11,58490
19898,539,64,58492
19899,357,64,58494
19900,1186,161,58495
19901,167,43,58496
19902,328,33,58497
19903,27153,2908,58501
19904,27056,2489,58503
19905,24687,2605,58504
19906,0,0,58505
19907,305,41,58520
19908,670,104,58521
19909,3621,352,58523
19910,55,14,58524
19911,807,120,58528
19912,622,80,58529
19913,1144,157,58530
19914,343,23,58531
19915,277,62,58532
19916,902,119,58533
19917,514,74,58535
19918,2690,258,58538
19919,2224,225,58540
19920,423,71,58541
19921,278,35,58542
19922,604,96,58544
19923,3484,379,58545
19924,148,9,58549
19925,1705,289,58552
19926,22936,2521,58554
19927,909,69,58558
19928,190,22,58559
19929,180,23,58560
19930,1020,144,58561
19931,370,82,58562
19932,1922,275,58563
19933,154,14,58564
19934,184,17,58565
19935,153,12,58566
19936,435,42,58568
19937,53,5,58569
19938,426,50,58570
19939,617,114,58571
19940,320,50,58572
19941,751,121,58573
19942,844,108,58575
19943,827,66,58576
19944,1772,212,58577
19945,1110,154,58579
19946,317,61,58580
19947,235,51,58581
19948,21977,2199,58601
19949,186,15,58620
19950,1122,229,58621
19951,1625,186,58622
19952,2326,264,58623
19953,193,28,58625
19954,270,42,58626
19955,210,16,58627
19956,484,49,58630
19957,999,137,58631
19958,219,21,58632
19959,107,16,58634
19960,823,102,58636
19961,1076,111,58638
19962,1711,206,58639
19963,1548,150,58640
19964,117,5,58641
19965,350,48,58642
19966,216,29,58643
19967,231,14,58645
19968,1119,139,58646
19969,1083,142,58647
19970,408,80,58649
19971,420,41,58650
19972,406,26,58651
19973,994,166,58652
19974,595,58,58653
19975,270,20,58654
19976,465,29,58655
19977,382,30,58656
19978,29395,3735,58701
19979,0,0,58702
19980,18425,1948,58703
19981,3784,120,58704
19982,0,0,58705
19983,462,30,58707
19984,502,60,58710
19985,148,25,58711
19986,172,15,58712
19987,23,6,58713
19988,118,15,58716
19989,1150,69,58718
19990,535,66,58721
19991,1561,128,58722
19992,286,40,58723
19993,260,29,58725
19994,314,54,58727
19995,1238,249,58730
19996,289,36,58731
19997,413,44,58733
19998,271,33,58734
19999,411,34,58735
20000,492,71,58736
20001,130,28,58737
20002,803,103,58740
20003,629,100,58741
20004,119,13,58744
20005,1385,163,58746
20006,113,15,58748
20007,570,65,58750
20008,193,22,58752
20009,106,28,58755
20010,289,23,58756
20011,982,147,58757
20012,279,56,58758
20013,994,87,58759
20014,222,11,58760
20015,1165,139,58761
20016,221,29,58762
20017,3529,505,58763
20018,306,36,58765
20019,170,7,58768
20020,350,27,58769
20021,1382,139,58770
20022,569,44,58771
20023,121,7,58772
20024,837,76,58773
20025,399,24,58775
20026,253,16,58776
20027,136,13,58778
20028,587,119,58779
20029,715,76,58781
20030,371,41,58782
20031,404,75,58783
20032,2376,215,58784
20033,1053,92,58785
20034,129,36,58787
20035,1079,138,58788
20036,369,69,58789
20037,1645,201,58790
20038,260,47,58792
20039,639,69,58793
20040,113,16,58794
20041,175,27,58795
20042,20530,1968,58801
20043,296,27,58830
20044,562,80,58831
20045,55,19,58833
20046,397,31,58835
20047,272,41,58838
20048,472,29,58843
20049,249,4,58844
20050,294,36,58845
20051,564,45,58847
20052,1154,136,58849
20053,1590,248,58852
20054,354,42,58853
20055,3259,396,58854
20056,166,28,58856
20057,1572,199,59001
20058,264,83,59002
20059,1014,120,59003
20060,737,173,59006
20061,140,33,59007
20062,363,122,59008
20063,87,9,59010
20064,2992,350,59011
20065,283,13,59012
20066,179,60,59013
20067,1846,171,59014
20068,602,86,59015
20069,809,109,59016
20070,590,97,59018
20071,3923,461,59019
20072,28,0,59020
20073,2189,190,59022
20074,508,82,59024
20075,87,25,59025
20076,291,31,59026
20077,659,68,59027
20078,434,49,59028
20079,728,169,59029
20080,1537,124,59030
20081,391,39,59031
20082,394,40,59032
20083,328,34,59033
20084,5525,729,59034
20085,123,30,59035
20086,1263,224,59036
20087,1661,163,59037
20088,597,102,59038
20089,34,4,59039
20090,1786,296,59041
20091,3168,257,59043
20092,11011,1696,59044
20093,362,67,59046
20094,11946,1793,59047
20095,1475,130,59050
20096,163,6,59052
20097,553,77,59053
20098,280,51,59054
20099,74,9,59055
20100,599,86,59057
20101,96,4,59058
20102,154,21,59059
20103,204,52,59061
20104,61,11,59062
20105,2004,287,59063
20106,171,28,59064
20107,48,0,59065
20108,651,54,59066
20109,335,24,59067
20110,3234,517,59068
20111,490,89,59069
20112,927,106,59070
20113,96,6,59071
20114,4242,683,59072
20115,359,99,59074
20116,119,6,59075
20117,74,21,59076
20118,104,3,59077
20119,104,13,59078
20120,3572,413,59079
20121,11,4,59081
20122,31,2,59082
20123,132,26,59085
20124,758,113,59086
20125,506,45,59087
20126,1093,108,59088
20127,360,42,59089
20128,38785,6096,59101
20129,47290,6220,59102
20130,29872,3381,59105
20131,12917,916,59106
20132,5101,584,59201
20133,214,5,59211
20134,427,29,59212
20135,778,105,59213
20136,137,11,59214
20137,1085,137,59215
20138,305,32,59217
20139,956,118,59218
20140,189,21,59219
20141,1581,265,59221
20142,168,21,59222
20143,330,23,59223
20144,473,63,59225
20145,426,65,59226
20146,4553,693,59230
20147,389,35,59231
20148,12,4,59240
20149,411,30,59241
20150,112,13,59242
20151,392,45,59243
20152,62,6,59244
20153,352,51,59247
20154,688,126,59248
20155,186,35,59250
20156,115,18,59252
20157,110,27,59253
20158,1942,405,59254
20159,3409,454,59255
20160,68,0,59256
20161,28,0,59257
20162,120,15,59258
20163,338,45,59259
20164,115,16,59260
20165,513,98,59261
20166,816,97,59262
20167,1424,156,59263
20168,7588,918,59270
20169,283,42,59274
20170,315,53,59275
20171,21,3,59276
20172,11250,1587,59301
20173,202,20,59311
20174,33,0,59312
20175,2556,357,59313
20176,101,17,59314
20177,114,8,59315
20178,1174,148,59317
20179,86,8,59318
20180,59,2,59322
20181,2413,306,59323
20182,841,123,59324
20183,323,44,59326
20184,2916,404,59327
20185,8063,1148,59330
20186,157,41,59332
20187,21,0,59333
20188,223,22,59336
20189,748,108,59337
20190,128,32,59338
20191,161,20,59339
20192,35,0,59343
20193,331,29,59344
20194,294,80,59347
20195,854,170,59349
20196,134,14,59351
20197,906,118,59353
20198,100,5,59354
20199,13557,2188,59401
20200,26273,3725,59404
20201,28248,4147,59405
20202,702,136,59410
20203,346,33,59411
20204,1703,206,59412
20205,1087,277,59414
20206,526,101,59416
20207,7878,1382,59417
20208,123,28,59418
20209,217,31,59419
20210,226,12,59420
20211,1795,254,59421
20212,2424,478,59422
20213,59,1,59424
20214,3496,586,59425
20215,4532,490,59427
20216,448,59,59430
20217,126,47,59432
20218,648,122,59433
20219,642,115,59434
20220,1712,257,59436
20221,132,5,59440
20222,74,0,59441
20223,1577,183,59442
20224,882,103,59443
20225,321,18,59444
20226,578,53,59446
20227,193,17,59447
20228,658,109,59448
20229,495,36,59450
20230,219,23,59451
20231,559,49,59452
20232,337,34,59453
20233,210,32,59454
20234,194,15,59456
20235,8980,1359,59457
20236,146,33,59460
20237,11,0,59461
20238,119,28,59462
20239,117,20,59463
20240,452,58,59464
20241,69,10,59465
20242,97,10,59466
20243,222,12,59467
20244,751,71,59468
20245,166,21,59469
20246,313,30,59471
20247,804,83,59472
20248,2984,521,59474
20249,482,43,59477
20250,893,130,59479
20251,486,44,59480
20252,758,87,59482
20253,374,70,59483
20254,162,32,59484
20255,500,68,59485
20256,1397,130,59486
20257,1429,245,59487
20258,275,27,59489
20259,12396,1615,59501
20260,1215,141,59520
20261,3945,438,59521
20262,1761,335,59522
20263,2168,345,59523
20264,849,137,59524
20265,237,18,59525
20266,2476,329,59526
20267,962,154,59527
20268,192,25,59528
20269,143,15,59529
20270,129,7,59530
20271,327,46,59531
20272,187,29,59532
20273,68,8,59535
20274,160,40,59537
20275,2798,542,59538
20276,373,87,59540
20277,262,13,59542
20278,163,22,59544
20279,35,0,59545
20280,80,22,59546
20281,29,6,59547
20282,28905,4040,59601
20283,24939,2760,59602
20284,199,43,59631
20285,1982,523,59632
20286,213,52,59633
20287,4742,292,59634
20288,7443,741,59635
20289,0,0,59636
20290,829,150,59638
20291,1005,209,59639
20292,90,6,59640
20293,24,2,59642
20294,590,80,59643
20295,3923,651,59644
20296,1619,276,59645
20297,417,0,59647
20298,443,52,59648
20299,32678,5406,59701
20300,69,0,59703
20301,265,48,59710
20302,8933,1745,59711
20303,216,18,59713
20304,19089,1638,59714
20305,31406,2354,59715
20306,1972,89,59716
20307,27778,1904,59718
20308,260,13,59720
20309,549,41,59721
20310,4179,663,59722
20311,136,15,59724
20312,7698,1123,59725
20313,219,11,59727
20314,403,50,59728
20315,2124,160,59729
20316,1873,200,59730
20317,130,34,59731
20318,68,11,59732
20319,214,34,59733
20320,493,60,59735
20321,143,21,59736
20322,385,47,59739
20323,211,14,59740
20324,4346,508,59741
20325,159,24,59743
20326,126,8,59745
20327,67,12,59746
20328,215,16,59747
20329,199,20,59748
20330,1492,175,59749
20331,304,42,59750
20332,236,40,59751
20333,3226,425,59752
20334,832,98,59754
20335,225,29,59755
20336,143,60,59756
20337,2084,88,59758
20338,3308,624,59759
20339,348,68,59760
20340,308,56,59761
20341,334,33,59762
20342,30834,3556,59801
20343,19213,2377,59802
20344,16687,1278,59803
20345,7791,1003,59804
20346,18378,2185,59808
20347,1241,120,59820
20348,2294,296,59821
20349,1323,205,59823
20350,1718,306,59824
20351,2335,317,59825
20352,574,80,59826
20353,400,78,59827
20354,5416,771,59828
20355,2316,345,59829
20356,74,31,59830
20357,611,115,59831
20358,955,160,59832
20359,5345,611,59833
20360,2005,370,59834
20361,339,43,59837
20362,12779,2613,59840
20363,817,96,59841
20364,114,15,59842
20365,359,58,59843
20366,867,103,59844
20367,1189,214,59845
20368,1148,137,59846
20369,5366,319,59847
20370,157,20,59848
20371,254,34,59851
20372,956,174,59853
20373,243,50,59854
20374,953,165,59855
20375,385,110,59856
20376,1320,310,59858
20377,3049,722,59859
20378,9917,1174,59860
20379,66,46,59863
20380,6770,990,59864
20381,3155,498,59865
20382,1085,201,59866
20383,9,0,59867
20384,1675,370,59868
20385,10393,1627,59870
20386,185,39,59871
20387,2121,464,59872
20388,3135,634,59873
20389,964,214,59874
20390,3679,784,59875
20391,49537,5612,59901
20392,584,56,59910
20393,7836,955,59911
20394,13648,1716,59912
20395,513,63,59913
20396,200,50,59914
20397,509,56,59915
20398,56,6,59916
20399,4188,566,59917
20400,720,84,59918
20401,916,121,59919
20402,1784,155,59920
20403,2292,290,59922
20404,9589,2036,59923
20405,1262,214,59925
20406,452,61,59926
20407,318,40,59927
20408,82,7,59928
20409,265,11,59929
20410,736,97,59930
20411,264,57,59931
20412,1665,31,59932
20413,66,16,59933
20414,596,50,59934
20415,3477,683,59935
20416,519,41,59936
20417,12459,1301,59937
20418,24229,2104,60002
20419,49550,3796,60004
20420,30682,3010,60005
20421,33838,2678,60007
20422,22079,2046,60008
20423,43890,2619,60010
20424,11032,931,60012
20425,26811,1398,60013
20426,48083,3164,60014
20427,26919,1448,60015
20428,60407,5990,60016
20429,28300,2333,60018
20430,10364,1066,60020
20431,5560,308,60021
20432,8313,410,60022
20433,38413,3261,60025
20434,13528,1207,60026
20435,435,26,60029
20436,35659,2156,60030
20437,38065,2877,60031
20438,13763,1240,60033
20439,1826,212,60034
20440,29560,2343,60035
20441,5353,387,60040
20442,8877,935,60041
20443,8565,595,60042
20444,2786,150,60043
20445,9766,742,60044
20446,20649,1319,60045
20447,34290,2614,60046
20448,41592,2084,60047
20449,29073,2447,60048
20450,32144,2683,60050
20451,24640,2499,60051
20452,23209,2615,60053
20453,55601,4198,60056
20454,37538,2023,60060
20455,25970,2059,60061
20456,39360,3628,60062
20457,16056,1850,60064
20458,38250,2683,60067
20459,37004,3369,60068
20460,7965,926,60069
20461,15859,1199,60070
20462,3488,344,60071
20463,976,103,60072
20464,59989,3514,60073
20465,39018,2685,60074
20466,32515,3660,60076
20467,27036,3771,60077
20468,9939,758,60081
20469,9863,626,60083
20470,16198,1298,60084
20471,69475,6465,60085
20472,26481,2447,60087
20473,2913,102,60088
20474,41519,3118,60089
20475,37327,3092,60090
20476,27141,1985,60091
20477,19010,1105,60093
20478,7001,700,60096
20479,10758,898,60097
20480,31891,3412,60098
20481,31116,3967,60099
20482,39580,3593,60101
20483,32166,1710,60102
20484,42157,2418,60103
20485,19006,2101,60104
20486,20134,2114,60106
20487,40439,2931,60107
20488,22306,1845,60108
20489,567,43,60109
20490,38989,2271,60110
20491,376,18,60111
20492,4674,284,60112
20493,309,27,60113
20494,45771,3210,60115
20495,15587,1012,60118
20496,10335,695,60119
20497,51042,3857,60120
20498,47190,4538,60123
20499,19594,1248,60124
20500,46068,3568,60126
20501,184,13,60129
20502,14003,1384,60130
20503,18018,1552,60131
20504,38342,2586,60133
20505,28815,2059,60134
20506,7174,621,60135
20507,7093,255,60136
20508,38335,3362,60137
20509,34865,2517,60139
20510,14050,798,60140
20511,86,31,60141
20512,26654,2136,60142
20513,10037,794,60143
20514,64,6,60144
20515,2408,168,60145
20516,2585,295,60146
20517,52087,5107,60148
20518,1589,202,60150
20519,4235,394,60151
20520,12840,1282,60152
20521,24152,3868,60153
20522,16696,2091,60154
20523,7931,1282,60155
20524,28850,2000,60156
20525,2116,154,60157
20526,25431,1997,60160
20527,7871,850,60162
20528,5194,369,60163
20529,21876,2515,60164
20530,4947,288,60165
20531,33863,2808,60169
20532,10300,1055,60171
20533,24518,1757,60172
20534,12143,789,60173
20535,31053,2581,60174
20536,24747,1292,60175
20537,11790,969,60176
20538,22455,1562,60177
20539,22199,1940,60178
20540,1293,229,60180
20541,28926,2677,60181
20542,2536,187,60184
20543,35662,2369,60185
20544,27539,2111,60187
20545,42309,3399,60188
20546,31311,2252,60189
20547,10442,713,60190
20548,14358,1510,60191
20549,16522,851,60192
20550,39684,4111,60193
20551,20105,1795,60194
20552,3810,293,60195
20553,42029,3857,60201
20554,31795,2730,60202
20555,4749,309,60203
20556,2215,240,60301
20557,31986,2509,60302
20558,17430,1107,60304
20559,11183,830,60305
20560,7909,877,60401
20561,63967,6043,60402
20562,18212,1857,60403
20563,17984,1398,60404
20564,25965,3040,60406
20565,1945,253,60407
20566,5501,619,60408
20567,37174,4433,60409
20568,12511,903,60410
20569,58382,6804,60411
20570,13872,1578,60415
20571,9152,807,60416
20572,15492,1881,60417
20573,22906,2802,60419
20574,4982,624,60420
20575,3960,332,60421
20576,9007,1003,60422
20577,30119,2340,60423
20578,2310,291,60424
20579,8901,1096,60425
20580,28080,4074,60426
20581,12461,1838,60428
20582,15908,1888,60429
20583,20981,1698,60430
20584,21503,1466,60431
20585,21349,1977,60432
20586,16776,2173,60433
20587,48336,4986,60435
20588,17661,2531,60436
20589,157,57,60437
20590,28751,3056,60438
20591,22973,1746,60439
20592,53542,3909,60440
20593,34402,3029,60441
20594,9684,744,60442
20595,20695,1991,60443
20596,1842,126,60444
20597,25690,2897,60445
20598,39741,3491,60446
20599,14094,799,60447
20600,24678,1637,60448
20601,9168,588,60449
20602,20433,2500,60450
20603,34464,2134,60451
20604,28061,2410,60452
20605,56310,6761,60453
20606,15912,1699,60455
20607,4356,519,60456
20608,14306,1714,60457
20609,14111,1249,60458
20610,28987,2888,60459
20611,1425,173,60460
20612,4690,677,60461
20613,38538,4078,60462
20614,13863,2027,60463
20615,9611,1205,60464
20616,17425,2198,60465
20617,22661,2959,60466
20618,26699,2419,60467
20619,5842,449,60468
20620,6017,604,60469
20621,603,55,60470
20622,13614,1270,60471
20623,4811,1016,60472
20624,21842,2074,60473
20625,685,74,60474
20626,9788,1316,60475
20627,2837,431,60476
20628,38090,3957,60477
20629,16761,1869,60478
20630,696,62,60479
20631,5006,476,60480
20632,11745,1383,60481
20633,11152,1206,60482
20634,6902,914,60484
20635,26795,1707,60487
20636,19960,1211,60490
20637,22567,1871,60491
20638,11877,1108,60501
20639,23552,892,60502
